Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process
Injured / Non-injured,Q9QXD1,Q9QXD1,-1.979811576,1.979811576,5.84E-09,2.54E-07,14,Q9QXD1,Acox2,Peroxisomal acyl-coenzyme A oxidase 2,ACOX2_MOUSE,19,-74.64770208,0.253522979,Injured,Non-injured,"mitochondrion,peroxisome,intracellular membrane-bounded organelle","acyl-CoA dehydrogenase activity,acyl-CoA oxidase activity,receptor binding,3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoyl-CoA 24-hydroxylase activity,protein homodimerization activity,flavin adenine dinucleotide binding,FAD binding","positive regulation of cell death,fatty acid beta-oxidation using acyl-CoA dehydrogenase,fatty acid beta-oxidation using acyl-CoA oxidase,positive regulation of response to oxidative stress"
Injured / Non-injured,P40936,P40936,-1.722131135,1.722131135,7.35E-09,2.58E-07,14,P40936,Inmt,Indolethylamine N-methyltransferase,INMT_MOUSE,15,-69.6899347,0.303100653,Injured,Non-injured,cytosol,"thioether S-methyltransferase activity,amine N-methyltransferase activity,dimethyl selenide methyltransferase activity,Requires Ontology","selenium compound metabolic process,amine metabolic process,response to toxic substance,methylation"
Injured / Non-injured,Q62167,Q62167,0.624987303,0.624987303,7.53E-09,2.58E-07,14,Q62167,Ddx3x,ATP-dependent RNA helicase DDX3X,DDX3X_MOUSE,33,54.21972528,1.542197253,Injured,Non-injured,"nucleus,nucleolus,cytoplasm,mitochondrial outer membrane,cytosol,cytoplasmic stress granule,nuclear speck,cytoplasmic ribonucleoprotein granule,extracellular exosome,eukaryotic translation initiation factor 3 complex,cytosolic small ribosomal subunit","DNA binding,RNA binding,GTPase activity,ATP-dependent DNA helicase activity,ATP-dependent RNA helicase activity,protein binding,ATP binding,transcription factor binding,poly(A) binding,eukaryotic initiation factor 4E binding,ATPase activity,nucleoside-triphosphatase activity,translation initiation factor binding,RNA strand annealing activity,RNA stem-loop binding,ribosomal small subunit binding,CTPase activity,protein serine/threonine kinase activator activity,cadherin binding,mRNA 5'-UTR binding","transcription, DNA-templated,translational initiation,chromosome segregation,extrinsic apoptotic signaling pathway via death domain receptors,response to virus,regulation of gene expression,RNA secondary structure unwinding,positive regulation of gene expression,Wnt signaling pathway,negative regulation of translation,positive regulation of cell growth,negative regulation of cell growth,negative regulation of protein complex assembly,DNA duplex unwinding,stress granule assembly,intracellular signal transduction,mature ribosome assembly,positive regulation of apoptotic process,negative regulation of apoptotic process,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,positive regulation of viral genome replication,innate immune response,positive regulation of translation,positive regulation of transcription from RNA polymerase II promoter,positive regulation of translational initiation,cellular response to arsenic-containing substance,cellular response to osmotic stress,positive regulation of protein serine/threonine kinase activity,positive regulation of canonical Wnt signaling pathway,intrinsic apoptotic signaling pathway,positive regulation of G1/S transition of mitotic cell cycle,protein localization to cytoplasmic stress granule,negative regulation of intrinsic apoptotic signaling pathway"
Injured / Non-injured,Q64433,Q64433,-0.915515453,0.915515453,1.25E-08,3.77E-07,16,Q64433,Hspe1,"10 kDa heat shock protein, mitochondrial",CH10_MOUSE,10,-46.98455791,0.530154421,Injured,Non-injured,"mitochondrion,mitochondrial matrix,membrane,extracellular exosome","RNA binding,ATP binding,metal ion binding,unfolded protein binding,chaperone binding","osteoblast differentiation,response to unfolded protein,chaperone mediated protein folding requiring cofactor"
Injured / Non-injured,Q64516-1,Q64516-1,-1.316480395,1.316480395,1.26E-08,3.77E-07,14,Q64516-1,Gk,Isoform 1 of Glycerol kinase,GLPK_MOUSE,26,-59.84867216,0.401513278,Injured,Non-injured,,,
Injured / Non-injured,Q8VBW8,Q8VBW8,-2.169695394,2.169695394,1.18E-08,3.77E-07,14,Q8VBW8,Ttc36,Tetratricopeptide repeat protein 36,TTC36_MOUSE,3,-77.7742408,0.222257592,Injured,Non-injured,cellular_component,molecular_function,biological_process
Injured / Non-injured,Q8K023;Q8K023-2,Q8K023;Q8K023-2,-2.015273779,2.015273779,1.33E-08,3.82E-07,14,Q8K023;Q8K023-2,Akr1c18,Aldo-keto reductase family 1 member C18;Isoform 2 of Aldo-keto reductase family 1 member C18,AKC1H_MOUSE,10,-75.2632783,0.247367217,Injured,Non-injured,"intracellular,nucleus,cytoplasm,cytosol,extracellular exosome;","retinal dehydrogenase activity,alditol:NADP+ 1-oxidoreductase activity,retinol dehydrogenase activity,oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor,phenanthrene 9,10-monooxygenase activity,dihydrotestosterone 17-beta-dehydrogenase activity,geranylgeranyl reductase activity,ketoreductase activity,17-alpha,20-alpha-dihydroxypregn-4-en-3-one dehydrogenase activity,15-hydroxyprostaglandin-D dehydrogenase (NADP+) activity,androsterone dehydrogenase activity,ketosteroid monooxygenase activity,delta4-3-oxosteroid 5beta-reductase activity;","protein import into nucleus, translocation,progesterone catabolic process,G-protein coupled receptor signaling pathway,female pregnancy,parturition,positive regulation of cell proliferation,positive regulation of cell death,farnesol catabolic process,cellular response to reactive oxygen species,progesterone metabolic process,retinal metabolic process,daunorubicin metabolic process,doxorubicin metabolic process,regulation of retinoic acid receptor signaling pathway,positive regulation of protein kinase B signaling,oxidation-reduction process,testosterone biosynthetic process,cellular response to cadmium ion,cellular response to calcium ion,cellular response to follicle-stimulating hormone stimulus,cellular response to prostaglandin stimulus,cellular response to corticosteroid stimulus,cellular response to testosterone stimulus,cellular response to jasmonic acid stimulus,cellular response to transforming growth factor beta stimulus,cellular response to prostaglandin D stimulus,cellular response to gonadotropin-releasing hormone,negative regulation of retinoic acid biosynthetic process,cellular response to forskolin,cellular response to prolactin,regulation of testosterone biosynthetic process,positive regulation of endothelial cell apoptotic process,positive regulation of reactive oxygen species metabolic process;"
Injured / Non-injured,A2AQ50;A2AQ51;A2AQ52;P55014;P55014-3;P55014-4,A2AQ50;A2AQ51;A2AQ52;P55014;P55014-3;P55014-4,-1.94012875,1.94012875,1.46E-08,4.02E-07,14,A2AQ50;A2AQ51;A2AQ52;P55014;P55014-3;P55014-4,Slc12a1,Solute carrier family 12 member 1;Solute carrier family 12 member 1;Solute carrier family 12 member 1;Solute carrier family 12 member 1;Isoform B of Solute carrier family 12 member 1;Isoform F of Solute carrier family 12 member 1,A2AQ50_MOUSE;A2AQ51_MOUSE;A2AQ52_MOUSE;S12A1_MOUSE;S12A1_MOUSE;S12A1_MOUSE,27,-73.94068168,0.260593183,Injured,Non-injured,";;;integral component of membrane,apical plasma membrane,extracellular exosome;;",";;;protein binding,sodium:potassium:chloride symporter activity;;",";;;kidney development,potassium ion transport,sodium ion transport,excretion,chemical homeostasis,positive regulation of calcineurin-NFAT signaling cascade,cellular hyperosmotic salinity response,chloride transmembrane transport;;"
Injured / Non-injured,Q9DC50,Q9DC50,-2.076773603,2.076773603,1.51E-08,4.02E-07,14,Q9DC50,Crot,Peroxisomal carnitine O-octanoyltransferase,OCTC_MOUSE,33,-76.29560632,0.237043937,Injured,Non-injured,"mitochondrion,peroxisome,intracellular membrane-bounded organelle","receptor binding,carnitine O-octanoyltransferase activity","generation of precursor metabolites and energy,fatty acid metabolic process,fatty acid beta-oxidation,carnitine metabolic process,fatty acid transport,coenzyme A metabolic process,medium-chain fatty acid metabolic process"
Injured / Non-injured,Q9DBM2,Q9DBM2,-1.485432139,1.485432139,1.74E-08,4.47E-07,16,Q9DBM2,Ehhadh,Peroxisomal bifunctional enzyme,ECHP_MOUSE,56,-64.28584579,0.357141542,Injured,Non-injured,"mitochondrion,peroxisome,cytosol","3-hydroxyacyl-CoA dehydrogenase activity,dodecenoyl-CoA delta-isomerase activity,enoyl-CoA hydratase activity,receptor binding,enzyme binding","internal protein amino acid acetylation,fatty acid beta-oxidation,acyl-CoA metabolic process"
Injured / Non-injured,Q9Z1P6,Q9Z1P6,-1.668940334,1.668940334,1.95E-08,4.82E-07,14,Q9Z1P6,Ndufa7,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7,NDUA7_MOUSE,9,-68.55157511,0.314484249,Injured,Non-injured,"mitochondrion,mitochondrial respiratory chain complex I,mitochondrial ribosome","structural constituent of ribosome,NADH dehydrogenase (ubiquinone) activity","mitochondrial electron transport, NADH to ubiquinone,mitochondrial translation"
Injured / Non-injured,Q8VIM4,Q8VIM4,-2.966889732,2.966889732,2.27E-08,5.43E-07,14,Q8VIM4,Bsnd,Barttin,BSND_MOUSE,7,-87.20980409,0.127901959,Injured,Non-injured,"integral component of plasma membrane,integral component of membrane,basolateral plasma membrane,protein complex","protein binding,chloride channel regulator activity,chloride channel activity","cellular ion homeostasis,sensory perception of sound,cellular potassium ion homeostasis,cellular chloride ion homeostasis,regulation of molecular function,chloride transmembrane transport"
Injured / Non-injured,Q3U3G8;Q9EPB5,Q3U3G8;Q9EPB5,-1.756233242,1.756233242,2.71E-08,6.27E-07,14,Q3U3G8;Q9EPB5,Serhl,Serine hydrolase-like protein,Q3U3G8_MOUSE;SERHL_MOUSE,2,-70.39799587,0.296020041,Injured,Non-injured,";mitochondrion,peroxisome,cytoplasmic vesicle,perinuclear region of cytoplasm",;hydrolase activity,;
Injured / Non-injured,E9Q7G0,E9Q7G0,0.904167742,0.904167742,2.98E-08,6.69E-07,14,E9Q7G0,Numa1,Protein Numa1,E9Q7G0_MOUSE,46,87.1464578,1.871464578,Injured,Non-injured,"Golgi membrane,spindle pole,nucleus,nucleoplasm,chromosome,centrosome,cytosol,spindle microtubule,cell cortex,nuclear matrix,extrinsic component of plasma membrane,dendrite,spindle pole centrosome,microtubule plus-end,microtubule minus-end,neuronal cell body,protein complex,apical part of cell,cortical microtubule,mitotic spindle astral microtubule,extracellular exosome,mitotic spindle,microtubule bundle,mitotic spindle pole,lateral cell cortex,cell cortex region,Requires Ontology,mitotic spindle midzone","microtubule binding,protein C-terminus binding,tubulin binding,protein domain specific binding,protein complex binding,phosphatidylinositol binding,microtubule plus-end binding,microtubule minus-end binding,dynein complex binding,disordered domain specific binding","establishment of mitotic spindle orientation,microtubule bundle formation,chromosome segregation,positive regulation of BMP signaling pathway,astral microtubule organization,positive regulation of microtubule polymerization,positive regulation of intracellular transport,positive regulation of keratinocyte differentiation,cell division,meiotic cell cycle,positive regulation of hair follicle development,positive regulation of chromosome segregation,anastral spindle assembly,regulation of mitotic spindle organization,lung epithelial cell differentiation,regulation of metaphase plate congression,positive regulation of protein localization to spindle pole body,positive regulation of mitotic spindle elongation,positive regulation of protein localization to cell cortex,Requires Ontology"
Injured / Non-injured,P05784,P05784,2.032030032,2.032030032,3.12E-08,6.78E-07,14,P05784,Krt18,"Keratin, type I cytoskeletal 18",K1C18_MOUSE,29,308.9799258,4.089799258,Injured,Non-injured,"nucleolus,cytoplasm,microtubule organizing center,cytosol,intermediate filament,cell-cell adherens junction,nuclear matrix,centriolar satellite,keratin filament,extracellular exosome,cell periphery","RNA binding,structural molecule activity,protein binding,scaffold protein binding,cadherin binding involved in cell-cell adhesion","tumor necrosis factor-mediated signaling pathway,Golgi to plasma membrane CFTR protein transport,negative regulation of apoptotic process,intermediate filament cytoskeleton organization,extrinsic apoptotic signaling pathway,hepatocyte apoptotic process,cell-cell adhesion"
Injured / Non-injured,Q5M8N4;Q5M8N4-2,Q5M8N4;Q5M8N4-2,-0.946055386,0.946055386,3.87E-08,8.16E-07,14,Q5M8N4;Q5M8N4-2,Sdr39u1,Epimerase family protein SDR39U1;Isoform 2 of Epimerase family protein SDR39U1,D39U1_MOUSE,8,-48.09502919,0.519049708,Injured,Non-injured,nucleus;,"molecular_function,oxidoreductase activity,coenzyme binding;","biological_process,oxidation-reduction process;"
Injured / Non-injured,P35486,P35486,-1.242353535,1.242353535,4.04E-08,8.30E-07,14,P35486,Pdha1,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",ODPA_MOUSE,27,-57.73174481,0.422682552,Injured,Non-injured,"nucleus,nucleolus,mitochondrion,mitochondrial matrix,myelin sheath,pyruvate dehydrogenase complex","pyruvate dehydrogenase activity,pyruvate dehydrogenase (acetyl-transferring) activity,pyruvate dehydrogenase (NAD+) activity","glucose metabolic process,acetyl-CoA biosynthetic process from pyruvate,tricarboxylic acid cycle,mitochondrial acetyl-CoA biosynthetic process from pyruvate"
Injured / Non-injured,Q9JIY7,Q9JIY7,-1.690353836,1.690353836,4.18E-08,8.33E-07,14,Q9JIY7,Nat8,N-acetyltransferase 8,NAT8_MOUSE,4,-69.01490784,0.309850922,Injured,Non-injured,"endoplasmic reticulum,endoplasmic reticulum membrane,endoplasmic reticulum-Golgi intermediate compartment,Golgi apparatus,integral component of membrane,endoplasmic reticulum-Golgi intermediate compartment membrane,extracellular exosome,late recombination nodule","lysine N-acetyltransferase activity, acting on acetyl phosphate as donor,N-acetyltransferase activity,cysteine-S-conjugate N-acetyltransferase activity","gastrulation with mouth forming second,glutathione metabolic process,negative regulation of cell adhesion,positive regulation of gene expression,peptidyl-lysine N6-acetylation,negative regulation of apoptotic process,beta-amyloid metabolic process"
Injured / Non-injured,Q8K2B3,Q8K2B3,-1.017374436,1.017374436,4.81E-08,9.34E-07,16,Q8K2B3,Sdha,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial",SDHA_MOUSE,34,-50.59854071,0.494014593,Injured,Non-injured,"nucleolus,mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone),myelin sheath,plasma membrane succinate dehydrogenase complex","succinate dehydrogenase (ubiquinone) activity,electron carrier activity,flavin adenine dinucleotide binding,succinate dehydrogenase activity","tricarboxylic acid cycle,succinate metabolic process,mitochondrial electron transport, succinate to ubiquinone,nervous system development,anaerobic respiration,respiratory electron transport chain,oxidation-reduction process"
Injured / Non-injured,Q8CC88,Q8CC88,-1.320459668,1.320459668,5.25E-08,9.91E-07,14,Q8CC88,Vwa8,von Willebrand factor A domain-containing protein 8,VWA8_MOUSE,63,-59.95926583,0.400407342,Injured,Non-injured,"extracellular region,mitochondrion","molecular_function,ATP binding,ATPase activity",biological_process
Injured / Non-injured,P47911,P47911,0.62133931,0.62133931,5.61E-08,1.03E-06,14,P47911,Rpl6,60S ribosomal protein L6,RL6_MOUSE,14,53.83025844,1.538302584,Injured,Non-injured,"nucleus,nucleolus,cytoplasm,focal adhesion,membrane,cytosolic large ribosomal subunit,cytoplasmic ribonucleoprotein granule","RNA binding,structural constituent of ribosome,cadherin binding","ribosomal large subunit assembly,cytoplasmic translation"
