Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process
Injured / Non-injured,P10853;P10854;Q64475;Q64478;Q64525;Q6ZWY9;Q8CBB6;Q8CGP1;Q8CGP2;Q8CGP2-2,P10853;P10854;Q64475;Q64478;Q64525;Q6ZWY9;Q8CBB6;Q8CGP1;Q8CGP2;Q8CGP2-2,1.068374804,1.068374804,0.000311462,0.00800966,8,P10853;P10854;Q64475;Q64478;Q64525;Q6ZWY9;Q8CBB6;Q8CGP1;Q8CGP2;Q8CGP2-2,Hist1h2bf;Hist1h2bm;Hist1h2bb;Hist1h2bh;Hist2h2bb;Hist1h2bc;Hist1h2br;Hist1h2bk;Hist1h2bp;Hist1h2bp,Histone H2B type 1-F/J/L;Histone H2B type 1-M;Histone H2B type 1-B;Histone H2B type 1-H;Histone H2B type 2-B;Histone H2B type 1-C/E/G;Histone H2B;Histone H2B type 1-K;Histone H2B type 1-P;Isoform 2 of Histone H2B type 1-P,H2B1F_MOUSE;H2B1M_MOUSE;H2B1B_MOUSE;H2B1H_MOUSE;H2B2B_MOUSE;H2B1C_MOUSE;Q8CBB6_MOUSE;H2B1K_MOUSE;H2B1P_MOUSE;H2B1P_MOUSE,6,109.7069687,2.097069687,Injured,Non-injured,"nucleosome,extracellular space,nucleus,nucleoplasm,cytosol,extracellular exosome;nucleosome,nucleus,nucleoplasm,cytosol,extracellular exosome;nuclear chromosome, telomeric region,nucleosome,nucleus,nucleoplasm,cytosol;nucleosome,nucleoplasm;nucleosome,nucleus,nucleoplasm,cytosol,extracellular exosome;nucleosome,extracellular space,nucleus,nucleoplasm,cytosol,extracellular exosome;;nucleosome,extracellular space,nucleus,nucleoplasm,cytosol;nucleosome,nucleus,nucleoplasm,cytosol;","DNA binding,protein heterodimerization activity;DNA binding,protein heterodimerization activity;DNA binding,protein heterodimerization activity;DNA binding,protein heterodimerization activity;DNA binding,protein heterodimerization activity;DNA binding,identical protein binding,protein heterodimerization activity;;DNA binding,protein heterodimerization activity;DNA binding,protein heterodimerization activity;","innate immune response in mucosa,nucleosome assembly,antibacterial humoral response,defense response to Gram-positive bacterium,Requires Ontology;nucleosome assembly;nucleosome assembly;nucleosome assembly;nucleosome assembly;innate immune response in mucosa,nucleosome assembly,antibacterial humoral response,defense response to Gram-positive bacterium,Requires Ontology;;innate immune response in mucosa,nucleosome assembly,antibacterial humoral response,killing of cells of other organism,defense response to Gram-negative bacterium,defense response to Gram-positive bacterium,Requires Ontology;nucleosome assembly;"
Injured / Non-injured,P14211,P14211,0.431399751,0.431399751,0.000577752,0.00800966,8,P14211,Calr,Calreticulin,CALR_MOUSE,16,34.85413419,1.348541342,Injured,Non-injured,"acrosomal vesicle,extracellular region,extracellular space,nucleus,cytoplasm,endoplasmic reticulum,endoplasmic reticulum lumen,smooth endoplasmic reticulum,Golgi apparatus,cytosol,polysome,focal adhesion,external side of plasma membrane,membrane,extracellular matrix,sarcoplasmic reticulum lumen,MHC class I peptide loading complex,phagocytic vesicle,perinuclear region of cytoplasm,extracellular exosome","RNA binding,mRNA binding,integrin binding,iron ion binding,calcium ion binding,protein binding,carbohydrate binding,ubiquitin protein ligase binding,peptide binding,hormone binding,androgen receptor binding,unfolded protein binding","negative regulation of transcription from RNA polymerase II promoter,peptide antigen assembly with MHC class I protein complex,protein export from nucleus,receptor-mediated endocytosis,spermatogenesis,positive regulation of cell proliferation,positive regulation of endothelial cell migration,positive regulation of gene expression,negative regulation of translation,cortical actin cytoskeleton organization,response to estradiol,negative regulation of intracellular steroid hormone receptor signaling pathway,response to testosterone,protein localization to nucleus,regulation of meiotic nuclear division,response to drug,negative regulation of neuron differentiation,positive regulation of DNA replication,positive regulation of cell cycle,negative regulation of transcription, DNA-templated,negative regulation of retinoic acid receptor signaling pathway,positive regulation of phagocytosis,protein stabilization,cardiac muscle cell differentiation,chaperone-mediated protein folding,negative regulation of cell cycle arrest,cellular response to lithium ion,cellular response to organic substance,cellular senescence,positive regulation of substrate adhesion-dependent cell spreading,negative regulation of trophoblast cell migration,positive regulation of NIK/NF-kappaB signaling,positive regulation of dendritic cell chemotaxis"
Injured / Non-injured,P26350,P26350,1.374231269,1.374231269,0.000585819,0.00800966,8,P26350,Ptma,Prothymosin alpha,PTMA_MOUSE,6,159.2297452,2.592297452,Injured,Non-injured,"nucleoplasm,cytosol,extracellular exosome","activating transcription factor binding,histone binding",histone exchange
Injured / Non-injured,P27773,P27773,0.641436983,0.641436983,0.000454471,0.00800966,8,P27773,Pdia3,Protein disulfide-isomerase A3,PDIA3_MOUSE,30,55.98820916,1.559882092,Injured,Non-injured,"extracellular space,nucleus,endoplasmic reticulum,endoplasmic reticulum lumen,focal adhesion,cell surface,melanosome,myelin sheath,extracellular exosome","RNA binding,protein disulfide isomerase activity,protein binding,peptide disulfide oxidoreductase activity,identical protein binding","antigen processing and presentation of peptide antigen via MHC class I,protein folding,response to endoplasmic reticulum stress,cell redox homeostasis,oxidation-reduction process,positive regulation of extrinsic apoptotic signaling pathway"
Injured / Non-injured,P35550,P35550,1.422328331,1.422328331,0.000476362,0.00800966,8,P35550,Fbl,rRNA 2'-O-methyltransferase fibrillarin,FBRL_MOUSE,5,168.0177094,2.680177094,Injured,Non-injured,"fibrillar center,dense fibrillar component,granular component,nucleus,chromosome,nucleolus,Cajal body,membrane,box C/D snoRNP complex,small-subunit processome,extracellular exosome","TFIID-class transcription factor binding,RNA binding,rRNA methyltransferase activity,ATPase binding,histone-glutamine methyltransferase activity","box C/D snoRNA 3'-end processing,osteoblast differentiation,tRNA processing,snoRNA metabolic process,rRNA methylation,snoRNA localization,histone glutamine methylation"
Injured / Non-injured,P40142,P40142,0.859025978,0.859025978,0.00033546,0.00800966,8,P40142,Tkt,Transketolase,TKT_MOUSE,36,81.38133185,1.813813318,Injured,Non-injured,"nucleoplasm,nuclear body,nuclear speck,vesicle,myelin sheath,extracellular exosome","transketolase activity,protein homodimerization activity,metal ion binding,cofactor binding","regulation of growth,glyceraldehyde-3-phosphate biosynthetic process"
Injured / Non-injured,P57780,P57780,0.625505008,0.625505008,0.000382974,0.00800966,8,P57780,Actn4,Alpha-actinin-4,ACTN4_MOUSE,54,54.27507634,1.542750763,Injured,Non-injured,"stress fiber,extracellular space,intracellular,nucleus,cytoplasm,cytosol,brush border,cell-cell junction,focal adhesion,nuclear body,Z disc,intracellular ribonucleoprotein complex,cortical cytoskeleton,pseudopodium,neuron projection,protein complex,perinuclear region of cytoplasm,extracellular exosome,actin cytoskeleton","RNA polymerase II regulatory region sequence-specific DNA binding,nucleoside binding,RNA binding,calcium ion binding,protein binding,ligand-dependent nuclear receptor transcription coactivator activity,chromatin DNA binding,nuclear hormone receptor binding,protein homodimerization activity,retinoic acid receptor binding,ion channel binding,protein N-terminus binding,actin filament binding","response to hypoxia,protein transport,vesicle transport along actin filament,positive regulation of cell migration,peroxisome proliferator activated receptor signaling pathway,regulation of apoptotic process,retinoic acid receptor signaling pathway,positive regulation of pinocytosis,actin filament bundle assembly,negative regulation of cellular component movement,positive regulation of cellular component movement,bicellular tight junction assembly,negative regulation of substrate adhesion-dependent cell spreading,positive regulation of NIK/NF-kappaB signaling,protein localization to bicellular tight junction,regulation of nucleic acid-templated transcription"
Injured / Non-injured,P60710,P60710,1.104511683,1.104511683,0.000513437,0.00800966,8,P60710,Actb,"Actin, cytoplasmic 1",ACTB_MOUSE,14,115.0260847,2.150260847,Injured,Non-injured,"nuclear chromatin,extracellular space,nucleus,cytosol,plasma membrane,focal adhesion,actin cytoskeleton,membrane,intracellular ribonucleoprotein complex,cortical cytoskeleton,vesicle,NuA4 histone acetyltransferase complex,cytoplasmic ribonucleoprotein granule,myelin sheath,protein complex,extracellular exosome,blood microparticle,dense body","protein binding,ATP binding,kinesin binding,Tat protein binding,identical protein binding,nitric-oxide synthase binding,structural constituent of postsynaptic actin cytoskeleton,RNA polymerase II core promoter proximal region sequence-specific DNA binding,RNA polymerase II distal enhancer sequence-specific DNA binding,nucleosomal DNA binding","retina homeostasis,substantia nigra development,ATP-dependent chromatin remodeling,membrane organization,platelet aggregation,postsynaptic actin cytoskeleton organization"
Injured / Non-injured,P62806,P62806,1.05778082,1.05778082,0.000569448,0.00800966,8,P62806,Hist1h4a,Histone H4,H4_MOUSE,14,108.1726907,2.081726907,Injured,Non-injured,"nuclear chromosome,nuclear chromosome, telomeric region,nucleosome,nuclear nucleosome,nucleus,nucleoplasm,membrane,extracellular matrix,protein complex,extracellular exosome","DNA binding,RNA binding,protein binding,protein domain specific binding,histone binding,protein heterodimerization activity","chromatin silencing at rDNA,nucleosome assembly,DNA replication-dependent nucleosome assembly,DNA replication-independent nucleosome assembly,DNA-templated transcription, initiation,DNA methylation on cytosine,negative regulation of megakaryocyte differentiation,positive regulation of gene expression, epigenetic,protein heterotetramerization"
Injured / Non-injured,P62900,P62900,0.516181875,0.516181875,0.000586915,0.00800966,8,P62900,Rpl31,60S ribosomal protein L31,RL31_MOUSE,4,43.01652708,1.430165271,Injured,Non-injured,"focal adhesion,membrane,cytosolic large ribosomal subunit,extracellular exosome","RNA binding,structural constituent of ribosome,protein binding",cytoplasmic translation
Injured / Non-injured,P62962,P62962,1.426887297,1.426887297,0.000401858,0.00800966,8,P62962,Pfn1,Profilin-1,PROF1_MOUSE,10,168.8659943,2.688659943,Injured,Non-injured,"extracellular region,extracellular space,nucleus,cytoplasm,cytosol,cytoskeleton,focal adhesion,cell cortex,membrane,neuron projection,synapse,extracellular exosome,blood microparticle","adenyl-nucleotide exchange factor activity,RNA binding,actin binding,actin monomer binding,receptor binding,protein binding,phosphatidylinositol-4,5-bisphosphate binding,Rho GTPase binding,cadherin binding,proline-rich region binding","neural tube closure,platelet degranulation,regulation of transcription from RNA polymerase II promoter,regulation of actin polymerization or depolymerization,positive regulation of epithelial cell migration,actin cytoskeleton organization,negative regulation of actin filament polymerization,positive regulation of actin filament polymerization,negative regulation of actin filament bundle assembly,positive regulation of actin filament bundle assembly,positive regulation of ATPase activity,sequestering of actin monomers,positive regulation of transcription from RNA polymerase II promoter,positive regulation of viral transcription,protein stabilization,positive regulation of DNA metabolic process,positive regulation of stress fiber assembly,negative regulation of stress fiber assembly,cellular response to growth factor stimulus,positive regulation of ruffle assembly"
Injured / Non-injured,P68033,P68033,1.207283601,1.207283601,0.000430237,0.00800966,8,P68033,Actc1,"Actin, alpha cardiac muscle 1",ACTC_MOUSE,25,130.9024693,2.309024693,Injured,Non-injured,"extracellular space,cytoplasm,actin filament,focal adhesion,membrane,sarcomere,lamellipodium,filopodium,I band,actomyosin, actin portion,cell body,extracellular exosome,blood microparticle","protein binding,ATP binding,ATPase activity,myosin binding","positive regulation of gene expression,actin filament-based movement,skeletal muscle thin filament assembly,actomyosin structure organization,actin-myosin filament sliding,response to drug,negative regulation of apoptotic process,response to ethanol,cardiac myofibril assembly,cardiac muscle tissue morphogenesis,heart contraction,cardiac muscle contraction,actin-mediated cell contraction,mesenchyme migration"
Injured / Non-injured,P68040,P68040,0.8327632,0.8327632,0.000374454,0.00800966,8,P68040,Rack1,Receptor of activated protein C kinase 1,RACK1_MOUSE,16,78.10934338,1.781093434,Injured,Non-injured,"phagocytic cup,nucleus,nucleoplasm,cytoplasm,mitochondrion,cytosol,small ribosomal subunit,dendrite,midbody,neuron projection,neuronal cell body,perikaryon,cell body,perinuclear region of cytoplasm,extracellular exosome,IRE1-RACK1-PP2A complex","RNA binding,receptor activity,protein kinase C binding,protein binding,ion channel inhibitor activity,cysteine-type endopeptidase activator activity involved in apoptotic process,enzyme binding,protein phosphatase binding,protein tyrosine kinase inhibitor activity,cyclin binding,receptor tyrosine kinase binding,signaling adaptor activity,SH2 domain binding,protein homodimerization activity,ribosome binding,cadherin binding","osteoblast differentiation,positive regulation of protein phosphorylation,translation,apoptotic process,activation of cysteine-type endopeptidase activity involved in apoptotic process,cell cycle,gastrulation,protein localization,negative regulation of gene expression,protein ubiquitination,negative regulation of translation,negative regulation of Wnt signaling pathway,negative regulation of cell growth,positive regulation of cell migration,positive regulation of cAMP catabolic process,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,positive regulation of protein homooligomerization,regulation of protein localization,negative regulation of peptidyl-serine phosphorylation,intracellular signal transduction,positive regulation of Golgi to plasma membrane protein transport,positive regulation of apoptotic process,pigmentation,positive regulation of GTPase activity,rhythmic process,negative regulation of phagocytosis,regulation of cell division,positive regulation of cyclic-nucleotide phosphodiesterase activity,regulation of cell cycle,negative regulation of protein kinase B signaling,positive regulation of mitochondrial depolarization,negative regulation of protein tyrosine kinase activity,cellular response to glucose stimulus,cellular response to growth factor stimulus,rescue of stalled ribosome,negative regulation of hydrogen peroxide-induced neuron death,regulation of establishment of cell polarity,positive regulation of gastrulation,positive regulation of intrinsic apoptotic signaling pathway"
Injured / Non-injured,P68373,P68373,0.826252837,0.826252837,0.00035465,0.00800966,8,P68373,Tuba1c,Tubulin alpha-1C chain,TBA1C_MOUSE,11,77.3074108,1.773074108,Injured,Non-injured,"nucleus,cytoplasmic microtubule,microtubule cytoskeleton,vesicle","molecular_function,GTPase activity,structural constituent of cytoskeleton,GTP binding","cytoskeleton organization,microtubule-based process,biological_process"
Injured / Non-injured,Q20BD0;Q80XR6;Q99020,Q20BD0;Q80XR6;Q99020,1.236394448,1.236394448,0.000408224,0.00800966,8,Q20BD0;Q80XR6;Q99020,Hnrnpab,Heterogeneous nuclear ribonucleoprotein A/B,Q20BD0_MOUSE;Q80XR6_MOUSE;ROAA_MOUSE,10,135.6089671,2.356089671,Injured,Non-injured,";;nucleus,nucleoplasm,cytoplasm,intracellular ribonucleoprotein complex,RNA polymerase II transcription factor complex",";;RNA binding,protein binding,transcription factor activity, sequence-specific DNA binding,sequence-specific DNA binding",";;negative regulation of transcription from RNA polymerase II promoter,epithelial to mesenchymal transition,transcription, DNA-templated,positive regulation of transcription, DNA-templated"
Injured / Non-injured,Q3KQQ2,Q3KQQ2,4.257112867,4.257112867,0.000543718,0.00800966,8,Q3KQQ2,Mup3,"MCG15829, isoform CRA_a",Q3KQQ2_MOUSE,11,1812.135515,19.12135515,Injured,Non-injured,,,
Injured / Non-injured,Q3THE2,Q3THE2,1.3488061,1.3488061,0.000323281,0.00800966,8,Q3THE2,Myl12b,Myosin regulatory light chain 12B,ML12B_MOUSE,9,154.7012605,2.547012605,Injured,Non-injured,"stress fiber,brush border,myosin II complex,Z disc,apical part of cell,extracellular exosome,cell cortex region","calcium ion binding,myosin heavy chain binding","regulation of cell shape,platelet aggregation"
Injured / Non-injured,Q5SXR6;Q68FD5,Q5SXR6;Q68FD5,0.458527263,0.458527263,0.00042195,0.00800966,8,Q5SXR6;Q68FD5,Cltc,Clathrin heavy chain;Clathrin heavy chain 1,Q5SXR6_MOUSE;CLH1_MOUSE,80,37.41383493,1.374138349,Injured,Non-injured,";mitochondrion,lysosome,endosome,spindle,cytosol,focal adhesion,membrane,membrane coat,clathrin coat,clathrin coat of trans-Golgi network vesicle,clathrin coat of coated pit,clathrin-coated vesicle,extracellular matrix,Myb complex,melanosome,myelin sheath,protein complex,extracellular exosome,clathrin complex,extracellular vesicle,mitotic spindle microtubule",";RNA binding,double-stranded RNA binding,structural molecule activity,protein binding,protein kinase binding,clathrin light chain binding,low-density lipoprotein particle receptor binding,disordered domain specific binding,ubiquitin-specific protease binding",";mitotic cell cycle,osteoblast differentiation,intracellular protein transport,receptor-mediated endocytosis,autophagy,receptor internalization,transferrin transport,retrograde transport, endosome to Golgi,transcytosis,clathrin coat assembly,cell division,regulation of mitotic spindle organization,clathrin-dependent endocytosis,mitotic spindle assembly,negative regulation of hyaluronan biosynthetic process,negative regulation of protein localization to plasma membrane"
Injured / Non-injured,Q6ZWZ6,Q6ZWZ6,0.86704719,0.86704719,0.000392352,0.00800966,8,Q6ZWZ6,Rps12-ps3,40S ribosomal protein S12,Q6ZWZ6_MOUSE,9,82.39259903,1.82392599,Injured,Non-injured,,,
Injured / Non-injured,Q8VDD5,Q8VDD5,1.777286688,1.777286688,0.000280361,0.00800966,8,Q8VDD5,Myh9,Myosin-9,MYH9_MOUSE,125,242.7808916,3.427808916,Injured,Non-injured,"stress fiber,ruffle,uropod,nucleus,cytoplasm,actomyosin contractile ring,cytosol,plasma membrane,brush border,cell-cell adherens junction,cell cortex,actin cytoskeleton,membrane,myosin complex,myosin II complex,cortical cytoskeleton,extracellular matrix,cell leading edge,cleavage furrow,actomyosin,protein complex,extracellular exosome,myosin II filament,immunological synapse,spindle,focal adhesion,COP9 signalosome,integrin complex,neuromuscular junction","microfilament motor activity,RNA binding,actin binding,protein binding,calmodulin binding,ATP binding,ATPase activity,protein domain specific binding,actin-dependent ATPase activity,protein homodimerization activity,protein anchor,ADP binding,cadherin binding,actin filament binding","meiotic spindle organization,cell morphogenesis involved in differentiation,angiogenesis,in utero embryonic development,establishment of T cell polarity,membrane protein ectodomain proteolysis,phagocytosis, engulfment,cell adhesion,myoblast fusion,regulation of cell shape,protein transport,actin filament-based movement,platelet formation,monocyte differentiation,actomyosin structure organization,actin cytoskeleton reorganization,cytokinetic process,uropod organization,blood vessel endothelial cell migration,establishment of meiotic spindle localization,membrane organization,platelet aggregation,cell-cell adhesion,negative regulation of actin filament severing,positive regulation of protein processing in phagocytic vesicle,actin filament polymerization,actin filament capping"
Injured / Non-injured,Q921F2,Q921F2,1.248353034,1.248353034,0.000466458,0.00800966,8,Q921F2,Tardbp,TAR DNA-binding protein 43,TADBP_MOUSE,9,137.5700606,2.375700606,Injured,Non-injured,"nucleus,nucleoplasm,perichromatin fibrils,cytoplasm,nuclear speck,interchromatin granule","transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific binding,double-stranded DNA binding,RNA binding,mRNA 3'-UTR binding,protein binding,identical protein binding","negative regulation of protein phosphorylation,transcription from RNA polymerase II promoter,mRNA processing,RNA splicing,negative regulation of gene expression,positive regulation of insulin secretion,response to endoplasmic reticulum stress,regulation of apoptotic process,negative regulation by host of viral transcription,positive regulation of transcription from RNA polymerase II promoter,regulation of cell cycle,3'-UTR-mediated mRNA stabilization,nuclear inner membrane organization"
Injured / Non-injured,Q99LC3,Q99LC3,-0.942438729,0.942438729,0.00022632,0.00800966,8,Q99LC3,Ndufa10,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",NDUAA_MOUSE,13,-47.96474666,0.520352533,Injured,Non-injured,"mitochondrion,mitochondrial respiratory chain complex I,mitochondrial matrix,myelin sheath",NADH dehydrogenase (ubiquinone) activity,"mitochondrial electron transport, NADH to ubiquinone,mitochondrial respiratory chain complex I assembly"
Injured / Non-injured,Q9CQN1,Q9CQN1,-0.802383268,0.802383268,0.000313181,0.00800966,8,Q9CQN1,Trap1,"Heat shock protein 75 kDa, mitochondrial",TRAP1_MOUSE,27,-42.65988387,0.573401161,Injured,Non-injured,"nucleoplasm,mitochondrion,mitochondrial inner membrane,mitochondrial intermembrane space,mitochondrial matrix,lipid particle,membrane,extracellular exosome","RNA binding,ATP binding,protein kinase binding,unfolded protein binding","protein folding,response to stress,translational attenuation,negative regulation of cellular respiration,negative regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide"
Injured / Non-injured,Q9WVA4,Q9WVA4,1.577619945,1.577619945,0.000518319,0.00800966,8,Q9WVA4,Tagln2,Transgelin-2,TAGL2_MOUSE,14,198.4770372,2.984770372,Injured,Non-injured,"vesicle,extracellular exosome",cadherin binding,epithelial cell differentiation
Injured / Non-injured,Q9WUK2;Q9WUK2-2,Q9WUK2;Q9WUK2-2,0.809603408,0.809603408,0.00060489,0.008019108,8,Q9WUK2;Q9WUK2-2,Eif4h,Eukaryotic translation initiation factor 4H;Isoform Short of Eukaryotic translation initiation factor 4H,IF4H_MOUSE,5,75.27295571,1.752729557,Injured,Non-injured,"polysome,membrane,eukaryotic translation initiation factor 4F complex,perinuclear region of cytoplasm;","RNA binding,translation initiation factor activity,RNA strand annealing activity,RNA strand-exchange activity,ribosomal small subunit binding,cadherin binding;","formation of translation preinitiation complex,sexual reproduction,developmental growth,eukaryotic translation initiation factor 4F complex assembly;"
Injured / Non-injured,A2ATU0,A2ATU0,-1.471765336,1.471765336,0.000640539,0.008255839,8,A2ATU0,Dhtkd1,"Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial",DHTK1_MOUSE,11,-63.94591425,0.360540858,Injured,Non-injured,"mitochondrion,oxoglutarate dehydrogenase complex,cytosol","oxoglutarate dehydrogenase (succinyl-transferring) activity,thiamine pyrophosphate binding","hematopoietic progenitor cell differentiation,generation of precursor metabolites and energy,glycolytic process,tricarboxylic acid cycle"
Injured / Non-injured,P11679,P11679,3.15085156,3.15085156,0.000665539,0.008314034,8,P11679,Krt8,"Keratin, type II cytoskeletal 8",K2C8_MOUSE,26,788.1796767,8.881796767,Injured,Non-injured,"nucleus,nucleoplasm,cytoplasm,intermediate filament,cell-cell junction,dystrophin-associated glycoprotein complex,apicolateral plasma membrane,nuclear matrix,Z disc,sarcolemma,costamere,keratin filament,intermediate filament cytoskeleton,extracellular exosome,cell periphery","structural molecule activity,protein binding,protein complex binding,scaffold protein binding","cell morphogenesis involved in differentiation,multicellular organism development,tumor necrosis factor-mediated signaling pathway,sarcomere organization,response to hydrostatic pressure,response to other organism,cell differentiation involved in embryonic placenta development,extrinsic apoptotic signaling pathway,hepatocyte apoptotic process"
Injured / Non-injured,P47754,P47754,1.161501592,1.161501592,0.000698809,0.008314034,8,P47754,Capza2,F-actin-capping protein subunit alpha-2,CAZA2_MOUSE,13,123.6901286,2.236901286,Injured,Non-injured,"brush border,F-actin capping protein complex,membrane,cortical cytoskeleton,extracellular exosome","actin binding,protein binding","biological_process,barbed-end actin filament capping"
Injured / Non-injured,Q9CQI6,Q9CQI6,0.636819202,0.636819202,0.000685958,0.008314034,8,Q9CQI6,Cotl1,Coactosin-like protein,COTL1_MOUSE,9,55.48972005,1.5548972,Injured,Non-injured,"cellular_component,nucleus,cytoplasm,cytoskeleton,extracellular exosome","actin binding,protein binding,enzyme binding",defense response to fungus
