Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process
Injured / Non-injured,P40936,P40936,-1.71890653,1.71890653,3.11E-09,2.24E-07,14,P40936,Inmt,Indolethylamine N-methyltransferase,INMT_MOUSE,17,-69.62211213,0.303778879,Injured,Non-injured,cytosol,"thioether S-methyltransferase activity,amine N-methyltransferase activity,dimethyl selenide methyltransferase activity,Requires Ontology","selenium compound metabolic process,amine metabolic process,response to toxic substance,methylation"
Injured / Non-injured,Q9JHU9,Q9JHU9,1.34254421,1.34254421,3.83E-09,2.53E-07,14,Q9JHU9,Isyna1,Inositol-3-phosphate synthase 1,INO1_MOUSE,12,153.5981481,2.535981481,Injured,Non-injured,cytoplasm,inositol-3-phosphate synthase activity,"inositol biosynthetic process,phospholipid biosynthetic process"
Injured / Non-injured,O08529,O08529,1.21010956,1.21010956,6.66E-09,3.29E-07,14,O08529,Capn2,Calpain-2 catalytic subunit,CAN2_MOUSE,26,131.3552055,2.313552055,Injured,Non-injured,"chromatin,nucleus,cytoplasm,lysosome,endoplasmic reticulum,Golgi apparatus,cytosol,plasma membrane,focal adhesion,dendrite,pseudopodium,membrane raft,extracellular exosome,perinuclear endoplasmic reticulum","calcium-dependent cysteine-type endopeptidase activity,calcium ion binding,cytoskeletal protein binding,peptidase activity,protein heterodimerization activity","response to hypoxia,blastocyst development,proteolysis,myoblast fusion,protein autoprocessing,regulation of cytoskeleton organization,proteolysis involved in cellular protein catabolic process,cellular response to amino acid stimulus"
Injured / Non-injured,P28352,P28352,1.460047636,1.460047636,5.92E-09,3.29E-07,14,P28352,Apex1,DNA-(apurinic or apyrimidinic site) lyase,APEX1_MOUSE,12,175.1174475,2.751174475,Injured,Non-injured,"nucleus,nucleoplasm,transcription factor complex,nucleolus,cytoplasm,mitochondrion,endoplasmic reticulum,centrosome,nuclear speck,perinuclear region of cytoplasm","DNA binding,damaged DNA binding,double-stranded telomeric DNA binding,transcription coactivator activity,RNA binding,DNA-(apurinic or apyrimidinic site) lyase activity,endoribonuclease activity,phosphoric diester hydrolase activity,double-stranded DNA exodeoxyribonuclease activity,double-stranded DNA 3'-5' exodeoxyribonuclease activity,3'-5' exonuclease activity,oxidoreductase activity,site-specific endodeoxyribonuclease activity, specific for altered base,chromatin DNA binding,protein complex binding,metal ion binding,NF-kappaB binding,Requires Ontology","telomere maintenance,DNA repair,base-excision repair,DNA recombination,transcription, DNA-templated,regulation of transcription, DNA-templated,aging,negative regulation of smooth muscle cell migration,response to drug,regulation of apoptotic process,regulation of mRNA stability,cell redox homeostasis,oxidation-reduction process,cellular response to hydrogen peroxide,cellular response to cAMP,cellular response to peptide hormone stimulus,DNA demethylation,RNA phosphodiester bond hydrolysis, endonucleolytic,telomere maintenance via base-excision repair,positive regulation of G1/S transition of mitotic cell cycle"
Injured / Non-injured,Q3U3G8;Q9EPB5,Q3U3G8;Q9EPB5,-1.331338762,1.331338762,9.01E-09,3.29E-07,14,Q3U3G8;Q9EPB5,Serhl,Serine hydrolase-like protein,Q3U3G8_MOUSE;SERHL_MOUSE,3,-60.26006995,0.397399301,Injured,Non-injured,";mitochondrion,peroxisome,cytoplasmic vesicle,perinuclear region of cytoplasm",;hydrolase activity,;
Injured / Non-injured,Q3UNX5,Q3UNX5,-1.727329295,1.727329295,6.63E-09,3.29E-07,14,Q3UNX5,Acsm3,"Acyl-coenzyme A synthetase ACSM3, mitochondrial",ACSM3_MOUSE,27,-69.79894809,0.302010519,Injured,Non-injured,"mitochondrion,mitochondrial matrix","acyl-CoA ligase activity,fatty-acyl-CoA synthase activity,ATP binding,fatty acid ligase activity,metal ion binding,butyrate-CoA ligase activity","fatty acid biosynthetic process,fatty acid beta-oxidation,acyl-CoA metabolic process"
Injured / Non-injured,Q61941,Q61941,-1.345053399,1.345053399,6.74E-09,3.29E-07,14,Q61941,Nnt,"NAD(P) transhydrogenase, mitochondrial",NNTM_MOUSE,42,-60.6360582,0.393639418,Injured,Non-injured,"mitochondrion,mitochondrial inner membrane,integral component of membrane","NAD(P)+ transhydrogenase (AB-specific) activity,NADP binding,NAD binding","NADPH regeneration,proton transport,reactive oxygen species metabolic process"
Injured / Non-injured,Q91WT9;Q91WT9-2,Q91WT9;Q91WT9-2,-1.959805175,1.959805175,9.13E-09,3.29E-07,14,Q91WT9;Q91WT9-2,Cbs,Cystathionine beta-synthase;Isoform 2 of Cystathionine beta-synthase,CBS_MOUSE,15,-74.29368313,0.257063169,Injured,Non-injured,"nucleus,cytoplasm,cytosol;","cystathionine beta-synthase activity,oxygen binding,enzyme binding,heme binding,pyridoxal phosphate binding,ubiquitin protein ligase binding,identical protein binding,protein homodimerization activity,metal ion binding,nitrite reductase (NO-forming) activity,carbon monoxide binding,nitric oxide binding,modified amino acid binding,S-adenosyl-L-methionine binding;","endochondral ossification,blood vessel remodeling,cysteine biosynthetic process from serine,L-serine metabolic process,superoxide metabolic process,cysteine biosynthetic process via cystathionine,cysteine biosynthetic process,transsulfuration,cerebellum morphogenesis,regulation of cGMP metabolic process,negative regulation of apoptotic process,homocysteine catabolic process,regulation of JUN kinase activity,homocysteine metabolic process,regulation of blood vessel size,response to folic acid,oxidation-reduction process,maternal process involved in female pregnancy,cartilage development involved in endochondral bone morphogenesis,hydrogen sulfide biosynthetic process,cellular response to hypoxia;"
Injured / Non-injured,Q91YP0,Q91YP0,-1.205011866,1.205011866,8.41E-09,3.29E-07,14,Q91YP0,L2hgdh,"L-2-hydroxyglutarate dehydrogenase, mitochondrial",L2HDH_MOUSE,19,-56.6234224,0.433765776,Injured,Non-injured,"mitochondrion,integral component of membrane",2-hydroxyglutarate dehydrogenase activity,"cellular protein metabolic process,oxidation-reduction process"
Injured / Non-injured,Q9DC50,Q9DC50,-2.059312628,2.059312628,8.01E-09,3.29E-07,14,Q9DC50,Crot,Peroxisomal carnitine O-octanoyltransferase,OCTC_MOUSE,34,-76.00696825,0.239930317,Injured,Non-injured,"mitochondrion,peroxisome,intracellular membrane-bounded organelle","receptor binding,carnitine O-octanoyltransferase activity","generation of precursor metabolites and energy,fatty acid metabolic process,fatty acid beta-oxidation,carnitine metabolic process,fatty acid transport,coenzyme A metabolic process,medium-chain fatty acid metabolic process"
Injured / Non-injured,Q9QXD1,Q9QXD1,-2.04527954,2.04527954,8.49E-09,3.29E-07,14,Q9QXD1,Acox2,Peroxisomal acyl-coenzyme A oxidase 2,ACOX2_MOUSE,21,-75.77244942,0.242275506,Injured,Non-injured,"mitochondrion,peroxisome,intracellular membrane-bounded organelle","acyl-CoA dehydrogenase activity,acyl-CoA oxidase activity,receptor binding,3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoyl-CoA 24-hydroxylase activity,protein homodimerization activity,flavin adenine dinucleotide binding,FAD binding","positive regulation of cell death,fatty acid beta-oxidation using acyl-CoA dehydrogenase,fatty acid beta-oxidation using acyl-CoA oxidase,positive regulation of response to oxidative stress"
Injured / Non-injured,Q9QZD8,Q9QZD8,-0.836994076,0.836994076,8.17E-09,3.29E-07,16,Q9QZD8,Slc25a10,Mitochondrial dicarboxylate carrier,DIC_MOUSE,18,-44.01912571,0.559808743,Injured,Non-injured,"nucleus,nucleoplasm,mitochondrion,mitochondrial inner membrane,integral component of membrane","phosphate ion transmembrane transporter activity,sulfate transmembrane transporter activity,thiosulfate transmembrane transporter activity,oxaloacetate transmembrane transporter activity,malate transmembrane transporter activity,succinate transmembrane transporter activity,secondary active transmembrane transporter activity,antiporter activity,phosphate transmembrane transporter activity","mitochondrial transport,sulfate transport,thiosulfate transport,oxaloacetate transport,phosphate ion transmembrane transport,succinate transmembrane transport,malate transmembrane transport,oxaloacetate(2-) transmembrane transport,sulfate transmembrane transport"
Injured / Non-injured,B1AU25;Q9Z0X1,B1AU25;Q9Z0X1,-0.819044851,0.819044851,9.77E-09,3.37E-07,14,B1AU25;Q9Z0X1,Aifm1,"Apoptosis-inducing factor 1, mitochondrial;Apoptosis-inducing factor 1, mitochondrial",B1AU25_MOUSE;AIFM1_MOUSE,25,-43.31829151,0.566817085,Injured,Non-injured,";nucleus,cytoplasm,mitochondrion,mitochondrial outer membrane,mitochondrial inner membrane,mitochondrial intermembrane space,cytosol,perinuclear region of cytoplasm",";DNA binding,electron-transferring-flavoprotein dehydrogenase activity,protein binding,NAD(P)H oxidase activity,oxidoreductase activity, acting on NAD(P)H,protein dimerization activity,FAD binding",";response to ischemia,apoptotic process,activation of cysteine-type endopeptidase activity involved in apoptotic process,response to oxidative stress,apoptotic mitochondrial changes,response to toxic substance,positive regulation of cell death,respiratory electron transport chain,neuron differentiation,mitochondrial respiratory chain complex I assembly,positive regulation of apoptotic process,positive regulation of neuron apoptotic process,neuron apoptotic process,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,cellular response to hydrogen peroxide,cellular response to estradiol stimulus,cellular response to nitric oxide,cellular response to oxygen-glucose deprivation,response to L-glutamate,regulation of apoptotic DNA fragmentation,cellular response to aldosterone"
Injured / Non-injured,Q8BWT1,Q8BWT1,-1.100558766,1.100558766,1.17E-08,3.86E-07,16,Q8BWT1,Acaa2,"3-ketoacyl-CoA thiolase, mitochondrial",THIM_MOUSE,32,-53.36641545,0.466335846,Injured,Non-injured,"mitochondrion,mitochondrial inner membrane,extracellular exosome","RNA binding,acetyl-CoA C-acyltransferase activity","fatty acid beta-oxidation,cellular response to hypoxia,negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway,negative regulation of mitochondrial membrane permeability involved in apoptotic process"
Injured / Non-injured,A2ATU0,A2ATU0,-1.569408771,1.569408771,1.28E-08,4.06E-07,14,A2ATU0,Dhtkd1,"Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial",DHTK1_MOUSE,23,-66.30535505,0.33694645,Injured,Non-injured,"mitochondrion,oxoglutarate dehydrogenase complex,cytosol","oxoglutarate dehydrogenase (succinyl-transferring) activity,thiamine pyrophosphate binding","hematopoietic progenitor cell differentiation,generation of precursor metabolites and energy,glycolytic process,tricarboxylic acid cycle"
Injured / Non-injured,Q9WV54,Q9WV54,1.753364703,1.753364703,1.59E-08,4.84E-07,14,Q9WV54,Asah1,Acid ceramidase,ASAH1_MOUSE,13,237.1439487,3.371439487,Injured,Non-injured,"extracellular space,lysosome,extracellular exosome",ceramidase activity,lipid metabolic process
Injured / Non-injured,Q9D0I9,Q9D0I9,0.841763456,0.841763456,1.86E-08,5.47E-07,14,Q9D0I9,Rars,"Arginine--tRNA ligase, cytoplasmic",SYRC_MOUSE,29,79.22395192,1.792239519,Injured,Non-injured,"nucleus,nucleoplasm,cytoplasm,mitochondrion,cytosol,membrane,aminoacyl-tRNA synthetase multienzyme complex,extracellular exosome","tRNA binding,arginine-tRNA ligase activity,ATP binding,arginine binding,cadherin binding",arginyl-tRNA aminoacylation
Injured / Non-injured,A0A0R4IZW8,A0A0R4IZW8,1.118651065,1.118651065,2.08E-08,5.89E-07,14,A0A0R4IZW8,Capns1,Calpain small subunit 1,A0A0R4IZW8_MOUSE,10,117.1438457,2.171438457,Injured,Non-injured,,,
Injured / Non-injured,P52503,P52503,-1.207498113,1.207498113,2.17E-08,5.91E-07,14,P52503,Ndufs6,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial",NDUS6_MOUSE,9,-56.69811041,0.433018896,Injured,Non-injured,"mitochondrion,mitochondrial respiratory chain complex I",molecular_function,"mitochondrial electron transport, NADH to ubiquinone,fatty acid metabolic process,muscle contraction,multicellular organism aging,respiratory electron transport chain,multicellular organism growth,reproductive system development,mitochondrion morphogenesis,cardiovascular system development"
Injured / Non-injured,Q5I0W6,Q5I0W6,-1.663247824,1.663247824,2.24E-08,5.92E-07,14,Q5I0W6,Mettl7a2,Methyltransferase like 7A2,Q5I0W6_MOUSE,11,-68.42724243,0.315727576,Injured,Non-injured,integral component of membrane,methyltransferase activity,methylation
Injured / Non-injured,Q80XN0,Q80XN0,-1.880843616,1.880843616,2.63E-08,6.71E-07,14,Q80XN0,Bdh1,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial",BDH_MOUSE,15,-72.84751049,0.271524895,Injured,Non-injured,"nucleoplasm,mitochondrion,mitochondrial inner membrane,mitochondrial matrix,matrix side of mitochondrial inner membrane",3-hydroxybutyrate dehydrogenase activity,oxidation-reduction process
Injured / Non-injured,Q91XF0,Q91XF0,-1.37777732,1.37777732,3.27E-08,8.10E-07,14,Q91XF0,Pnpo,Pyridoxine-5'-phosphate oxidase,PNPO_MOUSE,4,-61.51888039,0.384811196,Injured,Non-injured,"nucleoplasm,cytosol,extracellular exosome","pyridoxamine-phosphate oxidase activity,FMN binding,pyridoxal phosphate binding,protein homodimerization activity","pyridoxine biosynthetic process,pyridoxal phosphate biosynthetic process,oxidation-reduction process"
Injured / Non-injured,E9Q7G0,E9Q7G0,0.874971507,0.874971507,4.05E-08,9.44E-07,14,E9Q7G0,Numa1,Protein Numa1,E9Q7G0_MOUSE,50,83.3971865,1.833971865,Injured,Non-injured,"Golgi membrane,spindle pole,nucleus,nucleoplasm,chromosome,centrosome,cytosol,spindle microtubule,cell cortex,nuclear matrix,extrinsic component of plasma membrane,dendrite,spindle pole centrosome,microtubule plus-end,microtubule minus-end,neuronal cell body,protein complex,apical part of cell,cortical microtubule,mitotic spindle astral microtubule,extracellular exosome,mitotic spindle,microtubule bundle,mitotic spindle pole,lateral cell cortex,cell cortex region,Requires Ontology,mitotic spindle midzone","microtubule binding,protein C-terminus binding,tubulin binding,protein domain specific binding,protein complex binding,phosphatidylinositol binding,microtubule plus-end binding,microtubule minus-end binding,dynein complex binding,disordered domain specific binding","establishment of mitotic spindle orientation,microtubule bundle formation,chromosome segregation,positive regulation of BMP signaling pathway,astral microtubule organization,positive regulation of microtubule polymerization,positive regulation of intracellular transport,positive regulation of keratinocyte differentiation,cell division,meiotic cell cycle,positive regulation of hair follicle development,positive regulation of chromosome segregation,anastral spindle assembly,regulation of mitotic spindle organization,lung epithelial cell differentiation,regulation of metaphase plate congression,positive regulation of protein localization to spindle pole body,positive regulation of mitotic spindle elongation,positive regulation of protein localization to cell cortex,Requires Ontology"
Injured / Non-injured,Q9D1J3,Q9D1J3,0.90249751,0.90249751,3.97E-08,9.44E-07,14,Q9D1J3,Sarnp,SAP domain-containing ribonucleoprotein,SARNP_MOUSE,6,86.92992066,1.869299207,Injured,Non-injured,"transcription export complex,nucleus,nuclear speck,cytoplasmic ribonucleoprotein granule","RNA polymerase II core promoter proximal region sequence-specific DNA binding,transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding,RNA binding,protein binding,protein C-terminus binding,RS domain binding","negative regulation of transcription from RNA polymerase II promoter,transcription, DNA-templated,mRNA export from nucleus,regulation of translation"
Injured / Non-injured,A0A0R4J0S3;Q924D0,A0A0R4J0S3;Q924D0,-1.046066653,1.046066653,4.85E-08,1.08E-06,14,A0A0R4J0S3;Q924D0,Rtn4ip1,"Reticulon 4 interacting protein 1;Reticulon-4-interacting protein 1, mitochondrial",A0A0R4J0S3_MOUSE;RT4I1_MOUSE,11,-51.57132802,0.48428672,Injured,Non-injured,";mitochondrion,mitochondrial outer membrane",";zinc ion binding,oxidoreductase activity",";regulation of dendrite development,oxidation-reduction process"
Injured / Non-injured,A2AQ50;A2AQ51;A2AQ52,A2AQ50;A2AQ51;A2AQ52,-1.936094356,1.936094356,4.94E-08,1.08E-06,14,A2AQ50;A2AQ51;A2AQ52,Slc12a1,Solute carrier family 12 member 1,A2AQ50_MOUSE;A2AQ51_MOUSE;A2AQ52_MOUSE,27,-73.86770666,0.261322933,Injured,Non-injured,;;,;;,;;
Injured / Non-injured,Q9Z1P6,Q9Z1P6,-1.423460306,1.423460306,5.07E-08,1.08E-06,14,Q9Z1P6,Ndufa7,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7,NDUA7_MOUSE,9,-62.71829633,0.372817037,Injured,Non-injured,"mitochondrion,mitochondrial respiratory chain complex I,mitochondrial ribosome","structural constituent of ribosome,NADH dehydrogenase (ubiquinone) activity","mitochondrial electron transport, NADH to ubiquinone,mitochondrial translation"
Injured / Non-injured,P09671,P09671,-0.73199491,0.73199491,5.34E-08,1.11E-06,16,P09671,Sod2,"Superoxide dismutase [Mn], mitochondrial",SODM_MOUSE,12,-39.7929185,0.602070815,Injured,Non-injured,"mitochondrion,mitochondrial inner membrane,mitochondrial matrix,mitochondrial nucleoid,myelin sheath,extracellular exosome","DNA binding,superoxide dismutase activity,protein binding,oxidoreductase activity,oxygen binding,enzyme binding,manganese ion binding,identical protein binding","response to reactive oxygen species,response to superoxide,age-dependent response to oxidative stress,age-dependent response to reactive oxygen species,response to hypoxia,release of cytochrome c from mitochondria,liver development,detection of oxygen,vasodilation by acetylcholine involved in regulation of systemic arterial blood pressure,regulation of transcription from RNA polymerase II promoter,glutathione metabolic process,superoxide metabolic process,response to oxidative stress,mitochondrion organization,heart development,locomotory behavior,regulation of blood pressure,negative regulation of cell proliferation,intrinsic apoptotic signaling pathway in response to DNA damage,intrinsic apoptotic signaling pathway in response to oxidative stress,apoptotic mitochondrial changes,response to cold,post-embryonic development,response to manganese ion,response to zinc ion,response to selenium ion,response to gamma radiation,response to activity,removal of superoxide radicals,respiratory electron transport chain,hemopoiesis,positive regulation of cell migration,oxygen homeostasis,response to lipopolysaccharide,response to L-ascorbic acid,response to silicon dioxide,response to isolation stress,response to immobilization stress,vasodilation,response to drug,response to hydrogen peroxide,superoxide anion generation,negative regulation of neuron apoptotic process,positive regulation of nitric oxide biosynthetic process,negative regulation of fat cell differentiation,response to cadmium ion,negative regulation of fibroblast proliferation,neuron development,response to axon injury,erythrophore differentiation,hydrogen peroxide biosynthetic process,regulation of catalytic activity,protein homotetramerization,response to electrical stimulus,regulation of mitochondrial membrane potential,iron ion homeostasis,response to hyperoxia,response to magnetism,cellular response to ethanol,negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,sensory perception of sound"
Injured / Non-injured,A0A087WRE7;Q8R0N6,A0A087WRE7;Q8R0N6,-1.832763679,1.832763679,6.14E-08,1.25E-06,14,A0A087WRE7;Q8R0N6,Adhfe1,"Hydroxyacid-oxoacid transhydrogenase, mitochondrial (Fragment);Hydroxyacid-oxoacid transhydrogenase, mitochondrial",A0A087WRE7_MOUSE;HOT_MOUSE,16,-71.92736637,0.280726336,Injured,Non-injured,";mitochondrion,cytosol",";alcohol dehydrogenase (NAD) activity,metal ion binding,hydroxyacid-oxoacid transhydrogenase activity",";molecular hydrogen transport,oxidation-reduction process"
Injured / Non-injured,Q9D6J5,Q9D6J5,-1.454062483,1.454062483,6.30E-08,1.25E-06,14,Q9D6J5,Ndufb8,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial",NDUB8_MOUSE,7,-63.50078054,0.364992195,Injured,Non-injured,"mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex I,endoplasmic reticulum,integral component of membrane","molecular_function,NADH dehydrogenase (ubiquinone) activity","mitochondrial electron transport, NADH to ubiquinone,mitochondrial respiratory chain complex I assembly"
Injured / Non-injured,P43024;Q9DCW5,P43024;Q9DCW5,-1.968247417,1.968247417,6.91E-08,1.33E-06,14,P43024;Q9DCW5,Cox6a1,"Cytochrome c oxidase subunit 6A1, mitochondrial;Cytochrome c oxidase subunit 6A, mitochondrial",CX6A1_MOUSE;Q9DCW5_MOUSE,4,-74.44366993,0.255563301,Injured,Non-injured,"mitochondrion,mitochondrial respiratory chain complex IV,myelin sheath;","enzyme regulator activity,cytochrome-c oxidase activity;","mitochondrial electron transport, cytochrome c to oxygen,aerobic respiration,regulation of catalytic activity,hydrogen ion transmembrane transport;"
Injured / Non-injured,P63242,P63242,0.55032651,0.55032651,7.27E-08,1.37E-06,16,P63242,Eif5a,Eukaryotic translation initiation factor 5A-1,IF5A1_MOUSE,19,46.44170848,1.464417085,Injured,Non-injured,"nucleus,annulate lamellae,nuclear pore,cytoplasm,endoplasmic reticulum membrane,membrane,dendrite,neuronal cell body,extracellular exosome","RNA binding,translation elongation factor activity,U6 snRNA binding,ribosome binding,protein N-terminus binding","mRNA export from nucleus,translational frameshifting,protein export from nucleus,apoptotic process,positive regulation of cytosolic calcium ion concentration,aging,positive regulation of cell proliferation,positive regulation of cardiac muscle cell apoptotic process,positive regulation of apoptotic process,negative regulation of apoptotic process,positive regulation of translational elongation,positive regulation of translational termination,positive regulation of muscle cell differentiation,cellular response to thyroid hormone stimulus,positive regulation of reactive oxygen species metabolic process"
Injured / Non-injured,Q71RI9;Q71RI9-2,Q71RI9;Q71RI9-2,-1.770776279,1.770776279,7.74E-08,1.43E-06,14,Q71RI9;Q71RI9-2,Kyat3,Kynurenine--oxoglutarate transaminase 3;Isoform 2 of Kynurenine--oxoglutarate transaminase 3,KAT3_MOUSE,18,-70.69489888,0.293051011,Injured,Non-injured,mitochondrion;,"RNA binding,kynurenine-oxoglutarate transaminase activity,pyridoxal phosphate binding,protein homodimerization activity,kynurenine-glyoxylate transaminase activity,cysteine-S-conjugate beta-lyase activity;","2-oxoglutarate metabolic process,cellular amino acid metabolic process,biosynthetic process,kynurenine metabolic process,L-kynurenine metabolic process;"
Injured / Non-injured,Q60936,Q60936,-1.060523671,1.060523671,9.43E-08,1.69E-06,14,Q60936,Coq8a,"Atypical kinase COQ8A, mitochondrial",COQ8A_MOUSE,14,-52.0542006,0.479457994,Injured,Non-injured,"mitochondrion,integral component of membrane","ATP binding,kinase activity,ADP binding,protein kinase activity","ubiquinone biosynthetic process,phosphorylation,protein phosphorylation"
Injured / Non-injured,Q9JIK5,Q9JIK5,1.375779617,1.375779617,9.62E-08,1.69E-06,14,Q9JIK5,Ddx21,Nucleolar RNA helicase 2,DDX21_MOUSE,19,159.5081085,2.595081085,Injured,Non-injured,"nucleus,nucleoplasm,nucleolus,cytoplasm,membrane","RNA binding,RNA helicase activity,double-stranded RNA binding,ATP-dependent RNA helicase activity,protein binding,ATP binding,rRNA binding,snoRNA binding,miRNA binding,7SK snRNA binding","osteoblast differentiation,rRNA processing,transcription from RNA polymerase II promoter,response to virus,RNA secondary structure unwinding,response to exogenous dsRNA"
