Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process
Injured / Non-injured,A0A0G2JE32;A0A0G2JGL0;P61079;P62838,A0A0G2JE32;A0A0G2JGL0;P61079;P62838,0.719801262,0.719801262,0.027082051,0.024177003,6,A0A0G2JE32;A0A0G2JGL0;P61079;P62838,Ube2d3;Ube2d3;Ube2d3;Ube2d2,Ubiquitin-conjugating enzyme E2 D3 (Fragment);Ubiquitin-conjugating enzyme E2 D3;Ubiquitin-conjugating enzyme E2 D3;Ubiquitin-conjugating enzyme E2 D2,A0A0G2JE32_MOUSE;A0A0G2JGL0_MOUSE;UB2D3_MOUSE;UB2D2_MOUSE,3,64.69551426,1.646955143,Injured,Non-injured,";;plasma membrane,endosome membrane,extracellular exosome;ubiquitin ligase complex,protein complex,extracellular exosome",";;ubiquitin-protein transferase activity,protein binding,ATP binding,ubiquitin conjugating enzyme activity;ubiquitin-protein transferase activity,protein binding,ATP binding,ubiquitin conjugating enzyme activity",";;protein polyubiquitination,DNA repair,protein monoubiquitination,apoptotic process,protein ubiquitination,proteasome-mediated ubiquitin-dependent protein catabolic process,protein autoubiquitination,protein K48-linked ubiquitination,protein K11-linked ubiquitination,positive regulation of protein targeting to mitochondrion;protein polyubiquitination,protein ubiquitination,protein autoubiquitination,protein K48-linked ubiquitination"
Injured / Non-injured,A0A0G2JEC4;Q9JK48;Q9JK48-2,A0A0G2JEC4;Q9JK48;Q9JK48-2,1.315887934,1.315887934,0.013771066,0.024177003,6,A0A0G2JEC4;Q9JK48;Q9JK48-2,Sh3glb1,Endophilin-B1;Endophilin-B1;Isoform 2 of Endophilin-B1,A0A0G2JEC4_MOUSE;SHLB1_MOUSE;SHLB1_MOUSE,7,148.9555079,2.489555079,Injured,Non-injured,";Golgi membrane,autophagosome membrane,cytoplasm,mitochondrial envelope,mitochondrial outer membrane,endoplasmic reticulum,cytosol,membrane,midbody,cytoplasmic vesicle,protein complex,extracellular exosome;",";fatty acid binding,protein binding,lysophosphatidic acid acyltransferase activity,identical protein binding,protein homodimerization activity,cadherin binding;",";phosphatidic acid biosynthetic process,apoptotic process,phospholipid biosynthetic process,positive regulation of autophagy,regulation of protein stability,positive regulation of protein oligomerization,regulation of cytokinesis,receptor catabolic process,cellular response to amino acid starvation,cellular response to glucose starvation,positive regulation of phosphatidylinositol 3-kinase activity,autophagic cell death,'de novo' posttranslational protein folding,protein oligomerization,membrane fission,positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway,positive regulation of membrane tubulation,protein localization to vacuolar membrane,positive regulation of protein targeting to mitochondrion,positive regulation of autophagosome assembly;"
Injured / Non-injured,A0A0G2JGS4;E9Q1T1;E9Q1V9;E9Q1W0;Q6PHZ2;Q6PHZ2-2;Q6PHZ2-4;Q6PHZ2-5,A0A0G2JGS4;E9Q1T1;E9Q1V9;E9Q1W0;Q6PHZ2;Q6PHZ2-2;Q6PHZ2-4;Q6PHZ2-5,0.983565018,0.983565018,0.022299042,0.024177003,6,A0A0G2JGS4;E9Q1T1;E9Q1V9;E9Q1W0;Q6PHZ2;Q6PHZ2-2;Q6PHZ2-4;Q6PHZ2-5,Camk2d,Calcium/calmodulin-dependent protein kinase type II subunit delta;Calcium/calmodulin-dependent protein kinase type II subunit delta;Calcium/calmodulin-dependent protein kinase type II subunit delta;Calcium/calmodulin-dependent protein kinase type II subunit delta;Calcium/calmodulin-dependent protein kinase type II subunit delta;Isoform 2 of Calcium/calmodulin-dependent protein kinase type II subunit delta;Isoform 3 of Calcium/calmodulin-dependent protein kinase type II subunit delta;Isoform 4 of Calcium/calmodulin-dependent protein kinase type II subunit delta,A0A0G2JGS4_MOUSE;E9Q1T1_MOUSE;E9Q1V9_MOUSE;E9Q1W0_MOUSE;KCC2D_MOUSE;KCC2D_MOUSE;KCC2D_MOUSE;KCC2D_MOUSE,6,97.73455597,1.97734556,Injured,Non-injured,";;;;nucleus,cytoplasm,intercalated disc,membrane,sarcoplasmic reticulum,T-tubule,neuromuscular junction,sarcoplasmic reticulum membrane,neuronal cell body,axon initial segment,calcium channel complex;;;",";;;;protein serine/threonine kinase activity,calmodulin-dependent protein kinase activity,protein binding,calmodulin binding,ATP binding,sodium channel inhibitor activity,titin binding,protein homodimerization activity,ion channel binding;;;",";;;;G1/S transition of mitotic cell cycle,regulation of sodium ion transport,regulation of membrane depolarization,protein phosphorylation,calcium ion transport,nervous system development,positive regulation of cardiac muscle hypertrophy,peptidyl-serine phosphorylation,peptidyl-threonine phosphorylation,cell differentiation,intracellular signal transduction,protein autophosphorylation,protein oligomerization,relaxation of cardiac muscle,cardiac muscle contraction,regulation of cellular localization,cardiac muscle cell contraction,regulation of relaxation of cardiac muscle,negative regulation of sodium ion transmembrane transport,negative regulation of sodium ion transmembrane transporter activity;;;"
Injured / Non-injured,A0A0J9YTY0;A0A0J9YUL3;Q8C1B7;Q8C1B7-2;Q8C1B7-3,A0A0J9YTY0;A0A0J9YUL3;Q8C1B7;Q8C1B7-2;Q8C1B7-3,1.657154406,1.657154406,0.011587013,0.024177003,6,A0A0J9YTY0;A0A0J9YUL3;Q8C1B7;Q8C1B7-2;Q8C1B7-3,11-Sep,"Septin-11;Septin 11, isoform CRA_b;Septin-11;Isoform 2 of Septin-11;Isoform 3 of Septin-11",A0A0J9YTY0_MOUSE;A0A0J9YUL3_MOUSE;SEP11_MOUSE;SEP11_MOUSE;SEP11_MOUSE,17,215.3938231,3.153938231,Injured,Non-injured,";;stress fiber,cytoplasm,cell junction,axon,dendritic spine,extracellular exosome;;",";;protein binding,GTP binding;;",";;cell cycle,protein heterooligomerization,cell division;;"
Injured / Non-injured,A0A0J9YU62;A0A0J9YUM4;O88712;O88712-2,A0A0J9YU62;A0A0J9YUM4;O88712;O88712-2,0.857967593,0.857967593,0.010513599,0.024177003,6,A0A0J9YU62;A0A0J9YUM4;O88712;O88712-2,Ctbp1,C-terminal-binding protein 1;C-terminal-binding protein 1;C-terminal-binding protein 1;Isoform 2 of C-terminal-binding protein 1,A0A0J9YU62_MOUSE;A0A0J9YUM4_MOUSE;CTBP1_MOUSE;CTBP1_MOUSE,7,81.24831629,1.812483163,Injured,Non-injured,";;nucleus,nucleoplasm,transcription factor complex,cytosol,transcriptional repressor complex;",";;RNA polymerase II transcription corepressor activity,transcription factor activity, sequence-specific DNA binding,transcription corepressor activity,protein binding,transcription factor binding,hydroxypyruvate reductase activity,protein domain specific binding,glyoxylate reductase (NADP) activity,identical protein binding,protein homodimerization activity,NAD binding,repressing transcription factor binding;",";;negative regulation of transcription from RNA polymerase II promoter,transcription, DNA-templated,positive regulation of histone deacetylation,negative regulation of histone acetylation,negative regulation of transcription, DNA-templated,white fat cell differentiation,regulation of cell cycle,oxidation-reduction process,negative regulation of histone H4 acetylation,negative regulation of transcription from RNA polymerase II promoter by histone modification;"
Injured / Non-injured,A0A0J9YUZ4;P63158,A0A0J9YUZ4;P63158,0.843814272,0.843814272,0.0187629,0.024177003,6,A0A0J9YUZ4;P63158,Hmgb1,High mobility group protein B1 (Fragment);High mobility group protein B1,A0A0J9YUZ4_MOUSE;HMGB1_MOUSE,18,79.47890315,1.794789032,Injured,Non-injured,";condensed chromosome,extracellular region,extracellular space,nucleus,cytoplasm,early endosome,endoplasmic reticulum-Golgi intermediate compartment,plasma membrane,cell surface,transcriptional repressor complex,neuron projection",";four-way junction DNA binding,open form four-way junction DNA binding,crossed form four-way junction DNA binding,bubble DNA binding,lipopolysaccharide binding,phosphatidylserine binding,bent DNA binding,damaged DNA binding,double-stranded DNA binding,transcription factor activity, sequence-specific DNA binding,double-stranded RNA binding,single-stranded RNA binding,cytokine activity,protein binding,heparin binding,DNA binding, bending,calcium-dependent protein kinase regulator activity,lyase activity,C-X-C chemokine binding,protein kinase activator activity,DNA polymerase binding,repressing transcription factor binding,supercoiled DNA binding",";eye development,myeloid dendritic cell activation,positive regulation of protein phosphorylation,endothelial cell proliferation,positive regulation of mesenchymal cell proliferation,activation of innate immune response,plasmacytoid dendritic cell activation,macrophage activation involved in immune response,inflammatory response to antigenic stimulus,regulation of tolerance induction,regulation of T cell mediated immune response to tumor cell,base-excision repair,autophagy,inflammatory response,positive regulation of cytosolic calcium ion concentration,regulation of receptor activity,regulation of autophagy,negative regulation of RNA polymerase II transcriptional preinitiation complex assembly,lung development,positive regulation of cell migration,chromatin assembly,regulation of restriction endodeoxyribonuclease activity,activation of protein kinase activity,DNA geometric change,positive regulation of mismatch repair,negative regulation of interferon-gamma production,positive regulation of interferon-alpha production,positive regulation of interferon-beta production,positive regulation of interleukin-10 production,positive regulation of interleukin-12 production,positive regulation of interleukin-6 production,positive regulation of tumor necrosis factor production,V(D)J recombination,positive regulation of toll-like receptor 2 signaling pathway,positive regulation of toll-like receptor 4 signaling pathway,positive regulation of toll-like receptor 9 signaling pathway,T-helper 1 cell activation,endothelial cell chemotaxis,positive regulation of activated T cell proliferation,apoptotic cell clearance,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,negative regulation of CD4-positive, alpha-beta T cell differentiation,positive regulation of DNA binding,negative regulation of blood vessel endothelial cell migration,T-helper 1 cell differentiation,innate immune response,positive regulation of innate immune response,positive regulation of myeloid cell differentiation,positive regulation of glycogen catabolic process,positive regulation of mitotic cell cycle,positive regulation of transcription from RNA polymerase II promoter,positive regulation of JNK cascade,positive regulation of interleukin-1 beta secretion,induction of positive chemotaxis,positive regulation of DNA ligation,response to glucocorticoid,positive regulation of ERK1 and ERK2 cascade,positive regulation of monocyte chemotaxis,positive regulation of wound healing,neutrophil clearance,positive regulation of NIK/NF-kappaB signaling,positive regulation of sprouting angiogenesis,tumor necrosis factor secretion,negative regulation of apoptotic cell clearance,positive regulation of interleukin-6 secretion,regulation of nucleotide-excision repair,positive regulation of dendritic cell differentiation"
Injured / Non-injured,A0A0N4SUH8;Q9QZ23,A0A0N4SUH8;Q9QZ23,-0.301499468,0.301499468,0.022312164,0.024177003,6,A0A0N4SUH8;Q9QZ23,Nfu1,"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial;NFU1 iron-sulfur cluster scaffold homolog, mitochondrial",A0A0N4SUH8_MOUSE;NFU1_MOUSE,4,-18.85913814,0.811408619,Injured,Non-injured,";nucleus,nucleoplasm,mitochondrion,cytosol",";iron ion binding,protein binding,4 iron, 4 sulfur cluster binding",;iron-sulfur cluster assembly
Injured / Non-injured,A0A0N4SVQ1;Q62425,A0A0N4SVQ1;Q62425,-1.007104195,1.007104195,0.007989742,0.024177003,8,A0A0N4SVQ1;Q62425,Ndufa4,Cytochrome c oxidase subunit NDUFA4,A0A0N4SVQ1_MOUSE;NDUA4_MOUSE,6,-50.24560742,0.497543926,Injured,Non-injured,";mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex IV,extracellular exosome,mitochondrial respiratory chain complex I",";protein complex binding,cytochrome-c oxidase activity",";oxidation-reduction process,hydrogen ion transmembrane transport"
Injured / Non-injured,A0A0R4IZW8;O88456,A0A0R4IZW8;O88456,1.215041653,1.215041653,0.019393923,0.024177003,6,A0A0R4IZW8;O88456,Capns1,Calpain small subunit 1,A0A0R4IZW8_MOUSE;CPNS1_MOUSE,9,132.1474853,2.321474853,Injured,Non-injured,";cytosol,plasma membrane,membrane,extracellular exosome",";calcium-dependent cysteine-type endopeptidase activity,calcium ion binding",;proteolysis
Injured / Non-injured,A0A0R4IZY0;Q8C1A5,A0A0R4IZY0;Q8C1A5,1.209314512,1.209314512,0.011165565,0.024177003,6,A0A0R4IZY0;Q8C1A5,Thop1,Thimet oligopeptidase,A0A0R4IZY0_MOUSE;THOP1_MOUSE,12,131.2277441,2.312277441,Injured,Non-injured,;mitochondrial intermembrane space,";metalloendopeptidase activity,metal ion binding",";proteolysis,peptide metabolic process,intracellular signal transduction"
Injured / Non-injured,A0A0R4J005,A0A0R4J005,0.75715139,0.75715139,0.020282751,0.024177003,6,A0A0R4J005,Lims1,"LIM and senescent cell antigen-like domains 1, isoform CRA_a",A0A0R4J005_MOUSE,12,69.01501159,1.690150116,Injured,Non-injured,,,
Injured / Non-injured,A0A0R4J023;Q9JLZ3,A0A0R4J023;Q9JLZ3,-0.88956933,0.88956933,0.023134493,0.024177003,6,A0A0R4J023;Q9JLZ3,Auh,"Methylglutaconyl-CoA hydratase, mitochondrial;Methylglutaconyl-CoA hydratase, mitochondrial",A0A0R4J023_MOUSE;AUHM_MOUSE,9,-46.02247732,0.539775227,Injured,Non-injured,;mitochondrion,";RNA binding,mRNA 3'-UTR binding,enoyl-CoA hydratase activity,methylglutaconyl-CoA hydratase activity",";nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay,leucine catabolic process,fatty acid beta-oxidation"
Injured / Non-injured,A0A0R4J032;P06683,A0A0R4J032;P06683,3.211015171,3.211015171,0.019055875,0.024177003,6,A0A0R4J032;P06683,C9,Complement component 9;Complement component C9,A0A0R4J032_MOUSE;CO9_MOUSE,19,826.0019109,9.260019109,Injured,Non-injured,";membrane attack complex,extracellular space,cytosol,plasma membrane,other organism cell membrane,extracellular exosome,blood microparticle",;,";cell killing,complement activation, alternative pathway,complement activation, classical pathway,cytolysis,protein homooligomerization"
Injured / Non-injured,A0A0R4J092;Q8K2I4,A0A0R4J092;Q8K2I4,0.701875042,0.701875042,0.015830364,0.024177003,6,A0A0R4J092;Q8K2I4,Manba,Beta-mannosidase,A0A0R4J092_MOUSE;MANBA_MOUSE,5,62.66175016,1.626617502,Injured,Non-injured,";extracellular space,lysosome,intracellular membrane-bounded organelle",";beta-mannosidase activity,hydrolase activity",";carbohydrate metabolic process,glycoprotein catabolic process"
Injured / Non-injured,A0A0R4J094,A0A0R4J094,-1.218291027,1.218291027,0.014942077,0.024177003,6,A0A0R4J094,Fahd2a,Fumarylacetoacetate hydrolase domain-containing protein 2A,A0A0R4J094_MOUSE,9,-57.02084652,0.429791535,Injured,Non-injured,,,
Injured / Non-injured,A0A0R4J0G0;Q8BH04,A0A0R4J0G0;Q8BH04,0.802245779,0.802245779,0.018970666,0.024177003,6,A0A0R4J0G0;Q8BH04,Pck2,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial;Phosphoenolpyruvate carboxykinase [GTP], mitochondrial",A0A0R4J0G0_MOUSE;PCKGM_MOUSE,12,74.38135318,1.743813532,Injured,Non-injured,";mitochondrion,extracellular exosome",";phosphoenolpyruvate carboxykinase (GTP) activity,GTP binding,metal ion binding",;gluconeogenesis
Injured / Non-injured,A0A0R4J0I1,A0A0R4J0I1,1.88035183,1.88035183,0.00597402,0.024177003,8,A0A0R4J0I1,Serpina3k,MCG1051009,A0A0R4J0I1_MOUSE,21,268.1648337,3.681648337,Injured,Non-injured,,,
Injured / Non-injured,A0A0R4J0I6;Q80XL6,A0A0R4J0I6;Q80XL6,-0.885692705,0.885692705,0.023910082,0.024177003,6,A0A0R4J0I6;Q80XL6,Acad11,Acyl-CoA dehydrogenase family member 11,A0A0R4J0I6_MOUSE;ACD11_MOUSE,25,-45.87724083,0.541227592,Injured,Non-injured,";nucleus,mitochondrion,peroxisome,mitochondrial membrane",";acyl-CoA dehydrogenase activity,long-chain-acyl-CoA dehydrogenase activity,very-long-chain-acyl-CoA dehydrogenase activity,flavin adenine dinucleotide binding,medium-chain-acyl-CoA dehydrogenase activity",;fatty acid beta-oxidation using acyl-CoA dehydrogenase
Injured / Non-injured,A0A0R4J0I9;Q91ZX7,A0A0R4J0I9;Q91ZX7,2.072035667,2.072035667,0.026752222,0.024177003,6,A0A0R4J0I9;Q91ZX7,Lrp1,Low density lipoprotein receptor-related protein 1;Prolow-density lipoprotein receptor-related protein 1,A0A0R4J0I9_MOUSE;LRP1_MOUSE,33,320.4795588,4.204795588,Injured,Non-injured,";nucleolus,lysosomal membrane,early endosome,cytosol,integral component of plasma membrane,clathrin-coated pit,focal adhesion,membrane,basolateral plasma membrane,receptor complex,perinuclear region of cytoplasm",";RNA binding,calcium ion binding,protein binding,alpha-2 macroglobulin receptor activity,clathrin heavy chain binding,protein complex binding,apolipoprotein binding",";cardiac septum development,receptor-mediated endocytosis,cholesterol metabolic process,positive regulation of cholesterol efflux,positive regulation of cell death,negative regulation of smooth muscle cell migration,negative regulation of Wnt signaling pathway,positive regulation of protein binding,positive regulation of lipid transport,regulation of cholesterol transport,regulation of phospholipase A2 activity,regulation of actin cytoskeleton organization,aorta morphogenesis,apoptotic cell clearance,transcytosis,positive regulation of endocytosis,coronary vasculature development,beta-amyloid clearance,positive regulation of protein localization to plasma membrane,positive regulation of lysosomal protein catabolic process,negative regulation of platelet-derived growth factor receptor-beta signaling pathway"
Injured / Non-injured,A0A0R4J0M4;Q91V80,A0A0R4J0M4;Q91V80,4.218357528,4.218357528,0.015930146,0.024177003,6,A0A0R4J0M4;Q91V80,Apof,Apolipoprotein F,A0A0R4J0M4_MOUSE;APOF_MOUSE,5,1761.453313,18.61453313,Injured,Non-injured,";cellular_component,low-density lipoprotein particle,high-density lipoprotein particle",;molecular_function,";triglyceride metabolic process,cholesterol metabolic process,cholesterol efflux"
Injured / Non-injured,A0A0R4J0P1;Q9D7B6,A0A0R4J0P1;Q9D7B6,-1.248682515,1.248682515,0.013276438,0.024177003,6,A0A0R4J0P1;Q9D7B6,Acad8,"Acyl-Coenzyme A dehydrogenase family, member 8;Isobutyryl-CoA dehydrogenase, mitochondrial",A0A0R4J0P1_MOUSE;ACAD8_MOUSE,20,-57.91676589,0.420832341,Injured,Non-injured,;mitochondrion,";acyl-CoA dehydrogenase activity,flavin adenine dinucleotide binding",";valine catabolic process,lipid metabolic process,oxidation-reduction process"
Injured / Non-injured,A0A0R4J0Q5;P21619,A0A0R4J0Q5;P21619,0.291251841,0.291251841,0.019684865,0.024177003,6,A0A0R4J0Q5;P21619,Lmnb2,Lamin-B2,A0A0R4J0Q5_MOUSE;LMNB2_MOUSE,16,22.37016357,1.223701636,Injured,Non-injured,";nucleus,nuclear envelope,nuclear inner membrane,lamin filament",;structural molecule activity,;
Injured / Non-injured,A0A0R4J0S3;Q924D0,A0A0R4J0S3;Q924D0,-1.370710092,1.370710092,0.01287527,0.024177003,6,A0A0R4J0S3;Q924D0,Rtn4ip1,"Reticulon 4 interacting protein 1;Reticulon-4-interacting protein 1, mitochondrial",A0A0R4J0S3_MOUSE;RT4I1_MOUSE,9,-61.3299132,0.386700868,Injured,Non-injured,";mitochondrion,mitochondrial outer membrane",";zinc ion binding,oxidoreductase activity",";regulation of dendrite development,oxidation-reduction process"
Injured / Non-injured,A0A0R4J0W4;Q8CI85;Q8K2J1,A0A0R4J0W4;Q8CI85;Q8K2J1,-1.607025482,1.607025482,0.026440659,0.024177003,6,A0A0R4J0W4;Q8CI85;Q8K2J1,Car12;Ca12;Car12,Carbonic anhydrase 12;Carbonic anhydrase 12;Car12 protein,A0A0R4J0W4_MOUSE;CAH12_MOUSE;Q8K2J1_MOUSE,6,-67.1725517,0.328274483,Injured,Non-injured,";cellular_component,integral component of membrane;",";carbonate dehydratase activity,zinc ion binding;",";one-carbon metabolic process,regulation of pH,carbon dioxide transport,chloride ion homeostasis;"
Injured / Non-injured,A0A0R4J107;Q8R146;Q8R146-2,A0A0R4J107;Q8R146;Q8R146-2,-1.074214086,1.074214086,0.025148826,0.024177003,6,A0A0R4J107;Q8R146;Q8R146-2,Apeh,Acylamino-acid-releasing enzyme (Fragment);Acylamino-acid-releasing enzyme;Isoform 2 of Acylamino-acid-releasing enzyme,A0A0R4J107_MOUSE;APEH_MOUSE;APEH_MOUSE,27,-52.507029,0.47492971,Injured,Non-injured,";cytosol,nuclear membrane,extracellular exosome;",";RNA binding,serine-type endopeptidase activity,omega peptidase activity,identical protein binding;",";proteolysis,beta-amyloid metabolic process;"
Injured / Non-injured,A0A0R4J187;P23475,A0A0R4J187;P23475,0.692680408,0.692680408,0.021164135,0.024177003,6,A0A0R4J187;P23475,Xrcc6,X-ray repair cross-complementing protein 6,A0A0R4J187_MOUSE;XRCC6_MOUSE,8,61.62836523,1.616283652,Injured,Non-injured,";nuclear chromosome, telomeric region,nucleus,nucleoplasm,transcription factor complex,nucleolus,cytoplasm,membrane,protein-DNA complex,protein complex,Ku70:Ku80 complex,nonhomologous end joining complex",";damaged DNA binding,double-stranded DNA binding,RNA binding,ATP-dependent DNA helicase activity,protein binding,ATP binding,protein C-terminus binding,cyclin binding,telomeric DNA binding,transcription regulatory region DNA binding,macromolecular complex binding,5'-deoxyribose-5-phosphate lyase activity,double-stranded telomeric DNA binding",";telomere maintenance,activation of innate immune response,double-strand break repair,double-strand break repair via nonhomologous end joining,transcription, DNA-templated,cellular response to DNA damage stimulus,response to ionizing radiation,DNA duplex unwinding,V(D)J recombination,positive regulation of protein kinase activity,negative regulation of transcription, DNA-templated,positive regulation of transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter,regulation of smooth muscle cell proliferation,positive regulation of neurogenesis,protein heterotetramerization,cellular response to gamma radiation,double-strand break repair via classical nonhomologous end joining"
