PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.CellularComponent,PG.BiologicalProcess,PG.MolecularFunction,PG.Qvalue,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0430_001_SSL2_ND_Non_23_01.wiff.PG.Quantity,[2] 22_0430_002_SSL2_ND_Inj_27_01.wiff.PG.Quantity,[3] 22_0430_003_SSL2_ND_Non_24_01.wiff.PG.Quantity,[4] 22_0430_004_SSL2_ND_Inj_28_01.wiff.PG.Quantity,[5] 22_0430_005_SSL2_ND_Non_25_01.wiff.PG.Quantity,[6] 22_0430_006_SSL2_ND_Inj_29_01.wiff.PG.Quantity,[7] 22_0430_007_SSL2_ND_Non_26_01.wiff.PG.Quantity,[8] 22_0430_008_SSL2_ND_Inj_30_01.wiff.PG.Quantity
Bzw1,Basic leucine zipper and W2 domain-containing protein 1 (Fragment);Basic leucine zipper and W2 domain-containing protein 1;Basic leucine zipper and W2 domain-containing protein 1,A0A087WPF9;A0A087WQS2;Q9CQC6,A0A087WPF9_MOUSE;A0A087WQS2_MOUSE;BZW1_MOUSE,";;cytoplasm,membrane",";;transcription, DNA-templated,regulation of transcription, DNA-templated",";;RNA binding,cadherin binding",0,4,4,3,4,4,4,4,Filtered,4,4,3,4,4,4,4,Filtered,21.569921493530273,66.04912567138672,21.18600082397461,41.76297378540039,21.833415985107422,46.9031867980957,16.34572410583496,Filtered
Tns1,Protein Tns1,A0A087WQM0;A0A087WQS0;A0A1D5RM59;E9Q0S6,A0A087WQM0_MOUSE;A0A087WQS0_MOUSE;A0A1D5RM59_MOUSE;E9Q0S6_MOUSE,";;;intracellular,focal adhesion,cell-substrate junction",";;;cell-substrate junction assembly,fibroblast migration,intracellular signal transduction",";;;RNA binding,actin binding",0,18,18,17,17,18,18,18,1,18,18,17,17,18,18,18,1,66.43954467773438,116.93054962158203,74.8846206665039,49.10108184814453,66.54798126220703,116.4974365234375,82.5022964477539,121.65139770507812
Ctsh,Pro-cathepsin H (Fragment);Pro-cathepsin H,A0A087WR20;P49935,A0A087WR20_MOUSE;CATH_MOUSE,";extracellular space,lysosome,cytosol,cytoplasmic ribonucleoprotein granule,intracellular membrane-bounded organelle,extracellular exosome,alveolar lamellar body",";metanephros development,T cell mediated cytotoxicity,immune response-regulating signaling pathway,proteolysis,apoptotic process,activation of cysteine-type endopeptidase activity involved in apoptotic process,positive regulation of cell proliferation,positive regulation of gene expression,positive regulation of epithelial cell migration,neuropeptide catabolic process,bradykinin catabolic process,positive regulation of peptidase activity,positive regulation of cell migration,zymogen activation,protein destabilization,response to retinoic acid,membrane protein proteolysis,negative regulation of apoptotic process,surfactant homeostasis,positive regulation of angiogenesis,proteolysis involved in cellular protein catabolic process,dichotomous subdivision of terminal units involved in lung branching,ERK1 and ERK2 cascade,cellular response to thyroid hormone stimulus,positive regulation of apoptotic signaling pathway",";endopeptidase activity,aminopeptidase activity,cysteine-type endopeptidase activity,serine-type endopeptidase activity,peptidase activity,cysteine-type peptidase activity,cysteine-type endopeptidase activator activity involved in apoptotic process,peptidase activator activity involved in apoptotic process,HLA-A specific activating MHC class I receptor activity,thyroid hormone binding",0,4,4,4,4,4,4,4,Filtered,4,4,4,4,4,4,4,Filtered,55.942161560058594,52.323822021484375,50.96244812011719,36.11151885986328,52.24152374267578,55.970802307128906,49.689842224121094,Filtered
Fn1,Fibronectin,A0A087WR50;P11276,A0A087WR50_MOUSE;FINC_MOUSE,";fibrinogen complex,proteinaceous extracellular matrix,basement membrane,basal lamina,extracellular space,endoplasmic reticulum-Golgi intermediate compartment,apical plasma membrane,extracellular matrix,extracellular exosome,blood microparticle",";angiogenesis,regulation of protein phosphorylation,acute-phase response,cell-substrate junction assembly,cell adhesion,cell-matrix adhesion,calcium-independent cell-matrix adhesion,positive regulation of cell proliferation,regulation of cell shape,positive regulation of gene expression,positive regulation of peptidase activity,peptide cross-linking,integrin activation,substrate adhesion-dependent cell spreading,endodermal cell differentiation,wound healing,positive regulation of axon extension,positive regulation of fibroblast proliferation,interaction with symbiont,interaction with other organism via secreted substance involved in symbiotic interaction,regulation of ERK1 and ERK2 cascade,positive regulation of substrate-dependent cell migration, cell attachment to substrate,negative regulation of transforming growth factor-beta secretion",";protease binding,receptor binding,integrin binding,protein binding,protein C-terminus binding,heparin binding,peptidase activator activity,enzyme binding,identical protein binding,chaperone binding,disordered domain specific binding",0,82,96,73,101,82,100,87,1,82,96,73,101,82,100,87,1,62.251487731933594,162.841064453125,40.21455001831055,1201.40234375,37.760555267333984,213.417236328125,74.5815200805664,308.9024963378906
Adhfe1,"Hydroxyacid-oxoacid transhydrogenase, mitochondrial (Fragment);Hydroxyacid-oxoacid transhydrogenase, mitochondrial",A0A087WRE7;Q8R0N6,A0A087WRE7_MOUSE;HOT_MOUSE,";mitochondrion,cytosol",";molecular hydrogen transport,oxidation-reduction process",";alcohol dehydrogenase (NAD) activity,metal ion binding,hydroxyacid-oxoacid transhydrogenase activity",0,9,9,9,8,9,9,9,2,9,9,9,8,9,9,9,2,101.55340576171875,57.40821838378906,114.41805267333984,24.683963775634766,111.82466125488281,45.709964752197266,95.4240493774414,106.0825424194336
Sh3bgrl2,SH3 domain-binding glutamic acid-rich-like protein;SH3 domain-binding glutamic acid-rich-like protein 2,A0A087WS96;Q8BG73,A0A087WS96_MOUSE;SH3L2_MOUSE,";nucleoplasm,cytoplasm,nuclear membrane,extracellular exosome",;biological_process,";protein binding,SH3 domain binding",0,2,2,2,1,2,2,2,Filtered,2,2,2,1,2,2,2,Filtered,29.390514373779297,10.171625137329102,36.98876190185547,12.607373237609863,38.17855453491211,21.312602996826172,22.047700881958008,Filtered
Mapkapk2,MAP kinase-activated protein kinase 2 (Fragment);MAP kinase-activated protein kinase 2,A0A087WSN7;P49138,A0A087WSN7_MOUSE;MAPK2_MOUSE,";nucleus,nucleoplasm,cytoplasm,centrosome,extracellular exosome",";toll-like receptor signaling pathway,protein phosphorylation,inflammatory response,cellular response to DNA damage stimulus,peptidyl-serine phosphorylation,G2 DNA damage checkpoint,response to lipopolysaccharide,regulation of interleukin-6 production,regulation of tumor necrosis factor production,response to cytokine,cellular response to vascular endothelial growth factor stimulus,p38MAPK cascade,positive regulation of tumor necrosis factor biosynthetic process,macropinocytosis,protein autophosphorylation,vascular endothelial growth factor receptor signaling pathway,mRNA stabilization,inner ear development,3'-UTR-mediated mRNA stabilization",";protein serine/threonine kinase activity,calmodulin-dependent protein kinase activity,signal transducer activity,protein binding,calmodulin binding,ATP binding,calcium-dependent protein serine/threonine kinase activity,mitogen-activated protein kinase binding",0,2,2,2,2,2,2,2,Filtered,2,2,2,2,2,2,2,Filtered,11.761601448059082,10.562004089355469,7.058584690093994,12.993841171264648,5.1811065673828125,22.801891326904297,10.641902923583984,Filtered
Gcdh,"Glutaryl-CoA dehydrogenase, mitochondrial;Glutaryl-CoA dehydrogenase, mitochondrial",A0A0A0MQ68;Q60759,A0A0A0MQ68_MOUSE;GCDH_MOUSE,";mitochondrion,mitochondrial inner membrane,mitochondrial matrix",";tryptophan metabolic process,fatty acid beta-oxidation using acyl-CoA dehydrogenase",";glutaryl-CoA dehydrogenase activity,flavin adenine dinucleotide binding",0,17,16,17,16,17,17,17,6,17,16,17,16,17,17,17,6,399.2524108886719,245.57301330566406,443.8774108886719,161.40771484375,431.28546142578125,181.13368225097656,352.064453125,415.5267028808594
Slc25a35,Solute carrier family 25 member 35,A0A0A0MQ70;Q5SWT3,A0A0A0MQ70_MOUSE;S2535_MOUSE,";mitochondrion,mitochondrial inner membrane,integral component of membrane",";mitochondrial transport,transmembrane transport",;transmembrane transporter activity,0,3,3,3,3,3,2,3,Filtered,3,3,3,3,3,2,3,Filtered,11.438295364379883,3.2754576206207275,14.62833023071289,3.257669448852539,12.818766593933105,2.4385972023010254,10.121674537658691,Filtered
Havcr1,Hepatitis A virus cellular receptor 1 homolog;Hepatitis A virus cellular receptor 1 homolog;Hepatitis A virus cellular receptor 1 homolog;Isoform 2 of Hepatitis A virus cellular receptor 1 homolog,A0A0A0MQ86;Q3V033;Q5QNS5;Q5QNS5-2,A0A0A0MQ86_MOUSE;Q3V033_MOUSE;HAVR1_MOUSE;HAVR1_MOUSE,";;cell surface,integral component of membrane;",;;positive regulation of mast cell activation;,";;phosphatidylserine binding,protein binding;",0,Filtered,6,1,6,1,6,1,Filtered,Filtered,6,1,6,1,6,1,Filtered,Filtered,278.4949035644531,7.757186412811279,53.87257385253906,6.92939567565918,183.66026306152344,4.136011600494385,Filtered
Nccrp1,F-box only protein 50,A0A0A0MQ97;G3X9C2,A0A0A0MQ97_MOUSE;FBX50_MOUSE,";cytoplasm,extracellular exosome",;positive regulation of cell proliferation,;molecular_function,0,4,3,4,4,4,4,4,Filtered,4,3,4,4,4,4,4,Filtered,97.65866088867188,13.225163459777832,90.17572021484375,22.77187728881836,91.69670867919922,6.909515857696533,46.32804870605469,Filtered
Serpina1a,Alpha-1-antitrypsin 1-1,A0A0A0MQA3;P07758,A0A0A0MQA3_MOUSE;A1AT1_MOUSE,";extracellular region,extracellular space,endoplasmic reticulum,Golgi apparatus,intracellular membrane-bounded organelle,extracellular exosome",";protein N-linked glycosylation,acute-phase response,negative regulation of endopeptidase activity,response to cytokine,response to peptide hormone",";protease binding,serine-type endopeptidase inhibitor activity,protein binding,identical protein binding",0,22,19,22,24,23,24,24,7,22,19,22,24,23,24,24,7,878.0780639648438,713.5591430664062,826.13134765625,8493.9423828125,880.273681640625,1026.4656982421875,798.1883544921875,1869.7958984375
Tuba4a,Tubulin alpha chain (Fragment);Tubulin alpha-4A chain,A0A0A0MQA5;P68368,A0A0A0MQA5_MOUSE;TBA4A_MOUSE,";cytoplasm,microtubule,microtubule cytoskeleton,extracellular exosome",";cytoskeleton organization,microtubule-based process",";GTPase activity,structural constituent of cytoskeleton,GTP binding,enzyme binding",0,38,39,38,39,38,37,37,16,38,39,38,39,38,37,37,16,1027.8223876953125,1615.299072265625,1049.764892578125,1544.086669921875,1048.6187744140625,1287.984619140625,931.9912719726562,1675.515380859375
Macf1,Microtubule-actin cross-linking factor 1;Microtubule-actin cross-linking factor 1;Microtubule-actin cross-linking factor 1;Microtubule-actin cross-linking factor 1;Microtubule-actin cross-linking factor 1;Microtubule-actin cross-linking factor 1;Microtubule-actin cross-linking factor 1 (Fragment);Microtubule-actin cross-linking factor 1 (Fragment);Microtubule-actin cross-linking factor 1;Isoform 2 of Microtubule-actin cross-linking factor 1;Isoform 3 of Microtubule-actin cross-linking factor 1;Isoform 4 of Microtubule-actin cross-linking factor 1,A0A0A0MQA6;B1ARU1;B1ARU4;E9PVY8;E9QA63;E9QNP1;F6Q750;F7ACR9;Q9QXZ0;Q9QXZ0-2;Q9QXZ0-3;Q9QXZ0-4,A0A0A0MQA6_MOUSE;B1ARU1_MOUSE;B1ARU4_MOUSE;E9PVY8_MOUSE;E9QA63_MOUSE;E9QNP1_MOUSE;F6Q750_MOUSE;F7ACR9_MOUSE;MACF1_MOUSE;MACF1_MOUSE;MACF1_MOUSE;MACF1_MOUSE,";;;;;;;;cytoplasm,Golgi apparatus,microtubule,cell cortex,postsynaptic density,actin cytoskeleton,microtubule cytoskeleton,membrane,ruffle membrane;;;",";;;;;;;;mesoderm formation,posttranslational protein targeting to membrane,establishment or maintenance of cell polarity,protein localization,regulation of epithelial cell migration,Wnt signaling pathway,positive regulation of Wnt signaling pathway,regulation of microtubule-based process,wound healing,Golgi to plasma membrane protein transport,regulation of focal adhesion assembly;;;",";;;;;;;;actin binding,calcium ion binding,protein binding,microtubule binding,ATPase activity;;;",0,1,2,2,2,2,2,1,Filtered,1,2,2,2,2,2,1,Filtered,3.1915721893310547,8.72208023071289,6.593236446380615,8.077153205871582,7.173089504241943,6.109370231628418,7.2348809242248535,Filtered
Mapt,Microtubule-associated protein;Microtubule-associated protein;Microtubule-associated protein;Microtubule-associated protein tau;Isoform Tau-A of Microtubule-associated protein tau;Isoform Tau-D of Microtubule-associated protein tau;Isoform Tau-E of Microtubule-associated protein tau,A0A0A0MQC7;A2A5Y6;B1AQW2;P10637;P10637-2;P10637-5;P10637-6,A0A0A0MQC7_MOUSE;A2A5Y6_MOUSE;B1AQW2_MOUSE;TAU_MOUSE;TAU_MOUSE;TAU_MOUSE;TAU_MOUSE,";;;nucleus,cytoplasm,cytosol,microtubule,microtubule associated complex,plasma membrane,axoneme,postsynaptic density,microtubule cytoskeleton,nuclear speck,axon,dendrite,growth cone,axolemma,nuclear periphery,cytoplasmic ribonucleoprotein granule,somatodendritic compartment,neuronal cell body,cell body,tubulin complex,neurofibrillary tangle,membrane;;;",";;;microtubule cytoskeleton organization,neuron migration,axonogenesis,memory,adult walking behavior,axo-dendritic transport,regulation of receptor activity,regulation of autophagy,negative regulation of gene expression,negative regulation of mitochondrial membrane potential,regulation of microtubule polymerization or depolymerization,positive regulation of microtubule polymerization,negative regulation of intracellular transport,positive regulation of superoxide anion generation,negative regulation of kinase activity,positive regulation of axon extension,mitochondrion transport along microtubule,intracellular distribution of mitochondria,axon extension,synapse organization,regulation of calcium-mediated signaling,regulation of microtubule-based movement,regulation of microtubule cytoskeleton organization,negative regulation of mitochondrial fission,fibril organization,regulation of cellular response to heat,positive regulation of neuron death,positive regulation of protein localization to synapse,negative regulation of establishment of protein localization to mitochondrion,positive regulation of cellular protein localization,amyloid fibril formation,regulation of response to DNA damage stimulus;;;",";;;DNA binding,protein binding,microtubule binding,SH3 domain binding,enzyme binding,protein kinase binding,apolipoprotein binding,identical protein binding,protein homodimerization activity,receptor agonist activity,lipoprotein particle binding,microtubule lateral binding;;;",0,3,3,3,2,3,3,3,Filtered,3,3,3,2,3,3,3,Filtered,63.7320556640625,44.73735809326172,107.66695404052734,6.2082414627075195,66.40843200683594,43.2192268371582,49.05413818359375,Filtered
Gapdh,Glyceraldehyde-3-phosphate dehydrogenase,A0A0A0MQF6;P16858,A0A0A0MQF6_MOUSE;G3P_MOUSE,";nucleus,cytoplasm,mitochondrion,lipid particle,cytosol,plasma membrane,microtubule cytoskeleton,membrane,intracellular ribonucleoprotein complex,extracellular matrix,nuclear membrane,vesicle,myelin sheath,intracellular membrane-bounded organelle,extracellular exosome,GAIT complex",";microtubule cytoskeleton organization,glucose metabolic process,glycolytic process,multicellular organism development,negative regulation of endopeptidase activity,negative regulation of translation,killing of cells of other organism,peptidyl-cysteine S-trans-nitrosylation,positive regulation of cytokine secretion,protein stabilization,defense response to fungus,neuron apoptotic process,killing by host of symbiont cells,positive regulation by organism of apoptotic process in other organism involved in symbiotic interaction,oxidation-reduction process,Requires Ontology,cellular response to interferon-gamma",";glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity,protein binding,microtubule binding,aspartic-type endopeptidase inhibitor activity,enzyme binding,peptidyl-cysteine S-nitrosylase activity,identical protein binding,NADP binding,NAD binding,disordered domain specific binding",0,42,42,42,41,42,42,42,19,42,42,42,41,42,42,42,19,2270.8916015625,3177.463623046875,2324.33447265625,2156.75341796875,2544.977294921875,2312.212646484375,2134.443359375,5146.3779296875
Gm9774;Adrm1,MCG119397;Proteasomal ubiquitin receptor ADRM1,A0A0A6YVU8;Q9JKV1,A0A0A6YVU8_MOUSE;ADRM1_MOUSE,"nucleus,cytoplasm,proteasome regulatory particle, lid subcomplex;proteasome complex,nucleoplasm,cytosol,plasma membrane,proteasome regulatory particle, lid subcomplex","ubiquitin-dependent protein catabolic process,positive regulation of endopeptidase activity;ovarian follicle development,transcription elongation from RNA polymerase II promoter,ubiquitin-dependent protein catabolic process,spermatid development,positive regulation of endopeptidase activity,regulation of T cell differentiation in thymus,follicle-stimulating hormone signaling pathway,proteasome assembly,oogenesis,thymus development,Sertoli cell development,positive regulation of growth hormone receptor signaling pathway,adipose tissue development,seminiferous tubule development","ubiquitin binding,endopeptidase activator activity,proteasome binding;protease binding,protein binding,ubiquitin binding,endopeptidase activator activity,proteasome binding",0,3,3,3,3,3,3,3,Filtered,3,3,3,3,3,3,3,Filtered,27.927064895629883,21.61778450012207,29.35026741027832,32.95804977416992,29.652996063232422,56.27215576171875,33.5953483581543,Filtered
Mbnl1,"Muscleblind-like protein 1;Muscleblind-like protein 1;Muscleblind-like protein 1;Muscleblind-like protein 1 (Fragment);Muscleblind-like 1 (Drosophila), isoform CRA_a;Muscleblind-like protein 1",A0A0A6YVV8;A0A0A6YWB0;A0A0A6YXE3;A0A0A6YXP3;G3X9Q0;Q9JKP5,A0A0A6YVV8_MOUSE;A0A0A6YWB0_MOUSE;A0A0A6YXE3_MOUSE;A0A0A6YXP3_MOUSE;G3X9Q0_MOUSE;MBNL1_MOUSE,";;;;;nucleus,nucleoplasm,cytoplasm,centrosome,cytosol,cytoplasmic stress granule",";;;;;alternative mRNA splicing, via spliceosome,regulation of alternative mRNA splicing, via spliceosome,in utero embryonic development,mRNA splice site selection,nervous system development,skeletal muscle tissue development,RNA splicing,embryonic limb morphogenesis,regulation of RNA splicing,myoblast differentiation",";;;;;RNA binding,double-stranded RNA binding,metal ion binding",0,2,2,2,2,2,2,2,Filtered,2,2,2,2,2,2,2,Filtered,14.65437126159668,15.710020065307617,11.483970642089844,28.949430465698242,5.451274394989014,23.25981903076172,6.490871906280518,Filtered
