Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process
Injured / Non-injured,O09174,O09174,-2.080766841,2.080766841,5.47E-12,7.46E-11,16,O09174,Amacr,Alpha-methylacyl-CoA racemase,AMACR_MOUSE,15,-76.36112702,0.23638873,Injured,Non-injured,"cytoplasm,mitochondrion,peroxisome,plasma membrane,intracellular membrane-bounded organelle","receptor binding,alpha-methylacyl-CoA racemase activity","fatty acid metabolic process,bile acid biosynthetic process,bile acid metabolic process,isoprenoid catabolic process"
Injured / Non-injured,P17047;P17047-2;P17047-3,P17047;P17047-2;P17047-3,1.252354338,1.252354338,9.37E-12,1.08E-10,16,P17047;P17047-2;P17047-3,Lamp2,Lysosome-associated membrane glycoprotein 2;Isoform LAMP-2B of Lysosome-associated membrane glycoprotein 2;Isoform LAMP-2C of Lysosome-associated membrane glycoprotein 2,LAMP2_MOUSE,5,138.229874,2.38229874,Injured,Non-injured,"extracellular space,lysosome,lysosomal membrane,late endosome,trans-Golgi network,plasma membrane,membrane,phagocytic vesicle membrane,platelet dense granule membrane,late endosome membrane,autolysosome,perinuclear region of cytoplasm,chaperone-mediated autophagy translocation complex,extracellular exosome,integral component of autophagosome membrane,lysosomal matrix;;","protein binding,enzyme binding,protein domain specific binding;;","protein targeting,autophagy,cellular response to starvation,regulation of protein stability,negative regulation of protein homooligomerization,muscle cell cellular homeostasis,protein stabilization,chaperone-mediated autophagy,protein targeting to lysosome involved in chaperone-mediated autophagy,autophagosome maturation,lysosomal protein catabolic process;;"
Injured / Non-injured,Q99NB1,Q99NB1,-2.185852843,2.185852843,9.26E-12,1.08E-10,16,Q99NB1,Acss1,"Acetyl-coenzyme A synthetase 2-like, mitochondrial",ACS2L_MOUSE,24,-78.02176928,0.219782307,Injured,Non-injured,"mitochondrion,mitochondrial matrix","acetate-CoA ligase activity,ATP binding,AMP binding","acetyl-CoA biosynthetic process,acetate biosynthetic process,acetyl-CoA biosynthetic process from acetate,propionate biosynthetic process"
Injured / Non-injured,Q9D2R0,Q9D2R0,-2.376386896,2.376386896,1.06E-11,1.13E-10,16,Q9D2R0,Aacs,Acetoacetyl-CoA synthetase,AACS_MOUSE,9,-80.74088781,0.192591122,Injured,Non-injured,cytosol,"ATP binding,acetoacetate-CoA ligase activity,butyrate-CoA ligase activity","liver development,fatty acid metabolic process,response to nutrient,response to purine-containing compound,positive regulation of insulin secretion,response to oleic acid,response to drug,response to starvation,response to ethanol,white fat cell differentiation,adipose tissue development,cellular response to glucose stimulus,cellular response to testosterone stimulus,cellular response to cholesterol"
Injured / Non-injured,A2ATU0,A2ATU0,-1.938278947,1.938278947,1.21E-11,1.21E-10,16,A2ATU0,Dhtkd1,"Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial",DHTK1_MOUSE,11,-73.90724737,0.260927526,Injured,Non-injured,"mitochondrion,oxoglutarate dehydrogenase complex,cytosol","oxoglutarate dehydrogenase (succinyl-transferring) activity,thiamine pyrophosphate binding","hematopoietic progenitor cell differentiation,generation of precursor metabolites and energy,glycolytic process,tricarboxylic acid cycle"
Injured / Non-injured,D3Z7X0,D3Z7X0,-1.720966043,1.720966043,1.29E-11,1.21E-10,16,D3Z7X0,Acad12,MCG142036,D3Z7X0_MOUSE,10,-69.66544701,0.30334553,Injured,Non-injured,mitochondrion,"acyl-CoA dehydrogenase activity,flavin adenine dinucleotide binding",fatty acid beta-oxidation using acyl-CoA dehydrogenase
Injured / Non-injured,A0A0R4J0P1;Q9D7B6,A0A0R4J0P1;Q9D7B6,-1.475200325,1.475200325,1.87E-11,1.46E-10,16,A0A0R4J0P1;Q9D7B6,Acad8,"Acyl-Coenzyme A dehydrogenase family, member 8;Isobutyryl-CoA dehydrogenase, mitochondrial",A0A0R4J0P1_MOUSE;ACAD8_MOUSE,15,-64.03165522,0.359683448,Injured,Non-injured,;mitochondrion,";acyl-CoA dehydrogenase activity,flavin adenine dinucleotide binding",";valine catabolic process,lipid metabolic process,oxidation-reduction process"
Injured / Non-injured,G3UYP0;P63280;Q8CFZ0,G3UYP0;P63280;Q8CFZ0,1.744327898,1.744327898,1.68E-11,1.46E-10,16,G3UYP0;P63280;Q8CFZ0,Ube2i,SUMO-conjugating enzyme (Fragment);SUMO-conjugating enzyme UBC9;SUMO-conjugating enzyme UBC9,G3UYP0_MOUSE;UBC9_MOUSE;Q8CFZ0_MOUSE,2,235.0387346,3.350387346,Injured,Non-injured,";nucleus,nucleoplasm,cytoplasm,cytosol,nuclear body,PML body,transferase complex,sumoylated E2 ligase complex;",";RNA binding,protein binding,ATP binding,transcription factor binding,SUMO transferase activity,enzyme binding,HLH domain binding,small protein activating enzyme binding,SUMO conjugating enzyme activity,RING-like zinc finger domain binding,ubiquitin protein ligase binding,ubiquitin protein ligase activity;",";negative regulation of transcription from RNA polymerase II promoter,cellular protein modification process,cell cycle,chromosome segregation,multicellular organism development,viral process,protein sumoylation,positive regulation of I-kappaB kinase/NF-kappaB signaling,negative regulation of transcription, DNA-templated,cell division,positive regulation of SUMO transferase activity;"
Injured / Non-injured,P08249,P08249,-1.017349507,1.017349507,1.90E-11,1.46E-10,16,P08249,Mdh2,"Malate dehydrogenase, mitochondrial",MDHM_MOUSE,20,-50.59768706,0.494023129,Injured,Non-injured,"nucleus,mitochondrion,mitochondrial inner membrane,mitochondrial matrix,membrane,myelin sheath,extracellular exosome","RNA binding,malate dehydrogenase activity,L-malate dehydrogenase activity,protein homodimerization activity,protein self-association,malate dehydrogenase (NADP+) activity","carbohydrate metabolic process,tricarboxylic acid cycle,oxaloacetate metabolic process,malate metabolic process,internal protein amino acid acetylation,NADH metabolic process,aerobic respiration"
Injured / Non-injured,Q9D6R2,Q9D6R2,-1.291714451,1.291714451,2.01E-11,1.46E-10,16,Q9D6R2,Idh3a,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial",IDH3A_MOUSE,16,-59.1534666,0.408465334,Injured,Non-injured,"nucleus,mitochondrion,myelin sheath","magnesium ion binding,isocitrate dehydrogenase (NAD+) activity,NAD binding",tricarboxylic acid cycle
Injured / Non-injured,Q9Z2I9,Q9Z2I9,-1.372362436,1.372362436,2.05E-11,1.46E-10,16,Q9Z2I9,Sucla2,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial",SUCB1_MOUSE,17,-61.37417737,0.386258226,Injured,Non-injured,"mitochondrion,myelin sheath,extracellular exosome","succinate-CoA ligase activity,succinate-CoA ligase (ADP-forming) activity,ATP binding,metal ion binding","tricarboxylic acid cycle,succinyl-CoA metabolic process,succinate metabolic process"
Injured / Non-injured,P14869,P14869,0.653966927,0.653966927,2.19E-11,1.49E-10,16,P14869,Rplp0,60S acidic ribosomal protein P0,RLA0_MOUSE,13,57.34888187,1.573488819,Injured,Non-injured,"nucleus,cytoplasm,endoplasmic reticulum,cytosol,focal adhesion,membrane,cytosolic large ribosomal subunit,dendrite,intracellular ribonucleoprotein complex,cytoplasmic ribonucleoprotein granule,extracellular exosome","RNA binding,structural constituent of ribosome,peptide binding","lactation,response to selenium ion,ribosome biogenesis,cellular response to cAMP,cellular response to interleukin-4,cellular response to Thyroid stimulating hormone,cellular response to phorbol 13-acetate 12-myristate"
Injured / Non-injured,P52503,P52503,-1.481831196,1.481831196,2.58E-11,1.62E-10,16,P52503,Ndufs6,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial",NDUS6_MOUSE,8,-64.1965925,0.358034075,Injured,Non-injured,"mitochondrion,mitochondrial respiratory chain complex I",molecular_function,"mitochondrial electron transport, NADH to ubiquinone,fatty acid metabolic process,muscle contraction,multicellular organism aging,respiratory electron transport chain,multicellular organism growth,reproductive system development,mitochondrion morphogenesis,cardiovascular system development"
Injured / Non-injured,Q9DBL7,Q9DBL7,-1.390237043,1.390237043,2.53E-11,1.62E-10,16,Q9DBL7,Coasy,Bifunctional coenzyme A synthase,COASY_MOUSE,17,-61.84978858,0.381502114,Injured,Non-injured,"mitochondrial matrix,extracellular exosome","dephospho-CoA kinase activity,pantetheine-phosphate adenylyltransferase activity,ATP binding","coenzyme A biosynthetic process,phosphorylation"
Injured / Non-injured,P16331,P16331,-2.316403148,2.316403148,3.40E-11,1.92E-10,16,P16331,Pah,Phenylalanine-4-hydroxylase,PH4H_MOUSE,26,-79.92326113,0.200767389,Injured,Non-injured,extracellular exosome,"phenylalanine 4-monooxygenase activity,iron ion binding","L-phenylalanine catabolic process,oxidation-reduction process"
Injured / Non-injured,Q3UUI3,Q3UUI3,-1.555800775,1.555800775,3.30E-11,1.92E-10,16,Q3UUI3,Them4,Acyl-coenzyme A thioesterase THEM4,THEM4_MOUSE,3,-65.98603194,0.340139681,Injured,Non-injured,"mitochondrion,mitochondrial inner membrane,mitochondrial intermembrane space,cytosol,ruffle membrane","palmitoyl-CoA hydrolase activity,Requires Ontology","fatty acid metabolic process,viral process,protein kinase B signaling,regulation of mitochondrial membrane permeability involved in apoptotic process"
Injured / Non-injured,Q8BMS1,Q8BMS1,-1.089632762,1.089632762,3.45E-11,1.92E-10,16,Q8BMS1,Hadha,"Trifunctional enzyme subunit alpha, mitochondrial",ECHA_MOUSE,34,-53.01190325,0.469880968,Injured,Non-injured,"mitochondrion,mitochondrial inner membrane,mitochondrial fatty acid beta-oxidation multienzyme complex,extracellular matrix,mitochondrial nucleoid","fatty-acyl-CoA binding,acetyl-CoA C-acyltransferase activity,enoyl-CoA hydratase activity,long-chain-enoyl-CoA hydratase activity,long-chain-3-hydroxyacyl-CoA dehydrogenase activity,protein complex binding,NAD binding","fatty acid beta-oxidation,response to insulin,response to drug"
Injured / Non-injured,Q9EPL9,Q9EPL9,-1.616510927,1.616510927,3.66E-11,1.96E-10,16,Q9EPL9,Acox3,Peroxisomal acyl-coenzyme A oxidase 3,ACOX3_MOUSE,18,-67.38767793,0.326123221,Injured,Non-injured,"mitochondrion,peroxisome,peroxisomal matrix,membrane","acyl-CoA dehydrogenase activity,receptor binding,pristanoyl-CoA oxidase activity,flavin adenine dinucleotide binding,FAD binding","fatty acid beta-oxidation,fatty acid beta-oxidation using acyl-CoA dehydrogenase,fatty acid beta-oxidation using acyl-CoA oxidase"
Injured / Non-injured,P26443,P26443,-0.96393869,0.96393869,4.21E-11,2.18E-10,16,P26443,Glud1,"Glutamate dehydrogenase 1, mitochondrial",DHE3_MOUSE,31,-48.73445952,0.512655405,Injured,Non-injured,"cytoplasm,mitochondrion,mitochondrial inner membrane,mitochondrial matrix","glutamate dehydrogenase (NAD+) activity,glutamate dehydrogenase [NAD(P)+] activity,protein binding,ATP binding,GTP binding,enzyme binding,ADP binding,NAD+ binding,leucine binding","glutamate biosynthetic process,glutamate catabolic process,glutamine metabolic process,long-term memory,response to aluminum ion,cerebellum development,positive regulation of insulin secretion,oxidation-reduction process,tricarboxylic acid metabolic process"
Injured / Non-injured,Q8BFR5,Q8BFR5,-1.284418173,1.284418173,4.89E-11,2.44E-10,16,Q8BFR5,Tufm,"Elongation factor Tu, mitochondrial",EFTU_MOUSE,23,-58.94636631,0.410536337,Injured,Non-injured,"mitochondrion,mitochondrial inner membrane,membrane,mitochondrial nucleoid,myelin sheath,extracellular exosome","RNA binding,translation elongation factor activity,GTPase activity,GTP binding","translational elongation,response to ethanol"
Injured / Non-injured,Q71RI9;Q71RI9-2,Q71RI9;Q71RI9-2,-2.251058425,2.251058425,5.79E-11,2.71E-10,16,Q71RI9;Q71RI9-2,Kyat3,Kynurenine--oxoglutarate transaminase 3;Isoform 2 of Kynurenine--oxoglutarate transaminase 3,KAT3_MOUSE,7,-78.99300694,0.210069931,Injured,Non-injured,mitochondrion;,"RNA binding,kynurenine-oxoglutarate transaminase activity,pyridoxal phosphate binding,protein homodimerization activity,kynurenine-glyoxylate transaminase activity,cysteine-S-conjugate beta-lyase activity;","2-oxoglutarate metabolic process,cellular amino acid metabolic process,biosynthetic process,kynurenine metabolic process,L-kynurenine metabolic process;"
Injured / Non-injured,Q9Z1P6,Q9Z1P6,-1.508037439,1.508037439,5.78E-11,2.71E-10,16,Q9Z1P6,Ndufa7,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7,NDUA7_MOUSE,5,-64.84108242,0.351589176,Injured,Non-injured,"mitochondrion,mitochondrial respiratory chain complex I,mitochondrial ribosome","structural constituent of ribosome,NADH dehydrogenase (ubiquinone) activity","mitochondrial electron transport, NADH to ubiquinone,mitochondrial translation"
Injured / Non-injured,O08749,O08749,-1.261428154,1.261428154,6.60E-11,2.83E-10,16,O08749,Dld,"Dihydrolipoyl dehydrogenase, mitochondrial",DLDH_MOUSE,19,-58.28691711,0.417130829,Injured,Non-injured,"nucleoplasm,mitochondrion,mitochondrial matrix,cilium,motile cilium,acrosomal matrix,myelin sheath,oxoglutarate dehydrogenase complex,pyruvate dehydrogenase complex","dihydrolipoyl dehydrogenase activity,electron carrier activity,lipoamide binding,flavin adenine dinucleotide binding,NAD binding,pyruvate dehydrogenase (NAD+) activity","2-oxoglutarate metabolic process,mitochondrial electron transport, NADH to ubiquinone,proteolysis,gastrulation,aging,lipoate metabolic process,regulation of membrane potential,cell redox homeostasis,sperm capacitation,dihydrolipoamide metabolic process,mitochondrial acetyl-CoA biosynthetic process from pyruvate"
Injured / Non-injured,O08966,O08966,-2.622128531,2.622128531,6.32E-11,2.83E-10,16,O08966,Slc22a1,Solute carrier family 22 member 1,S22A1_MOUSE,4,-83.75720887,0.162427911,Injured,Non-injured,"integral component of plasma membrane,basolateral plasma membrane","acetylcholine transmembrane transporter activity,dopamine transmembrane transporter activity,norepinephrine transmembrane transporter activity,secondary active organic cation transmembrane transporter activity,organic anion transmembrane transporter activity,organic cation transmembrane transporter activity,quaternary ammonium group transmembrane transporter activity,protein homodimerization activity","cation transport,neurotransmitter transport,drug transmembrane transport,establishment or maintenance of transmembrane electrochemical gradient,quaternary ammonium group transport,organic anion transport,dopamine transport,norepinephrine transport,epinephrine transport,protein homooligomerization,ammonium transmembrane transport,acetate ester transport"
Injured / Non-injured,P84104;P84104-2,P84104;P84104-2,1.142402578,1.142402578,6.41E-11,2.83E-10,16,P84104;P84104-2,Srsf3,Serine/arginine-rich splicing factor 3;Isoform Short of Serine/arginine-rich splicing factor 3,SRSF3_MOUSE,5,120.7483384,2.207483384,Injured,Non-injured,"cytoplasm,nuclear speck;","RNA binding,phospholipase binding;","mRNA processing,insulin receptor signaling pathway,RNA splicing,regulation of mRNA splicing, via spliceosome,mRNA transport,cellular response to leukemia inhibitory factor;"
Injured / Non-injured,P43024;Q9DCW5,P43024;Q9DCW5,-1.716469486,1.716469486,6.82E-11,2.84E-10,16,P43024;Q9DCW5,Cox6a1,"Cytochrome c oxidase subunit 6A1, mitochondrial;Cytochrome c oxidase subunit 6A, mitochondrial",CX6A1_MOUSE;Q9DCW5_MOUSE,3,-69.57075351,0.304292465,Injured,Non-injured,"mitochondrion,mitochondrial respiratory chain complex IV,myelin sheath;","enzyme regulator activity,cytochrome-c oxidase activity;","mitochondrial electron transport, cytochrome c to oxygen,aerobic respiration,regulation of catalytic activity,hydrogen ion transmembrane transport;"
Injured / Non-injured,Q9JHI5,Q9JHI5,-1.671794051,1.671794051,7.84E-11,3.18E-10,16,Q9JHI5,Ivd,"Isovaleryl-CoA dehydrogenase, mitochondrial",IVD_MOUSE,19,-68.61372006,0.313862799,Injured,Non-injured,"nucleoplasm,mitochondrion,mitochondrial matrix,mitochondrial membrane","isovaleryl-CoA dehydrogenase activity,flavin adenine dinucleotide binding","leucine catabolic process,fatty acid beta-oxidation using acyl-CoA dehydrogenase"
Injured / Non-injured,Q99LC3,Q99LC3,-1.231665826,1.231665826,8.38E-11,3.31E-10,16,Q99LC3,Ndufa10,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial",NDUAA_MOUSE,17,-57.41745228,0.425825477,Injured,Non-injured,"mitochondrion,mitochondrial respiratory chain complex I,mitochondrial matrix,myelin sheath",NADH dehydrogenase (ubiquinone) activity,"mitochondrial electron transport, NADH to ubiquinone,mitochondrial respiratory chain complex I assembly"
Injured / Non-injured,P05202,P05202,-1.114272438,1.114272438,1.11E-10,4.23E-10,16,P05202,Got2,"Aspartate aminotransferase, mitochondrial",AATM_MOUSE,29,-53.80759515,0.461924048,Injured,Non-injured,"mitochondrion,mitochondrial inner membrane,mitochondrial matrix,plasma membrane,cell surface,perikaryon,myelin sheath,protein complex,extracellular exosome","RNA binding,L-aspartate:2-oxoglutarate aminotransferase activity,phospholipid binding,kynurenine-oxoglutarate transaminase activity,amino acid binding,enzyme binding,pyridoxal phosphate binding,protein homodimerization activity,L-phenylalanine:2-oxoglutarate aminotransferase activity","2-oxoglutarate metabolic process,oxaloacetate metabolic process,aspartate metabolic process,aspartate biosynthetic process,aspartate catabolic process,glutamate metabolic process,fatty acid transport,glutamate catabolic process to aspartate,glutamate catabolic process to 2-oxoglutarate,response to ethanol,L-kynurenine metabolic process"
Injured / Non-injured,Q99MR8,Q99MR8,-1.850983125,1.850983125,1.13E-10,4.23E-10,16,Q99MR8,Mccc1,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",MCCA_MOUSE,33,-72.27965967,0.277203403,Injured,Non-injured,"3-methylcrotonyl-CoA carboxylase complex, mitochondrial,mitochondrion,mitochondrial inner membrane,mitochondrial matrix,methylcrotonoyl-CoA carboxylase complex","biotin carboxylase activity,ATP binding,metal ion binding,methylcrotonoyl-CoA carboxylase activity",leucine catabolic process
Injured / Non-injured,Q07417,Q07417,-1.350375451,1.350375451,1.35E-10,4.84E-10,16,Q07417,Acads,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADS_MOUSE,20,-60.7810029,0.392189971,Injured,Non-injured,"nucleus,nucleoplasm,mitochondrion,mitochondrial matrix","acyl-CoA dehydrogenase activity,butyryl-CoA dehydrogenase activity,flavin adenine dinucleotide binding",fatty acid beta-oxidation using acyl-CoA dehydrogenase
Injured / Non-injured,Q9DCW4,Q9DCW4,-1.447379961,1.447379961,1.33E-10,4.84E-10,16,Q9DCW4,Etfb,Electron transfer flavoprotein subunit beta,ETFB_MOUSE,16,-63.33132505,0.36668675,Injured,Non-injured,"mitochondrion,mitochondrial matrix,cytosol,mitochondrial electron transfer flavoprotein complex,extracellular exosome",electron carrier activity,fatty acid beta-oxidation using acyl-CoA dehydrogenase
Injured / Non-injured,P41105,P41105,0.692317126,0.692317126,1.40E-10,4.88E-10,16,P41105,Rpl28,60S ribosomal protein L28,RL28_MOUSE,5,61.58767103,1.61587671,Injured,Non-injured,"membrane,cytosolic large ribosomal subunit,dendrite,cytoplasmic ribonucleoprotein granule,cell body,extracellular exosome","RNA binding,structural constituent of ribosome","translation,regulation of mitophagy,positive regulation of protein targeting to mitochondrion"
Injured / Non-injured,Q91WT7,Q91WT7,-2.794366131,2.794366131,1.48E-10,5.04E-10,16,Q91WT7,Akr1c14,3-alpha-hydroxysteroid dehydrogenase type 1,Q91WT7_MOUSE,12,-85.58508865,0.144149113,Injured,Non-injured,cellular_component,androsterone dehydrogenase activity,"hippocampus development,oxidation-reduction process"
Injured / Non-injured,Q9WV69;Q9WV69-2;Q9WV69-3;Q9WV69-4,Q9WV69;Q9WV69-2;Q9WV69-3;Q9WV69-4,-1.862821035,1.862821035,1.56E-10,5.20E-10,16,Q9WV69;Q9WV69-2;Q9WV69-3;Q9WV69-4,Dmtn,Dematin;Isoform 2 of Dematin;Isoform 3 of Dematin;Isoform 4 of Dematin,DEMA_MOUSE,4,-72.50618589,0.274938141,Injured,Non-injured,"cytosol,actin filament,plasma membrane,endomembrane system,postsynaptic density,spectrin-associated cytoskeleton,membrane,cortical cytoskeleton,platelet dense tubular network membrane,cell projection membrane,cytoplasmic vesicle,perinuclear region of cytoplasm;;;","actin binding,receptor binding,spectrin binding,protein self-association;;;","protein complex assembly,regulation of cell shape,regulation of lamellipodium assembly,positive regulation of fibroblast migration,negative regulation of peptidyl-threonine phosphorylation,negative regulation of cell-substrate adhesion,actin cytoskeleton organization,positive regulation of blood coagulation,regulation of actin cytoskeleton organization,negative regulation of peptidyl-serine phosphorylation,calcium-mediated signaling using intracellular calcium source,calcium-mediated signaling using extracellular calcium source,erythrocyte development,negative regulation of peptidyl-tyrosine phosphorylation,actin filament bundle assembly,regulation of filopodium assembly,actin filament capping,negative regulation of focal adhesion assembly,protein secretion by platelet,cellular response to calcium ion,cellular response to cAMP,positive regulation of wound healing,negative regulation of protein targeting to membrane,actin filament reorganization,negative regulation of substrate adhesion-dependent cell spreading,positive regulation of substrate adhesion-dependent cell spreading,positive regulation of platelet aggregation,positive regulation of integrin-mediated signaling pathway;;;"
Injured / Non-injured,A0A0R4J023;Q9JLZ3,A0A0R4J023;Q9JLZ3,-1.483080354,1.483080354,1.84E-10,5.76E-10,16,A0A0R4J023;Q9JLZ3,Auh,"Methylglutaconyl-CoA hydratase, mitochondrial;Methylglutaconyl-CoA hydratase, mitochondrial",A0A0R4J023_MOUSE;AUHM_MOUSE,7,-64.22757948,0.357724205,Injured,Non-injured,;mitochondrion,";RNA binding,mRNA 3'-UTR binding,enoyl-CoA hydratase activity,methylglutaconyl-CoA hydratase activity",";nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay,leucine catabolic process,fatty acid beta-oxidation"
