Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process
Injured / Non-injured,A0A0R4IZY0;Q8C1A5,A0A0R4IZY0;Q8C1A5,1.176795739,1.176795739,0.000360348,0.00025544,8,A0A0R4IZY0;Q8C1A5,Thop1,Thimet oligopeptidase,A0A0R4IZY0_MOUSE;THOP1_MOUSE,5,126.0741029,2.260741029,Injured,Non-injured,;mitochondrial intermembrane space,";metalloendopeptidase activity,metal ion binding",";proteolysis,peptide metabolic process,intracellular signal transduction"
Injured / Non-injured,A0A0R4J005;E9QP62;Q99JW4,A0A0R4J005;E9QP62;Q99JW4,0.921551905,0.921551905,0.00041214,0.00025544,8,A0A0R4J005;E9QP62;Q99JW4,Lims1,"LIM and senescent cell antigen-like domains 1, isoform CRA_a;LIM and senescent cell antigen-like-containing domain protein 1;LIM and senescent cell antigen-like-containing domain protein 1",A0A0R4J005_MOUSE;E9QP62_MOUSE;LIMS1_MOUSE,7,89.41517338,1.894151734,Injured,Non-injured,";;plasma membrane,cell-cell junction,focal adhesion,perinuclear region of cytoplasm",";;protein binding,zinc ion binding,protein kinase binding",";;cell-matrix adhesion,establishment or maintenance of cell polarity,positive regulation of gene expression,positive regulation of cell-substrate adhesion,tumor necrosis factor-mediated signaling pathway,chordate embryonic development,negative regulation of apoptotic process,positive regulation of GTPase activity,establishment of protein localization,cell-cell junction organization,negative regulation of transcription, DNA-templated,negative regulation of epithelial cell proliferation,positive regulation of focal adhesion assembly,cell-cell adhesion,positive regulation of substrate adhesion-dependent cell spreading,positive regulation of NIK/NF-kappaB signaling,negative regulation of neural precursor cell proliferation,negative regulation of hepatocyte proliferation,positive regulation of integrin-mediated signaling pathway"
Injured / Non-injured,A0A0R4J083,A0A0R4J083,-1.133325966,1.133325966,0.000501747,0.00025544,8,A0A0R4J083,Acadl,"Long-chain-specific acyl-CoA dehydrogenase, mitochondrial",A0A0R4J083_MOUSE,20,-54.41364279,0.455863572,Injured,Non-injured,,,
Injured / Non-injured,A0A0R4J094,A0A0R4J094,-1.463301062,1.463301062,0.000415078,0.00025544,8,A0A0R4J094,Fahd2a,Fumarylacetoacetate hydrolase domain-containing protein 2A,A0A0R4J094_MOUSE,11,-63.73376364,0.362662364,Injured,Non-injured,,,
Injured / Non-injured,A0A0R4J0P1;Q9D7B6,A0A0R4J0P1;Q9D7B6,-1.475200325,1.475200325,0.000351534,0.00025544,8,A0A0R4J0P1;Q9D7B6,Acad8,"Acyl-Coenzyme A dehydrogenase family, member 8;Isobutyryl-CoA dehydrogenase, mitochondrial",A0A0R4J0P1_MOUSE;ACAD8_MOUSE,15,-64.03165522,0.359683448,Injured,Non-injured,;mitochondrion,";acyl-CoA dehydrogenase activity,flavin adenine dinucleotide binding",";valine catabolic process,lipid metabolic process,oxidation-reduction process"
Injured / Non-injured,A0A0R4J0T5;P28659;P28659-2;P28659-3;P28659-4,A0A0R4J0T5;P28659;P28659-2;P28659-3;P28659-4,1.284718173,1.284718173,0.000342182,0.00025544,8,A0A0R4J0T5;P28659;P28659-2;P28659-3;P28659-4,Celf1,"CUG triplet repeat, RNA binding protein 1, isoform CRA_b;CUGBP Elav-like family member 1;Isoform 2 of CUGBP Elav-like family member 1;Isoform 3 of CUGBP Elav-like family member 1;Isoform 4 of CUGBP Elav-like family member 1",A0A0R4J0T5_MOUSE;CELF1_MOUSE;CELF1_MOUSE;CELF1_MOUSE;CELF1_MOUSE,4,143.6344547,2.436344547,Injured,Non-injured,";nucleus,nucleoplasm,cytoplasm;;;",";RNA binding,translation initiation factor binding,BRE binding;;;",";mRNA splice site selection,spermatid development,positive regulation of multicellular organism growth,regulation of RNA splicing;;;"
Injured / Non-injured,A0A0R4J150;B9EJ86,A0A0R4J150;B9EJ86,-0.630935949,0.630935949,0.000378473,0.00025544,8,A0A0R4J150;B9EJ86,Osbpl8,Oxysterol-binding protein;Oxysterol-binding protein-related protein 8,A0A0R4J150_MOUSE;OSBL8_MOUSE,3,-35.42426559,0.645757344,Injured,Non-injured,";endoplasmic reticulum,endoplasmic reticulum membrane,membrane,integral component of membrane,nuclear membrane,cortical endoplasmic reticulum",";phosphatidylserine binding,protein binding,phospholipid transporter activity,cholesterol binding,phosphatidylinositol-4-phosphate binding",";negative regulation of sequestering of triglyceride,phospholipid transport,negative regulation of cell migration,activation of protein kinase B activity,fat cell differentiation,positive regulation of insulin receptor signaling pathway,positive regulation of protein kinase B signaling,protein localization to nuclear pore,positive regulation of glucose import in response to insulin stimulus"
Injured / Non-injured,A0A0R4J259;G3UZI2;G3V018;Q7TMK9;Q7TMK9-2,A0A0R4J259;G3UZI2;G3V018;Q7TMK9;Q7TMK9-2,1.280652878,1.280652878,0.000335778,0.00025544,8,A0A0R4J259;G3UZI2;G3V018;Q7TMK9;Q7TMK9-2,Syncrip,Heterogeneous nuclear ribonucleoprotein Q;Heterogeneous nuclear ribonucleoprotein Q;Heterogeneous nuclear ribonucleoprotein Q;Heterogeneous nuclear ribonucleoprotein Q;Isoform 2 of Heterogeneous nuclear ribonucleoprotein Q,A0A0R4J259_MOUSE;G3UZI2_MOUSE;G3V018_MOUSE;HNRPQ_MOUSE;HNRPQ_MOUSE,14,142.9488962,2.429488962,Injured,Non-injured,";;;nucleoplasm,cytoplasm,endoplasmic reticulum,membrane,intracellular ribonucleoprotein complex,CRD-mediated mRNA stability complex,catalytic step 2 spliceosome,histone pre-mRNA 3'end processing complex,GAIT complex;",";;;RNA binding,poly(A) binding;",";;;osteoblast differentiation,mRNA processing,RNA splicing,negative regulation of translation,CRD-mediated mRNA stabilization,cellular response to interferon-gamma;"
Injured / Non-injured,A0A140LHA2;Q9WVA3,A0A140LHA2;Q9WVA3,1.265758873,1.265758873,0.000595247,0.00025544,8,A0A140LHA2;Q9WVA3,Bub3,Mitotic checkpoint protein BUB3,A0A140LHA2_MOUSE;BUB3_MOUSE,6,140.4536579,2.404536579,Injured,Non-injured,";kinetochore,condensed chromosome kinetochore,nucleoplasm,mitotic checkpoint complex,bub1-bub3 complex",;ubiquitin binding,";mitotic sister chromatid segregation,chromosome segregation,mitotic spindle assembly checkpoint,attachment of spindle microtubules to kinetochore,cell division,meiotic cell cycle,regulation of chromosome segregation"
Injured / Non-injured,A0A140T8M7;P62751,A0A140T8M7;P62751,0.669422727,0.669422727,0.000295828,0.00025544,8,A0A140T8M7;P62751,Rpl23a-ps3;Rpl23a,Protein Rpl23a-ps3;60S ribosomal protein L23a,A0A140T8M7_MOUSE;RL23A_MOUSE,7,59.04364502,1.59043645,Injured,Non-injured,"nucleolus,cytosolic large ribosomal subunit,extracellular exosome;nucleus,cytosolic large ribosomal subunit,TORC2 complex","RNA binding,structural constituent of ribosome,cadherin binding;RNA binding,structural constituent of ribosome,protein binding,rRNA binding","translation,cell proliferation;ribosomal large subunit assembly,translation,biological_process"
Injured / Non-injured,A0A140T8T4;P51410,A0A140T8T4;P51410,0.701873036,0.701873036,0.000280438,0.00025544,8,A0A140T8T4;P51410,Rpl9-ps6;Rpl9,Protein Rpl9-ps6;60S ribosomal protein L9,A0A140T8T4_MOUSE;RL9_MOUSE,9,62.66152406,1.626615241,Injured,Non-injured,"ribosome;nucleus,focal adhesion,membrane,cytosolic large ribosomal subunit,extracellular matrix","structural constituent of ribosome,rRNA binding;RNA binding,structural constituent of ribosome,rRNA binding","translation;cytoplasmic translation,translation"
Injured / Non-injured,A0A1B0GRC0;A0A1B0GSI7;P02463,A0A1B0GRC0;A0A1B0GSI7;P02463,1.701783409,1.701783409,0.000289696,0.00025544,8,A0A1B0GRC0;A0A1B0GSI7;P02463,Col4a1,Collagen alpha-1(IV) chain (Fragment);Collagen alpha-1(IV) chain;Collagen alpha-1(IV) chain,A0A1B0GRC0_MOUSE;A0A1B0GSI7_MOUSE;CO4A1_MOUSE,2,225.3028381,3.253028381,Injured,Non-injured,";;extracellular region,collagen type IV trimer,basement membrane,extracellular space,extracellular matrix",";;extracellular matrix structural constituent,platelet-derived growth factor binding",";;patterning of blood vessels,brain development,neuromuscular junction development,extracellular matrix organization,epithelial cell differentiation,collagen-activated tyrosine kinase receptor signaling pathway,blood vessel morphogenesis,retinal blood vessel morphogenesis,renal tubule morphogenesis,cellular response to amino acid stimulus,basement membrane organization"
Injured / Non-injured,A1BN54,A1BN54,2.40037422,2.40037422,0.000189705,0.00025544,8,A1BN54,Actn1,Alpha actinin 1a,A1BN54_MOUSE,31,427.9400887,5.279400887,Injured,Non-injured,,,
Injured / Non-injured,A2A6U3;Q80UG5;Q80UG5-3,A2A6U3;Q80UG5;Q80UG5-3,1.766644373,1.766644373,0.000468414,0.00025544,8,A2A6U3;Q80UG5;Q80UG5-3,9-Sep,Septin-9;Septin-9;Isoform 3 of Septin-9,A2A6U3_MOUSE;SEPT9_MOUSE;SEPT9_MOUSE,8,240.2616064,3.402616064,Injured,Non-injured,";stress fiber,microtubule,axoneme,actin cytoskeleton,septin complex,perinuclear region of cytoplasm,Requires Ontology;",";GTP binding,cadherin binding;",";cell cycle,protein heterooligomerization,cell division,positive regulation of nonmotile primary cilium assembly;"
Injured / Non-injured,A2A7A7;Q8CFX1,A2A7A7;Q8CFX1,1.646624358,1.646624358,0.000446676,0.00025544,8,A2A7A7;Q8CFX1,H6pd,GDH/6PGL endoplasmic bifunctional protein,A2A7A7_MOUSE;G6PE_MOUSE,15,213.1001844,3.131001844,Injured,Non-injured,;endoplasmic reticulum lumen,";glucose-6-phosphate dehydrogenase activity,6-phosphogluconolactonase activity,glucose 1-dehydrogenase [NAD(P)] activity,NADP binding",";glucose metabolic process,pentose-phosphate shunt,oxidation-reduction process"
Injured / Non-injured,A2AH25;Q5FWK3,A2AH25;Q5FWK3,0.730391134,0.730391134,0.000346614,0.00025544,8,A2AH25;Q5FWK3,Arhgap1,Rho GTPase-activating protein 1,A2AH25_MOUSE;RHG01_MOUSE,11,65.90888314,1.659088831,Injured,Non-injured,";ruffle,cytoplasm,plasma membrane,endosome membrane,cell leading edge,perinuclear region of cytoplasm,extracellular exosome,sorting endosome",";GTPase activator activity,protein binding,SH3 domain binding,Rab GTPase binding,cadherin binding",";small GTPase mediated signal transduction,endosome localization,transferrin transport,regulation of GTPase activity,positive regulation of GTPase activity,ferric iron import across plasma membrane,negative regulation of endocytic recycling"
Injured / Non-injured,A2AJY2;O35206,A2AJY2;O35206,2.157249935,2.157249935,0.000420242,0.00025544,8,A2AJY2;O35206,Col15a1,Collagen alpha-1(XV) chain,A2AJY2_MOUSE;COFA1_MOUSE,9,346.0637575,4.460637575,Injured,Non-injured,";collagen trimer,basement membrane,extracellular space,extracellular matrix,extracellular exosome",;structural molecule activity,;cell adhesion
Injured / Non-injured,A2AKI5;P43406,A2AKI5;P43406,1.656977991,1.656977991,0.000324479,0.00025544,8,A2AKI5;P43406,Itgav,Integrin alpha-V,A2AKI5_MOUSE;ITAV_MOUSE,5,215.3552587,3.153552587,Injured,Non-injured,";cytosol,plasma membrane,focal adhesion,integrin complex,external side of plasma membrane,cell surface,membrane,lamellipodium membrane,filopodium membrane,microvillus membrane,ruffle membrane,integrin alphav-beta3 complex,integrin alphav-beta5 complex,integrin alphav-beta6 complex,integrin alphav-beta8 complex,alphav-beta3 integrin-IGF-1-IGF1R complex,extracellular exosome",";fibronectin binding,protease binding,receptor binding,voltage-gated calcium channel activity,peptide binding,metal ion binding,protein heterodimerization activity,transforming growth factor beta binding,extracellular matrix binding,extracellular matrix protein binding,opsonin binding,protein kinase C binding,fibroblast growth factor binding,C-X3-C chemokine binding,insulin-like growth factor I binding,neuregulin binding",";angiogenesis,blood vessel development,vasculogenesis,inflammatory response,cell adhesion,cell-matrix adhesion,integrin-mediated signaling pathway,positive regulation of cell proliferation,fertilization,negative regulation of macrophage derived foam cell differentiation,negative regulation of lipid storage,cell growth,cell migration,positive regulation of cell migration,cell-substrate adhesion,negative regulation of lipid transport,detection of molecule of bacterial origin,cell adhesion mediated by integrin,positive regulation of osteoblast proliferation,heterotypic cell-cell adhesion,substrate adhesion-dependent cell spreading,gonad morphogenesis,endodermal cell differentiation,apolipoprotein A-I-mediated signaling pathway,transforming growth factor-beta secretion,T cell activation,apoptotic cell clearance,positive regulation of MAPK cascade,endothelial cell migration,regulation of bone resorption,negative regulation of low-density lipoprotein particle receptor biosynthetic process,positive regulation of cell adhesion,viral entry into host cell,focal adhesion assembly,negative regulation of lipoprotein metabolic process,regulation of phagocytosis,negative chemotaxis,release of sequestered calcium ion into cytosol,trophoblast giant cell differentiation,ERK1 and ERK2 cascade,calcium ion transmembrane transport,response to nitric oxide,extrinsic apoptotic signaling pathway in absence of ligand,regulation of apoptotic cell clearance,negative regulation of entry of bacterium into host cell,negative regulation of extrinsic apoptotic signaling pathway"
Injured / Non-injured,A2AL12;Q8BG05,A2AL12;Q8BG05,1.306467397,1.306467397,0.000214087,0.00025544,8,A2AL12;Q8BG05,Hnrnpa3,Heterogeneous nuclear ribonucleoprotein A3,A2AL12_MOUSE;ROA3_MOUSE,22,147.3351696,2.473351696,Injured,Non-injured,;spliceosomal complex,;RNA binding,";mRNA processing,RNA splicing"
Injured / Non-injured,A2AQ50;A2AQ51;A2AQ52;P55014;P55014-3;P55014-4,A2AQ50;A2AQ51;A2AQ52;P55014;P55014-3;P55014-4,-2.494713561,2.494713561,0.000543796,0.00025544,8,A2AQ50;A2AQ51;A2AQ52;P55014;P55014-3;P55014-4,Slc12a1,Solute carrier family 12 member 1;Solute carrier family 12 member 1;Solute carrier family 12 member 1;Solute carrier family 12 member 1;Isoform B of Solute carrier family 12 member 1;Isoform F of Solute carrier family 12 member 1,A2AQ50_MOUSE;A2AQ51_MOUSE;A2AQ52_MOUSE;S12A1_MOUSE;S12A1_MOUSE;S12A1_MOUSE,23,-82.25743571,0.177425643,Injured,Non-injured,";;;integral component of membrane,apical plasma membrane,extracellular exosome;;",";;;protein binding,sodium:potassium:chloride symporter activity;;",";;;kidney development,potassium ion transport,sodium ion transport,excretion,chemical homeostasis,positive regulation of calcineurin-NFAT signaling cascade,cellular hyperosmotic salinity response,chloride transmembrane transport;;"
Injured / Non-injured,A2ATU0,A2ATU0,-1.938278947,1.938278947,0.000380776,0.00025544,8,A2ATU0,Dhtkd1,"Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial",DHTK1_MOUSE,11,-73.90724737,0.260927526,Injured,Non-injured,"mitochondrion,oxoglutarate dehydrogenase complex,cytosol","oxoglutarate dehydrogenase (succinyl-transferring) activity,thiamine pyrophosphate binding","hematopoietic progenitor cell differentiation,generation of precursor metabolites and energy,glycolytic process,tricarboxylic acid cycle"
