Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process
Injured / Non-injured,P47911,P47911,0.694276554,0.694276554,1.16E-11,5.91E-10,16,P47911,Rpl6,60S ribosomal protein L6,RL6_MOUSE,14,61.80728398,1.61807284,Injured,Non-injured,"nucleus,nucleolus,cytoplasm,focal adhesion,membrane,cytosolic large ribosomal subunit,cytoplasmic ribonucleoprotein granule","RNA binding,structural constituent of ribosome,cadherin binding","ribosomal large subunit assembly,cytoplasmic translation"
Injured / Non-injured,Q3UNZ8,Q3UNZ8,-1.541482177,1.541482177,1.92E-11,5.91E-10,16,Q3UNZ8,NaN,Quinone oxidoreductase-like protein 2,QORL2_MOUSE,19,-65.64676604,0.34353234,Injured,Non-injured,mitochondrion,oxidoreductase activity,oxidation-reduction process
Injured / Non-injured,Q8BK30,Q8BK30,-1.905524579,1.905524579,1.51E-11,5.91E-10,16,Q8BK30,Ndufv3,"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial",NDUV3_MOUSE,2,-73.30807202,0.26691928,Injured,Non-injured,"nucleoplasm,mitochondrion,mitochondrial respiratory chain complex I",RNA binding,mitochondrial ATP synthesis coupled electron transport
Injured / Non-injured,Q8BMS1,Q8BMS1,-1.035351417,1.035351417,2.02E-11,5.91E-10,16,Q8BMS1,Hadha,"Trifunctional enzyme subunit alpha, mitochondrial",ECHA_MOUSE,40,-51.21029778,0.487897022,Injured,Non-injured,"mitochondrion,mitochondrial inner membrane,mitochondrial fatty acid beta-oxidation multienzyme complex,extracellular matrix,mitochondrial nucleoid","fatty-acyl-CoA binding,acetyl-CoA C-acyltransferase activity,enoyl-CoA hydratase activity,long-chain-enoyl-CoA hydratase activity,long-chain-3-hydroxyacyl-CoA dehydrogenase activity,protein complex binding,NAD binding","fatty acid beta-oxidation,response to insulin,response to drug"
Injured / Non-injured,Q99MR8,Q99MR8,-1.655425957,1.655425957,1.71E-11,5.91E-10,16,Q99MR8,Mccc1,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",MCCA_MOUSE,38,-68.25559939,0.317444006,Injured,Non-injured,"3-methylcrotonyl-CoA carboxylase complex, mitochondrial,mitochondrion,mitochondrial inner membrane,mitochondrial matrix,methylcrotonoyl-CoA carboxylase complex","biotin carboxylase activity,ATP binding,metal ion binding,methylcrotonoyl-CoA carboxylase activity",leucine catabolic process
Injured / Non-injured,Q9D0K2,Q9D0K2,-1.514735213,1.514735213,1.87E-11,5.91E-10,16,Q9D0K2,Oxct1,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",SCOT1_MOUSE,24,-65.0039309,0.349960691,Injured,Non-injured,"nucleoplasm,mitochondrion,mitochondrial matrix","3-oxoacid CoA-transferase activity,protein homodimerization activity","brain development,heart development,response to nutrient,response to hormone,response to activity,positive regulation of insulin secretion involved in cellular response to glucose stimulus,ketone catabolic process,response to drug,response to starvation,response to ethanol,cellular ketone body metabolic process,ketone body catabolic process,adipose tissue development"
Injured / Non-injured,Q9QXD1,Q9QXD1,-1.861482895,1.861482895,1.11E-11,5.91E-10,16,Q9QXD1,Acox2,Peroxisomal acyl-coenzyme A oxidase 2,ACOX2_MOUSE,21,-72.48067279,0.275193272,Injured,Non-injured,"mitochondrion,peroxisome,intracellular membrane-bounded organelle","acyl-CoA dehydrogenase activity,acyl-CoA oxidase activity,receptor binding,3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoyl-CoA 24-hydroxylase activity,protein homodimerization activity,flavin adenine dinucleotide binding,FAD binding","positive regulation of cell death,fatty acid beta-oxidation using acyl-CoA dehydrogenase,fatty acid beta-oxidation using acyl-CoA oxidase,positive regulation of response to oxidative stress"
Injured / Non-injured,P45952,P45952,-1.684455829,1.684455829,2.75E-11,7.59E-10,16,P45952,Acadm,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADM_MOUSE,34,-68.88797571,0.311120243,Injured,Non-injured,"nucleus,mitochondrion,mitochondrial matrix,nuclear speck,axon,mitochondrial membrane,extracellular exosome","acyl-CoA dehydrogenase activity,identical protein binding,flavin adenine dinucleotide binding,medium-chain-acyl-CoA dehydrogenase activity","liver development,glycogen biosynthetic process,organic acid metabolic process,regulation of gluconeogenesis,fatty acid beta-oxidation,heart development,response to cold,carnitine metabolic process,post-embryonic development,carnitine metabolic process, CoA-linked,fatty acid beta-oxidation using acyl-CoA dehydrogenase,response to starvation,carnitine biosynthetic process,medium-chain fatty acid metabolic process,medium-chain fatty acid catabolic process,cardiac muscle cell differentiation,oxidation-reduction process"
Injured / Non-injured,O08749,O08749,-1.186464682,1.186464682,4.12E-11,1.04E-09,16,O08749,Dld,"Dihydrolipoyl dehydrogenase, mitochondrial",DLDH_MOUSE,25,-56.06217629,0.439378237,Injured,Non-injured,"nucleoplasm,mitochondrion,mitochondrial matrix,cilium,motile cilium,acrosomal matrix,myelin sheath,oxoglutarate dehydrogenase complex,pyruvate dehydrogenase complex","dihydrolipoyl dehydrogenase activity,electron carrier activity,lipoamide binding,flavin adenine dinucleotide binding,NAD binding,pyruvate dehydrogenase (NAD+) activity","2-oxoglutarate metabolic process,mitochondrial electron transport, NADH to ubiquinone,proteolysis,gastrulation,aging,lipoate metabolic process,regulation of membrane potential,cell redox homeostasis,sperm capacitation,dihydrolipoamide metabolic process,mitochondrial acetyl-CoA biosynthetic process from pyruvate"
Injured / Non-injured,Q9DBL7,Q9DBL7,-1.314771047,1.314771047,4.21E-11,1.04E-09,16,Q9DBL7,Coasy,Bifunctional coenzyme A synthase,COASY_MOUSE,20,-59.80107148,0.401989285,Injured,Non-injured,"mitochondrial matrix,extracellular exosome","dephospho-CoA kinase activity,pantetheine-phosphate adenylyltransferase activity,ATP binding","coenzyme A biosynthetic process,phosphorylation"
Injured / Non-injured,P50171;P50171-2,P50171;P50171-2,-1.454837326,1.454837326,5.13E-11,1.21E-09,16,P50171;P50171-2,Hsd17b8,Estradiol 17-beta-dehydrogenase 8;Isoform Long of Estradiol 17-beta-dehydrogenase 8,DHB8_MOUSE,10,-63.5203783,0.364796217,Injured,Non-injured,"mitochondrion,mitochondrial envelope,mitochondrial matrix,plasma membrane,membrane;","3-hydroxyacyl-CoA dehydrogenase activity,estradiol 17-beta-dehydrogenase activity,3-oxoacyl-[acyl-carrier-protein] reductase (NADH) activity,testosterone dehydrogenase (NAD+) activity,NADH binding;","fatty acid biosynthetic process,estrogen biosynthetic process,androgen metabolic process,estrogen metabolic process,protein heterotetramerization,oxidation-reduction process;"
Injured / Non-injured,A0A0R4J0P1;Q9D7B6,A0A0R4J0P1;Q9D7B6,-1.236308156,1.236308156,5.49E-11,1.24E-09,16,A0A0R4J0P1;Q9D7B6,Acad8,"Acyl-Coenzyme A dehydrogenase family, member 8;Isobutyryl-CoA dehydrogenase, mitochondrial",A0A0R4J0P1_MOUSE;ACAD8_MOUSE,23,-57.55425496,0.42445745,Injured,Non-injured,;mitochondrion,";acyl-CoA dehydrogenase activity,flavin adenine dinucleotide binding",";valine catabolic process,lipid metabolic process,oxidation-reduction process"
Injured / Non-injured,Q8R4N0,Q8R4N0,-1.533043069,1.533043069,6.17E-11,1.33E-09,16,Q8R4N0,Clybl,"Citrate lyase subunit beta-like protein, mitochondrial",CLYBL_MOUSE,21,-65.44522642,0.345547736,Injured,Non-injured,mitochondrion,"magnesium ion binding,malate synthase activity",
Injured / Non-injured,B1AU25;Q9Z0X1,B1AU25;Q9Z0X1,-1.183737401,1.183737401,7.02E-11,1.45E-09,16,B1AU25;Q9Z0X1,Aifm1,"Apoptosis-inducing factor 1, mitochondrial;Apoptosis-inducing factor 1, mitochondrial",B1AU25_MOUSE;AIFM1_MOUSE,25,-55.97903738,0.440209626,Injured,Non-injured,";nucleus,cytoplasm,mitochondrion,mitochondrial outer membrane,mitochondrial inner membrane,mitochondrial intermembrane space,cytosol,perinuclear region of cytoplasm",";DNA binding,electron-transferring-flavoprotein dehydrogenase activity,protein binding,NAD(P)H oxidase activity,oxidoreductase activity, acting on NAD(P)H,protein dimerization activity,FAD binding",";response to ischemia,apoptotic process,activation of cysteine-type endopeptidase activity involved in apoptotic process,response to oxidative stress,apoptotic mitochondrial changes,response to toxic substance,positive regulation of cell death,respiratory electron transport chain,neuron differentiation,mitochondrial respiratory chain complex I assembly,positive regulation of apoptotic process,positive regulation of neuron apoptotic process,neuron apoptotic process,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,cellular response to hydrogen peroxide,cellular response to estradiol stimulus,cellular response to nitric oxide,cellular response to oxygen-glucose deprivation,response to L-glutamate,regulation of apoptotic DNA fragmentation,cellular response to aldosterone"
Injured / Non-injured,A0A0R4J023;Q9JLZ3,A0A0R4J023;Q9JLZ3,-1.314901771,1.314901771,8.08E-11,1.48E-09,16,A0A0R4J023;Q9JLZ3,Auh,"Methylglutaconyl-CoA hydratase, mitochondrial;Methylglutaconyl-CoA hydratase, mitochondrial",A0A0R4J023_MOUSE;AUHM_MOUSE,13,-59.80471378,0.401952862,Injured,Non-injured,;mitochondrion,";RNA binding,mRNA 3'-UTR binding,enoyl-CoA hydratase activity,methylglutaconyl-CoA hydratase activity",";nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay,leucine catabolic process,fatty acid beta-oxidation"
Injured / Non-injured,P26443,P26443,-0.811884801,0.811884801,7.99E-11,1.48E-09,16,P26443,Glud1,"Glutamate dehydrogenase 1, mitochondrial",DHE3_MOUSE,37,-43.03628276,0.569637172,Injured,Non-injured,"cytoplasm,mitochondrion,mitochondrial inner membrane,mitochondrial matrix","glutamate dehydrogenase (NAD+) activity,glutamate dehydrogenase [NAD(P)+] activity,protein binding,ATP binding,GTP binding,enzyme binding,ADP binding,NAD+ binding,leucine binding","glutamate biosynthetic process,glutamate catabolic process,glutamine metabolic process,long-term memory,response to aluminum ion,cerebellum development,positive regulation of insulin secretion,oxidation-reduction process,tricarboxylic acid metabolic process"
Injured / Non-injured,Q8BH95,Q8BH95,-1.259855613,1.259855613,7.66E-11,1.48E-09,16,Q8BH95,Echs1,"Enoyl-CoA hydratase, mitochondrial",ECHM_MOUSE,16,-58.24142498,0.41758575,Injured,Non-injured,"mitochondrion,mitochondrial matrix,extracellular exosome",enoyl-CoA hydratase activity,fatty acid beta-oxidation
Injured / Non-injured,A2ATU0,A2ATU0,-1.550343008,1.550343008,9.71E-11,1.60E-09,16,A2ATU0,Dhtkd1,"Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial",DHTK1_MOUSE,23,-65.85711219,0.341428878,Injured,Non-injured,"mitochondrion,oxoglutarate dehydrogenase complex,cytosol","oxoglutarate dehydrogenase (succinyl-transferring) activity,thiamine pyrophosphate binding","hematopoietic progenitor cell differentiation,generation of precursor metabolites and energy,glycolytic process,tricarboxylic acid cycle"
Injured / Non-injured,Q3ULD5,Q3ULD5,-1.491799687,1.491799687,1.00E-10,1.60E-09,16,Q3ULD5,Mccc2,"Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial",MCCB_MOUSE,30,-64.44312814,0.355568719,Injured,Non-injured,"mitochondrion,mitochondrial matrix,methylcrotonoyl-CoA carboxylase complex","ATP binding,methylcrotonoyl-CoA carboxylase activity","leucine catabolic process,coenzyme A metabolic process"
Injured / Non-injured,Q8VI75,Q8VI75,2.092850541,2.092850541,9.13E-11,1.60E-09,16,Q8VI75,Ipo4,Importin-4,IPO4_MOUSE,12,326.5901165,4.265901165,Injured,Non-injured,"nuclear chromatin,cytoplasm,membrane,nuclear membrane,nuclear periphery,protein complex","protein binding,nuclear localization sequence binding,Ran GTPase binding,protein transporter activity","protein import into nucleus, translocation,DNA replication-dependent nucleosome assembly,DNA replication-independent nucleosome assembly,NLS-bearing protein import into nucleus,ribosomal protein import into nucleus,ribosome biogenesis"
Injured / Non-injured,Q9CZN7,Q9CZN7,-1.328924329,1.328924329,9.54E-11,1.60E-09,16,Q9CZN7,Shmt2,Serine hydroxymethyltransferase,Q9CZN7_MOUSE,33,-60.19350722,0.398064928,Injured,Non-injured,"nucleus,cytoplasm,mitochondrion,mitochondrial inner membrane,mitochondrial intermembrane space,mitochondrial matrix,microtubule cytoskeleton,mitochondrial nucleoid,extracellular exosome,BRISC complex","chromatin binding,glycine hydroxymethyltransferase activity,L-allo-threonine aldolase activity,amino acid binding,pyridoxal phosphate binding,identical protein binding","glycine metabolic process,L-serine metabolic process,L-serine biosynthetic process,one-carbon metabolic process,positive regulation of cell proliferation,glycine biosynthetic process from serine,response to type I interferon,tetrahydrofolate interconversion,tetrahydrofolate metabolic process,protein tetramerization,protein homotetramerization,protein K63-linked deubiquitination"
Injured / Non-injured,P12970,P12970,0.649314675,0.649314675,1.08E-10,1.67E-09,16,P12970,Rpl7a,60S ribosomal protein L7a,RL7A_MOUSE,22,56.84229689,1.568422969,Injured,Non-injured,"nucleus,nucleolus,cytoplasm,focal adhesion,membrane,cytosolic large ribosomal subunit,polysomal ribosome,extracellular exosome","RNA binding,protein binding,cadherin binding","maturation of LSU-rRNA,translation"
Injured / Non-injured,Q91ZA3,Q91ZA3,-1.253504655,1.253504655,1.17E-10,1.77E-09,16,Q91ZA3,Pcca,"Propionyl-CoA carboxylase alpha chain, mitochondrial",PCCA_MOUSE,41,-58.05719232,0.419428077,Injured,Non-injured,"mitochondrion,mitochondrial matrix","biotin carboxylase activity,propionyl-CoA carboxylase activity,ATP binding,enzyme binding,metal ion binding",
Injured / Non-injured,Q9WUR9,Q9WUR9,-1.395751414,1.395751414,1.22E-10,1.78E-09,16,Q9WUR9,Ak4,"Adenylate kinase 4, mitochondrial",KAD4_MOUSE,14,-61.99533071,0.380046693,Injured,Non-injured,"mitochondrion,mitochondrial matrix,extracellular exosome","adenylate kinase activity,nucleoside diphosphate kinase activity,ATP binding,GTP binding,nucleoside triphosphate adenylate kinase activity","liver development,nucleoside diphosphate phosphorylation,brain development,nucleoside triphosphate biosynthetic process,response to drug,AMP metabolic process,ATP metabolic process,GTP metabolic process"
Injured / Non-injured,P16460,P16460,-1.496963937,1.496963937,1.28E-10,1.80E-09,16,P16460,Ass1,Argininosuccinate synthase,ASSY_MOUSE,35,-64.57017947,0.354298205,Injured,Non-injured,"mitochondrion,cytosol,myelin sheath,extracellular exosome","RNA binding,argininosuccinate synthase activity,ATP binding,amino acid binding,identical protein binding","urea cycle,citrulline metabolic process,argininosuccinate metabolic process,arginine biosynthetic process,aspartate metabolic process,positive regulation of nitric oxide biosynthetic process,cellular response to laminar fluid shear stress,negative regulation of leukocyte cell-cell adhesion"
Injured / Non-injured,Q61206,Q61206,0.850537436,0.850537436,1.35E-10,1.80E-09,16,Q61206,Pafah1b2,Platelet-activating factor acetylhydrolase IB subunit beta,PA1B2_MOUSE,7,80.31725215,1.803172521,Injured,Non-injured,"fibrillar center,nucleolus,cytoplasm,cytosol,plasma membrane,extracellular exosome","1-alkyl-2-acetylglycerophosphocholine esterase activity,protein binding,protein homodimerization activity,protein heterodimerization activity,platelet-activating factor acetyltransferase activity","movement of cell or subcellular component,spermatogenesis,brain development,lipid catabolic process,positive regulation of macroautophagy"
Injured / Non-injured,Q91X52,Q91X52,-1.444543361,1.444543361,1.32E-10,1.80E-09,16,Q91X52,Dcxr,L-xylulose reductase,DCXR_MOUSE,11,-63.25915688,0.367408431,Injured,Non-injured,"nucleus,cytoplasmic microtubule,microvillus,brush border,apical plasma membrane,extracellular exosome","oxidoreductase activity, acting on CH-OH group of donors,oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor,identical protein binding,L-xylulose reductase (NADP+) activity","xylulose metabolic process,glucose metabolic process,NADP metabolic process,D-xylose metabolic process,protein homotetramerization,oxidation-reduction process"
Injured / Non-injured,Q91YP0,Q91YP0,-1.375075777,1.375075777,1.38E-10,1.80E-09,16,Q91YP0,L2hgdh,"L-2-hydroxyglutarate dehydrogenase, mitochondrial",L2HDH_MOUSE,19,-61.44675442,0.385532456,Injured,Non-injured,"mitochondrion,integral component of membrane",2-hydroxyglutarate dehydrogenase activity,"cellular protein metabolic process,oxidation-reduction process"
Injured / Non-injured,A0A0R4J050,A0A0R4J050,-2.278698759,2.278698759,1.57E-10,2.00E-09,16,A0A0R4J050,Acy1,Aminoacylase-1,A0A0R4J050_MOUSE,20,-79.39164521,0.206083548,Injured,Non-injured,,,
Injured / Non-injured,Q8CHT0,Q8CHT0,-1.654150708,1.654150708,1.65E-10,2.05E-09,16,Q8CHT0,Aldh4a1,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",AL4A1_MOUSE,25,-68.22752699,0.31772473,Injured,Non-injured,"mitochondrion,mitochondrial matrix","1-pyrroline-5-carboxylate dehydrogenase activity,aldehyde dehydrogenase (NAD) activity,identical protein binding","proline catabolic process to glutamate,oxidation-reduction process"
Injured / Non-injured,Q61166,Q61166,0.883803884,0.883803884,1.78E-10,2.15E-09,16,Q61166,Mapre1,Microtubule-associated protein RP/EB family member 1,MARE1_MOUSE,15,84.52341328,1.845234133,Injured,Non-injured,"Golgi apparatus,centrosome,microtubule,microtubule cytoskeleton,cortical microtubule cytoskeleton,cell projection membrane,cell projection,spindle,cytoplasmic microtubule,microtubule plus-end","RNA binding,protein binding,identical protein binding,cadherin binding,microtubule plus-end binding","cell cycle,negative regulation of microtubule polymerization,protein localization to microtubule,cell division,positive regulation of microtubule plus-end binding"
Injured / Non-injured,Q9D6R2,Q9D6R2,-1.226647917,1.226647917,1.85E-10,2.19E-09,16,Q9D6R2,Idh3a,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial",IDH3A_MOUSE,18,-57.26908596,0.42730914,Injured,Non-injured,"nucleus,mitochondrion,myelin sheath","magnesium ion binding,isocitrate dehydrogenase (NAD+) activity,NAD binding",tricarboxylic acid cycle
Injured / Non-injured,P14206,P14206,0.636782028,0.636782028,2.17E-10,2.50E-09,16,P14206,Rpsa,40S ribosomal protein SA,RSSA_MOUSE,16,55.48571354,1.554857135,Injured,Non-injured,"basement membrane,nucleus,cytoplasm,plasma membrane,small ribosomal subunit,membrane,cytosolic small ribosomal subunit,90S preribosome,neuronal cell body,extracellular exosome","RNA binding,structural constituent of ribosome,laminin receptor activity,ribosome binding,laminin binding","ribosomal small subunit assembly,endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA),rRNA export from nucleus,translation,epithelial cell differentiation,cell-cell adhesion"
Injured / Non-injured,Q80XN0,Q80XN0,-2.062077959,2.062077959,2.25E-10,2.50E-09,16,Q80XN0,Bdh1,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial",BDH_MOUSE,15,-76.0529136,0.239470864,Injured,Non-injured,"nucleoplasm,mitochondrion,mitochondrial inner membrane,mitochondrial matrix,matrix side of mitochondrial inner membrane",3-hydroxybutyrate dehydrogenase activity,oxidation-reduction process
Injured / Non-injured,Q9D964,Q9D964,-1.647942803,1.647942803,2.27E-10,2.50E-09,16,Q9D964,Gatm,"Glycine amidinotransferase, mitochondrial",GATM_MOUSE,27,-68.09051572,0.319094843,Injured,Non-injured,"mitochondrion,mitochondrial inner membrane,mitochondrial intermembrane space,extracellular exosome","amidinotransferase activity,glycine amidinotransferase activity","creatine metabolic process,creatine biosynthetic process,multicellular organism development,learning or memory,muscle atrophy"
Injured / Non-injured,P35486,P35486,-1.136458343,1.136458343,3.17E-10,3.28E-09,16,P35486,Pdha1,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",ODPA_MOUSE,25,-54.51251244,0.454874876,Injured,Non-injured,"nucleus,nucleolus,mitochondrion,mitochondrial matrix,myelin sheath,pyruvate dehydrogenase complex","pyruvate dehydrogenase activity,pyruvate dehydrogenase (acetyl-transferring) activity,pyruvate dehydrogenase (NAD+) activity","glucose metabolic process,acetyl-CoA biosynthetic process from pyruvate,tricarboxylic acid cycle,mitochondrial acetyl-CoA biosynthetic process from pyruvate"
Injured / Non-injured,P68040,P68040,0.696230765,0.696230765,3.18E-10,3.28E-09,16,P68040,Rack1,Receptor of activated protein C kinase 1,RACK1_MOUSE,23,62.02660953,1.620266095,Injured,Non-injured,"phagocytic cup,nucleus,nucleoplasm,cytoplasm,mitochondrion,cytosol,small ribosomal subunit,dendrite,midbody,neuron projection,neuronal cell body,perikaryon,cell body,perinuclear region of cytoplasm,extracellular exosome,IRE1-RACK1-PP2A complex","RNA binding,receptor activity,protein kinase C binding,protein binding,ion channel inhibitor activity,cysteine-type endopeptidase activator activity involved in apoptotic process,enzyme binding,protein phosphatase binding,protein tyrosine kinase inhibitor activity,cyclin binding,receptor tyrosine kinase binding,signaling adaptor activity,SH2 domain binding,protein homodimerization activity,ribosome binding,cadherin binding","osteoblast differentiation,positive regulation of protein phosphorylation,translation,apoptotic process,activation of cysteine-type endopeptidase activity involved in apoptotic process,cell cycle,gastrulation,protein localization,negative regulation of gene expression,protein ubiquitination,negative regulation of translation,negative regulation of Wnt signaling pathway,negative regulation of cell growth,positive regulation of cell migration,positive regulation of cAMP catabolic process,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,positive regulation of protein homooligomerization,regulation of protein localization,negative regulation of peptidyl-serine phosphorylation,intracellular signal transduction,positive regulation of Golgi to plasma membrane protein transport,positive regulation of apoptotic process,pigmentation,positive regulation of GTPase activity,rhythmic process,negative regulation of phagocytosis,regulation of cell division,positive regulation of cyclic-nucleotide phosphodiesterase activity,regulation of cell cycle,negative regulation of protein kinase B signaling,positive regulation of mitochondrial depolarization,negative regulation of protein tyrosine kinase activity,cellular response to glucose stimulus,cellular response to growth factor stimulus,rescue of stalled ribosome,negative regulation of hydrogen peroxide-induced neuron death,regulation of establishment of cell polarity,positive regulation of gastrulation,positive regulation of intrinsic apoptotic signaling pathway"
Injured / Non-injured,P97823,P97823,-1.436703881,1.436703881,3.11E-10,3.28E-09,16,P97823,Lypla1,Acyl-protein thioesterase 1,LYPA1_MOUSE,9,-63.05896689,0.369410331,Injured,Non-injured,"mitochondrion,cytosol,extracellular exosome","palmitoyl-(protein) hydrolase activity,lipase activity,carboxylic ester hydrolase activity","protein depalmitoylation,fatty acid metabolic process,negative regulation of Golgi to plasma membrane protein transport"
