PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.CellularComponent,PG.BiologicalProcess,PG.MolecularFunction,PG.Qvalue,[1] 22_0518_009_SSL2_ND_Non_23_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0518_010_SSL2_ND_Non_27_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0518_011_SSL2_ND_Non_24_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0518_014_SSL2_ND_Non_29_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0518_015_SSL2_ND_Non_26_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0518_016_SSL2_ND_Non_30_DIA_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0519_001_SSL2_ND_Non_28_DIA_02.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0519_002_SSL2_ND_Non_25_DIA_02.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0518_009_SSL2_ND_Non_23_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0518_010_SSL2_ND_Non_27_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0518_011_SSL2_ND_Non_24_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0518_014_SSL2_ND_Non_29_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0518_015_SSL2_ND_Non_26_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0518_016_SSL2_ND_Non_30_DIA_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0519_001_SSL2_ND_Non_28_DIA_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0519_002_SSL2_ND_Non_25_DIA_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0518_009_SSL2_ND_Non_23_DIA_01.wiff.PG.Quantity,[2] 22_0518_010_SSL2_ND_Non_27_DIA_01.wiff.PG.Quantity,[3] 22_0518_011_SSL2_ND_Non_24_DIA_01.wiff.PG.Quantity,[4] 22_0518_014_SSL2_ND_Non_29_DIA_01.wiff.PG.Quantity,[5] 22_0518_015_SSL2_ND_Non_26_DIA_01.wiff.PG.Quantity,[6] 22_0518_016_SSL2_ND_Non_30_DIA_01.wiff.PG.Quantity,[7] 22_0519_001_SSL2_ND_Non_28_DIA_02.wiff.PG.Quantity,[8] 22_0519_002_SSL2_ND_Non_25_DIA_02.wiff.PG.Quantity
Eef1a1,Elongation factor 1-alpha 1,P10126,EF1A1_MOUSE,"extracellular space,nucleus,nucleolus,cytoplasm,cytosol,plasma membrane,membrane,cortical actin cytoskeleton,ruffle membrane,myelin sheath,extracellular exosome","translational elongation,aging,positive regulation of cell death,positive regulation of neuron projection development,cellular response to drug,protein homooligomerization,cellular response to epidermal growth factor stimulus,negative regulation of reactive oxygen species biosynthetic process,cellular response to nerve growth factor stimulus","tRNA binding,RNA binding,mRNA binding,translation elongation factor activity,GTPase activity,protein binding,GTP binding,drug binding,protein kinase binding",7.91E-54,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,33,3507.071045,4830.946777,3357.231201,5252.511719,3583.560547,5447.897461,6396.009277,3267.126465
Nid1,Nidogen-1,P10493,NID1_MOUSE,"extracellular region,proteinaceous extracellular matrix,basement membrane,basal lamina,extracellular space,extracellular matrix,extracellular exosome,cell periphery","cell-matrix adhesion,positive regulation of cell-substrate adhesion,extracellular matrix disassembly,extracellular matrix organization,glomerular basement membrane development","calcium ion binding,protein binding,collagen binding,laminin binding,laminin-1 binding,proteoglycan binding,extracellular matrix binding",2.13E-40,7,8,8,8,6,8,8,6,7,8,8,8,6,8,8,6,13.66993237,29.1964283,15.68707371,25.71046448,13.13345242,35.52936172,107.6714935,8.600871086
Alad,Delta-aminolevulinic acid dehydratase,P10518,HEM2_MOUSE,"nucleus,cytosol,proteasome core complex,extracellular exosome","response to hypoxia,protoporphyrinogen IX biosynthetic process,heme biosynthetic process,response to oxidative stress,response to herbicide,response to iron ion,response to zinc ion,response to aluminum ion,response to ionizing radiation,response to vitamin B1,response to selenium ion,response to activity,response to cobalt ion,response to lipopolysaccharide,response to vitamin E,response to drug,response to amino acid,response to ethanol,response to arsenic-containing substance,response to cadmium ion,response to mercury ion,protein homooligomerization,response to glucocorticoid,response to methylmercury,response to platinum ion,response to fatty acid,cellular response to lead ion,cellular response to interleukin-4,negative regulation of proteasomal protein catabolic process","porphobilinogen synthase activity,zinc ion binding,identical protein binding,proteasome core complex binding",6.26E-69,12,12,12,11,12,12,11,12,12,12,12,11,12,12,11,12,96.23181152,76.95074463,113.302681,69.20690918,99.58673859,83.64671326,31.10569191,109.3515778
Ctsb,Cathepsin B,P10605,CATB_MOUSE,"extracellular space,nucleolus,mitochondrion,lysosome,melanosome,intracellular membrane-bounded organelle,perinuclear region of cytoplasm,extracellular exosome","proteolysis,collagen catabolic process,epithelial cell differentiation,decidualization,viral entry into host cell,regulation of catalytic activity,proteolysis involved in cellular protein catabolic process,cellular response to thyroid hormone stimulus","cysteine-type endopeptidase activity,collagen binding,peptidase activity,cysteine-type peptidase activity,proteoglycan binding",4.93E-51,16,16,16,16,16,16,16,15,16,16,16,16,16,16,16,15,331.5632324,783.7781982,260.3294067,815.4644165,455.796936,824.6516113,1133.891113,262.833374
Eif4a2,Eukaryotic initiation factor 4A-II;Isoform 2 of Eukaryotic initiation factor 4A-II,P10630;P10630-2,IF4A2_MOUSE,"nucleolus,cytoplasm,perinuclear region of cytoplasm;","translational initiation,regulation of gene expression,RNA secondary structure unwinding,negative regulation of RNA-directed RNA polymerase activity,cellular response to leukemia inhibitory factor;","RNA binding,translation initiation factor activity,ATP-dependent RNA helicase activity,ATP binding,ATPase activity;",1.47E-49,13,13,13,13,13,13,12,13,13,13,13,13,13,13,12,13,303.601593,448.2443542,352.3833618,422.7091675,336.7998962,519.7110596,455.4908447,289.2989502
Txn,Thioredoxin,P10639,THIO_MOUSE,"nucleus,cytoplasm,mitochondrion,cytosol,extracellular exosome","negative regulation of transcription from RNA polymerase II promoter,transcription, DNA-templated,glycerol ether metabolic process,response to radiation,positive regulation of peptidyl-serine phosphorylation,regulation of protein import into nucleus, translocation,cellular response to oxidative stress,positive regulation of DNA binding,cell redox homeostasis,negative regulation of protein export from nucleus,oxidation-reduction process,cellular oxidant detoxification,negative regulation of hydrogen peroxide-induced cell death","RNA binding,thioredoxin-disulfide reductase activity,protein binding,protein disulfide oxidoreductase activity,peptide disulfide oxidoreductase activity,oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor,protein-disulfide reductase activity",2.67E-51,10,11,11,11,10,10,11,11,10,11,11,11,10,10,11,11,571.180542,700.7449341,597.9831543,761.8909302,469.0700378,746.3043213,580.0507813,493.852417
Gsta2;Gsta1,Glutathione S-transferase A2;Glutathione S-transferase A1,P10648;P13745,GSTA2_MOUSE;GSTA1_MOUSE,"cytosol,extracellular exosome;cytosol,extracellular exosome","glutathione metabolic process,response to stilbenoid;glutathione metabolic process,response to stilbenoid",glutathione transferase activity;glutathione transferase activity,9.70E-54,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,356.3414001,488.6906433,304.6824341,597.375,347.3536072,323.6496277,27.22376633,308.9408264
Gstm1,Glutathione S-transferase Mu 1,P10649,GSTM1_MOUSE,"cytoplasm,myelin sheath","glutathione metabolic process,cellular response to drug","glutathione transferase activity,protein binding,identical protein binding,protein homodimerization activity,protein heterodimerization activity",1.67E-50,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,1301.849731,1044.417236,1364.19873,1028.835693,1161.525269,920.1193237,408.507782,1448.382568
Cd14,Monocyte differentiation antigen CD14,P10810,CD14_MOUSE,"extracellular space,Golgi apparatus,external side of plasma membrane,anchored component of external side of plasma membrane,membrane raft,lipopolysaccharide receptor complex,extracellular exosome","response to molecule of bacterial origin,receptor-mediated endocytosis,inflammatory response,response to heat,response to bacterium,lipopolysaccharide-mediated signaling pathway,response to magnesium ion,positive regulation of type I interferon production,positive regulation of interferon-gamma production,positive regulation of tumor necrosis factor production,toll-like receptor 4 signaling pathway,response to tumor necrosis factor,innate immune response,response to ethanol,positive regulation of endocytosis,response to electrical stimulus,cellular response to molecule of bacterial origin,cellular response to lipopolysaccharide,cellular response to lipoteichoic acid,cellular response to diacyl bacterial lipopeptide,cellular response to triacyl bacterial lipopeptide,positive regulation of NIK/NF-kappaB signaling,positive regulation of interleukin-8 secretion","lipopolysaccharide binding,lipoteichoic acid binding,lipopeptide binding",1.28E-14,1,2,1,2,2,2,2,Filtered,1,2,1,2,2,2,2,Filtered,11.3049202,13.32423115,28.73711586,64.37113953,28.56338692,66.52159119,78.35314941,Filtered
Slc3a2,4F2 cell-surface antigen heavy chain;Isoform 2 of 4F2 cell-surface antigen heavy chain,P10852;P10852-2,4F2_MOUSE,"nucleus,cytosol,plasma membrane,cell surface,membrane,integral component of membrane,apical plasma membrane,melanosome,extracellular exosome;","carbohydrate metabolic process,tryptophan transport,response to exogenous dsRNA,leucine import;","RNA binding,double-stranded RNA binding,catalytic activity,protein binding,neutral amino acid transmembrane transporter activity,cadherin binding;",2.00E-58,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,246.443985,156.8205261,278.1557617,164.7966766,256.5859985,105.0732117,210.6269836,247.1239166
Hist1h2bf;Hist1h2bm;Hist1h2bb;Hist1h2bh;Hist2h2bb;Hist1h2bc;Hist1h2br;Hist1h2bk;Hist1h2bp;Hist1h2bp,Histone H2B type 1-F/J/L;Histone H2B type 1-M;Histone H2B type 1-B;Histone H2B type 1-H;Histone H2B type 2-B;Histone H2B type 1-C/E/G;Histone H2B;Histone H2B type 1-K;Histone H2B type 1-P;Isoform 2 of Histone H2B type 1-P,P10853;P10854;Q64475;Q64478;Q64525;Q6ZWY9;Q8CBB6;Q8CGP1;Q8CGP2;Q8CGP2-2,H2B1F_MOUSE;H2B1M_MOUSE;H2B1B_MOUSE;H2B1H_MOUSE;H2B2B_MOUSE;H2B1C_MOUSE;Q8CBB6_MOUSE;H2B1K_MOUSE;H2B1P_MOUSE;H2B1P_MOUSE,"nucleosome,extracellular space,nucleus,nucleoplasm,cytosol,extracellular exosome;nucleosome,nucleus,nucleoplasm,cytosol,extracellular exosome;nuclear chromosome, telomeric region,nucleosome,nucleus,nucleoplasm,cytosol;nucleosome,nucleoplasm;nucleosome,nucleus,nucleoplasm,cytosol,extracellular exosome;nucleosome,extracellular space,nucleus,nucleoplasm,cytosol,extracellular exosome;;nucleosome,extracellular space,nucleus,nucleoplasm,cytosol;nucleosome,nucleus,nucleoplasm,cytosol;","innate immune response in mucosa,nucleosome assembly,antibacterial humoral response,defense response to Gram-positive bacterium,Requires Ontology;nucleosome assembly;nucleosome assembly;nucleosome assembly;nucleosome assembly;innate immune response in mucosa,nucleosome assembly,antibacterial humoral response,defense response to Gram-positive bacterium,Requires Ontology;;innate immune response in mucosa,nucleosome assembly,antibacterial humoral response,killing of cells of other organism,defense response to Gram-negative bacterium,defense response to Gram-positive bacterium,Requires Ontology;nucleosome assembly;","DNA binding,protein heterodimerization activity;DNA binding,protein heterodimerization activity;DNA binding,protein heterodimerization activity;DNA binding,protein heterodimerization activity;DNA binding,protein heterodimerization activity;DNA binding,identical protein binding,protein heterodimerization activity;;DNA binding,protein heterodimerization activity;DNA binding,protein heterodimerization activity;",2.85E-49,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,4096.958496,9195.780273,3774.002441,8442.163086,4818.171875,9362.972656,10214.99902,4727.319336
H1f0,Histone H1.0,P10922,H10_MOUSE,"nucleosome,nuclear chromatin,nucleus,nuclear euchromatin,Golgi apparatus,actin cytoskeleton,nuclear body,nucleolus",nucleosome assembly,"AT DNA binding,double-stranded DNA binding,RNA binding,chromatin DNA binding",4.67E-45,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,455.4506836,470.5913086,398.5431519,458.2056885,443.5275269,512.1907959,164.1508484,402.7418213
Sub1,Activated RNA polymerase II transcriptional coactivator p15,P11031,TCP4_MOUSE,"nucleus,transcription factor complex,nucleolus,extracellular exosome","regulation of transcription from RNA polymerase II promoter,transcription from RNA polymerase II promoter,DNA duplex unwinding,protein homooligomerization,positive regulation of transcription initiation from RNA polymerase II promoter,SMAD protein signal transduction","transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific binding,DNA helicase activity,double-stranded DNA binding,single-stranded DNA binding,transcription coactivator activity,RNA binding,activating transcription factor binding,identical protein binding",4.15E-42,3,3,3,3,3,3,2,2,3,3,3,3,3,3,2,2,18.95033455,27.75665474,30.0772419,34.37523651,20.65771294,65.90422821,32.17897034,16.25710487
Col1a1,Collagen alpha-1(I) chain;Isoform 2 of Collagen alpha-1(I) chain,P11087;P11087-2,CO1A1_MOUSE,"proteinaceous extracellular matrix,collagen trimer,collagen type I trimer,extracellular space,cytoplasm,endoplasmic reticulum,Golgi apparatus,secretory granule,extracellular matrix;","skeletal system development,blood vessel development,osteoblast differentiation,intramembranous ossification,endochondral ossification,visual perception,sensory perception of sound,positive regulation of epithelial to mesenchymal transition,negative regulation of cell-substrate adhesion,protein transport,collagen fibril organization,positive regulation of cell migration,response to corticosteroid,response to estradiol,collagen biosynthetic process,protein localization to nucleus,tooth mineralization,collagen-activated tyrosine kinase receptor signaling pathway,wound healing,response to drug,response to hydrogen peroxide,response to peptide hormone,skin development,skin morphogenesis,cellular response to fibroblast growth factor stimulus,tooth eruption,positive regulation of transcription, DNA-templated,skeletal system morphogenesis,embryonic skeletal system development,response to cAMP,response to hyperoxia,face morphogenesis,bone trabecula formation,cartilage development involved in endochondral bone morphogenesis,protein heterotrimerization,cellular response to amino acid stimulus,cellular response to mechanical stimulus,cellular response to retinoic acid,cellular response to vitamin E,cellular response to tumor necrosis factor,cellular response to epidermal growth factor stimulus,cellular response to transforming growth factor beta stimulus,positive regulation of canonical Wnt signaling pathway,cellular response to fluoride;","protease binding,extracellular matrix structural constituent,protein binding,identical protein binding,metal ion binding,platelet-derived growth factor binding;",6.74E-73,7,7,3,6,7,7,7,5,7,7,3,6,7,7,7,5,38.78999329,64.29801941,30.2390728,62.09267426,64.37172699,136.208847,631.1292114,11.42689514
Mpo,Myeloperoxidase,P11247,PERM_MOUSE,"extracellular space,nucleus,mitochondrion,secretory granule,azurophil granule,intracellular membrane-bounded organelle,extracellular exosome","response to yeast,hypochlorous acid biosynthetic process,respiratory burst involved in defense response,aging,response to mechanical stimulus,removal of superoxide radicals,response to food,response to lipopolysaccharide,low-density lipoprotein particle remodeling,defense response to bacterium,hydrogen peroxide catabolic process,negative regulation of growth of symbiont in host,defense response to fungus,oxidation-reduction process,response to gold nanoparticle","peroxidase activity,heparin binding,heme binding,metal ion binding",4.68E-29,2,4,1,4,5,4,5,2,2,4,0,4,5,4,5,2,3.348045111,4.020094872,NaN,4.569584846,6.639009476,7.275916576,89.58589935,3.172926903
Gpx1,Glutathione peroxidase 1,P11352,GPX1_MOUSE,"cytoplasm,mitochondrion,cytosol,extracellular exosome,Lewy body","response to reactive oxygen species,temperature homeostasis,endothelial cell development,negative regulation of inflammatory response to antigenic stimulus,lipid metabolic process,triglyceride metabolic process,glutathione metabolic process,apoptotic process,response to oxidative stress,sensory perception of sound,cell proliferation,intrinsic apoptotic signaling pathway in response to oxidative stress,response to xenobiotic stimulus,response to symbiotic bacterium,response to wounding,response to toxic substance,UV protection,response to selenium ion,response to gamma radiation,myotube differentiation,protein oxidation,response to hydroperoxide,regulation of mammary gland epithelial cell proliferation,regulation of gene expression, epigenetic,vasodilation,response to hydrogen peroxide,hydrogen peroxide catabolic process,negative regulation of apoptotic process,negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,skeletal muscle tissue regeneration,regulation of neuron apoptotic process,blood vessel endothelial cell migration,fat cell differentiation,cell redox homeostasis,skeletal muscle fiber development,myoblast proliferation,interaction with symbiont,positive regulation of protein kinase B signaling,heart contraction,angiogenesis involved in wound healing,regulation of proteasomal protein catabolic process,negative regulation of release of cytochrome c from mitochondria,cellular oxidant detoxification,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","glutathione peroxidase activity,protein binding,SH3 domain binding",9.95E-47,17,16,17,17,16,17,17,17,17,16,17,17,16,17,17,17,2067.602539,1355.798584,2272.247559,1512.25415,1953.679565,1290.3479,1025.213379,2269.853271
Lamp1,Lysosome-associated membrane glycoprotein 1,P11438,LAMP1_MOUSE,"cytoplasm,lysosome,endosome,late endosome,multivesicular body,cytosol,plasma membrane,synaptic vesicle,external side of plasma membrane,cell surface,endosome membrane,membrane,integral component of membrane,dendrite,vesicle,sarcolemma,melanosome,neuronal cell body,cytolytic granule,autolysosome,phagocytic vesicle,perinuclear region of cytoplasm,phagolysosome membrane,extracellular exosome,alveolar lamellar body","spermatogenesis,granzyme-mediated apoptotic signaling pathway,positive regulation of natural killer cell degranulation,positive regulation of natural killer cell mediated cytotoxicity,autophagic cell death,protein stabilization,establishment of protein localization to organelle,Golgi to lysosome transport,regulation of organelle transport along microtubule","protein binding,enzyme binding,protein domain specific binding",1.04E-44,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,110.1495209,175.5609589,88.20729828,187.1847076,88.18624878,183.8824463,209.1217499,85.12376404
Hsp90ab1,Heat shock protein HSP 90-beta,P11499,HS90B_MOUSE,"extracellular region,intracellular,nucleus,cytoplasm,mitochondrion,lysosomal membrane,cytosol,cell surface,membrane,inclusion body,basolateral plasma membrane,apical plasma membrane,brush border membrane,aryl hydrocarbon receptor complex,melanosome,protein complex,extracellular exosome,sperm head plasma membrane,ooplasm,COP9 signalosome","placenta development,protein folding,telomere maintenance via telomerase,response to salt stress,response to organic substance,virion attachment to host cell,positive regulation of transforming growth factor beta receptor signaling pathway,regulation of protein ubiquitination,positive regulation of protein binding,negative regulation of proteasomal ubiquitin-dependent protein catabolic process,positive regulation of phosphoprotein phosphatase activity,positive regulation of protein import into nucleus, translocation,cellular response to drug,response to cocaine,negative regulation of apoptotic process,negative regulation of neuron apoptotic process,positive regulation of nitric oxide biosynthetic process,positive regulation of cell differentiation,positive regulation of cell size,chaperone-mediated protein complex assembly,positive regulation of telomerase activity,regulation of interferon-gamma-mediated signaling pathway,regulation of type I interferon-mediated signaling pathway,negative regulation of cell cycle arrest,cellular response to interleukin-4,cellular response to organic cyclic compound,positive regulation of protein serine/threonine kinase activity,fibril organization,negative regulation of transforming growth factor beta activation,negative regulation of complement-dependent cytotoxicity,telomerase holoenzyme complex assembly,positive regulation of protein localization to cell surface","UTP binding,CTP binding,RNA binding,double-stranded RNA binding,protein binding,ATP binding,GTP binding,drug binding,sulfonylurea receptor binding,kinase binding,protein kinase binding,MHC class II protein complex binding,nitric-oxide synthase regulator activity,TPR domain binding,heat shock protein binding,dATP binding,peptide binding,protein homodimerization activity,histone deacetylase binding,ATP-dependent protein binding,ion channel binding,cadherin binding,protein dimerization activity,unfolded protein binding,DNA polymerase binding,disordered domain specific binding,histone methyltransferase binding,protein kinase regulator activity",6.89E-60,42,42,42,42,41,42,42,42,42,42,42,42,41,42,42,42,922.866272,1044.373169,1060.786133,1031.328979,842.0335083,1095.382446,1320.817383,893.375061
Mup2,Major urinary protein 2,P11589,MUP2_MOUSE,"extracellular space,nucleus,cytosol","energy reserve metabolic process,transport,biological_process,insulin receptor signaling pathway,aerobic respiration,positive regulation of gene expression,negative regulation of lipid storage,positive regulation of glucose metabolic process,heat generation,glucose homeostasis,locomotor rhythm,negative regulation of gluconeogenesis,positive regulation of lipid metabolic process,negative regulation of transcription, DNA-templated,negative regulation of lipid biosynthetic process,positive regulation of protein kinase B signaling,negative regulation of insulin secretion involved in cellular response to glucose stimulus,mitochondrion morphogenesis,cellular response to lipid","molecular_function,insulin-activated receptor activity,transporter activity,pheromone binding,small molecule binding",1.87E-20,2,2,2,3,2,2,3,2,2,2,2,3,2,2,3,2,1053.702637,9723.041992,895.7007446,9398.0625,655.4573364,7825.04834,3496.128174,600.434021
Lcn2,Neutrophil gelatinase-associated lipocalin,P11672,NGAL_MOUSE,"extracellular region,extracellular space,cytosol,extracellular exosome","ion transport,cellular iron ion homeostasis,response to virus,response to herbicide,response to mycotoxin,positive regulation of gene expression,siderophore transport,positive regulation of cell projection organization,cellular response to nutrient levels,response to drug,innate immune response,protein homotrimerization,cellular response to hydrogen peroxide,cellular response to lipopolysaccharide,cellular response to interleukin-1,cellular response to tumor necrosis factor,extrinsic apoptotic signaling pathway in absence of ligand","protease binding,transporter activity,iron ion binding,protein binding,small molecule binding,protein homodimerization activity",2.27E-52,5,5,3,5,4,5,5,4,5,5,3,5,4,5,5,4,37.42170334,722.2565918,7.983131409,540.4441528,41.39498138,415.0290833,268.2756958,4.296135902
Krt8,"Keratin, type II cytoskeletal 8",P11679,K2C8_MOUSE,"nucleus,nucleoplasm,cytoplasm,intermediate filament,cell-cell junction,dystrophin-associated glycoprotein complex,apicolateral plasma membrane,nuclear matrix,Z disc,sarcolemma,costamere,keratin filament,intermediate filament cytoskeleton,extracellular exosome,cell periphery","cell morphogenesis involved in differentiation,multicellular organism development,tumor necrosis factor-mediated signaling pathway,sarcomere organization,response to hydrostatic pressure,response to other organism,cell differentiation involved in embryonic placenta development,extrinsic apoptotic signaling pathway,hepatocyte apoptotic process","structural molecule activity,protein binding,protein complex binding,scaffold protein binding",8.93E-54,22,25,22,25,17,25,25,21,22,25,22,25,17,25,25,21,28.79648018,320.1248474,24.11344528,237.5540619,27.80753326,363.6720886,294.7862854,19.71307373
Agt,Angiotensinogen,P11859;Q3UTR7,ANGT_MOUSE;Q3UTR7_MOUSE,"extracellular space,intracellular,extracellular exosome,blood microparticle;","ovarian follicle rupture,blood vessel development,branching involved in ureteric bud morphogenesis,kidney development,regulation of systemic arterial blood pressure by circulatory renin-angiotensin,angiotensin mediated vasoconstriction involved in regulation of systemic arterial blood pressure,renal response to blood flow involved in circulatory renin-angiotensin regulation of systemic arterial blood pressure,renin-angiotensin regulation of aldosterone production,regulation of renal output by angiotensin,brain renin-angiotensin system,renal system process,cell-matrix adhesion,G-protein coupled receptor signaling pathway,activation of NF-kappaB-inducing kinase activity,excretion,establishment of blood-nerve barrier,regulation of blood pressure,negative regulation of cell proliferation,response to cold,response to salt stress,regulation of gene expression,positive regulation of activation of Janus kinase activity,positive regulation of endothelial cell migration,positive regulation of gene expression,positive regulation of cholesterol esterification,negative regulation of endopeptidase activity,positive regulation of phosphatidylinositol 3-kinase signaling,extracellular matrix organization,peristalsis,positive regulation of cellular protein metabolic process,positive regulation of peptidyl-serine phosphorylation,positive regulation of multicellular organism growth,hormone metabolic process,drinking behavior,regulation of apoptotic process,positive regulation of MAPK cascade,negative regulation of neuron apoptotic process,positive regulation of fatty acid biosynthetic process,positive regulation of epidermal growth factor receptor signaling pathway,positive regulation of transcription, DNA-templated,positive regulation of organ growth,astrocyte activation,smooth muscle cell proliferation,positive regulation of cytokine secretion,regulation of inflammatory response,positive regulation of peptidyl-tyrosine phosphorylation,smooth muscle cell differentiation,negative regulation of neurotrophin TRK receptor signaling pathway,positive regulation of protein tyrosine kinase activity,positive regulation of branching involved in ureteric bud morphogenesis,positive regulation of protein kinase C activity,regulation of extracellular matrix assembly,positive regulation of gap junction assembly,regulation of cardiac conduction,positive regulation of extrinsic apoptotic signaling pathway;","serine-type endopeptidase inhibitor activity,type 1 angiotensin receptor binding,type 2 angiotensin receptor binding;",1.26E-48,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,3,14.92791748,55.45678329,12.22620869,64.00418091,15.54452705,48.30950928,126.687439,1.545195222
Gas2,Growth arrest-specific protein 2,P11862,GAS2_MOUSE,"cytoplasm,cytoskeleton,membrane","apoptotic process,cell cycle arrest,regulation of cell shape",microtubule binding,3.57E-69,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,151.1095428,162.3068848,166.0966492,160.2492065,137.0230408,116.86483,30.89187813,136.2709045
Itpr1,"Inositol 1,4,5-trisphosphate receptor type 1;Isoform 2 of Inositol 1,4,5-trisphosphate receptor type 1;Isoform 3 of Inositol 1,4,5-trisphosphate receptor type 1;Isoform 4 of Inositol 1,4,5-trisphosphate receptor type 1;Isoform 5 of Inositol 1,4,5-trisphosphate receptor type 1;Isoform 6 of Inositol 1,4,5-trisphosphate receptor type 1;Isoform 7 of Inositol 1,4,5-trisphosphate receptor type 1;Isoform 8 of Inositol 1,4,5-trisphosphate receptor type 1",P11881;P11881-2;P11881-3;P11881-4;P11881-5;P11881-6;P11881-7;P11881-8,ITPR1_MOUSE,"nuclear envelope,nuclear inner membrane,nucleolus,cytoplasm,endoplasmic reticulum,endoplasmic reticulum membrane,plasma membrane,calcineurin complex,postsynaptic density,membrane,integral component of membrane,sarcoplasmic reticulum,transport vesicle membrane,platelet dense granule membrane,platelet dense tubular network,protein complex,perinuclear region of cytoplasm;;;;;;;","response to hypoxia,calcium ion transport,post-embryonic development,endoplasmic reticulum calcium ion homeostasis,epithelial fluid transport,inositol phosphate-mediated signaling,negative regulation of calcium-mediated signaling,voluntary musculoskeletal movement,release of sequestered calcium ion into cytosol,regulation of molecular function,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress;;;;;;;","inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity,calcium ion binding,protein binding,calcium-release channel activity,calcium channel inhibitor activity,phosphatidylinositol binding;;;;;;;",1.31E-15,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21.11401939,27.99735069,22.33233261,31.63093567,19.243536,23.81178474,8.199476242,14.10462189
Nudt19,Nucleoside diphosphate-linked moiety X motif 19,P11930,NUD19_MOUSE,"mitochondrion,peroxisome",,"receptor binding,hydrolase activity,metal ion binding",2.54E-68,23,23,23,22,22,21,21,23,23,23,23,22,22,21,21,23,3162.720703,1466.200195,3387.289551,1036.35376,2633.989014,784.9275513,868.5770264,3189.204834
Tcp1,T-complex protein 1 subunit alpha,P11983,TCPA_MOUSE,"pericentriolar material,acrosomal vesicle,zona pellucida receptor complex,nuclear heterochromatin,Golgi apparatus,centrosome,microtubule organizing center,chaperonin-containing T-complex,microtubule,myelin sheath,cell body,extracellular exosome","'de novo' protein folding,binding of sperm to zona pellucida,positive regulation of telomere maintenance via telomerase,translocation of peptides or proteins into host cell cytoplasm,protein stabilization,positive regulation of telomerase activity,chaperone-mediated protein folding,scaRNA localization to Cajal body,toxin transport,positive regulation of establishment of protein localization to telomere,positive regulation of protein localization to Cajal body,positive regulation of telomerase RNA localization to Cajal body,regulation of macrophage apoptotic process","RNA binding,protein binding,ATP binding,ubiquitin protein ligase binding,protein binding involved in protein folding,unfolded protein binding",5.24E-64,16,16,16,16,16,16,15,16,16,16,16,16,16,16,15,16,160.4380188,230.1664581,166.0454559,229.6349792,160.7218781,285.4754333,269.8925781,149.3251648
Apcs,Serum amyloid P-component,P12246,SAMP_MOUSE,"extracellular space,nucleus,extracellular matrix,extracellular exosome,blood microparticle","negative regulation by host of viral exo-alpha-sialidase activity,negative regulation by host of viral glycoprotein metabolic process,innate immune response,negative regulation of monocyte differentiation,negative regulation of viral entry into host cell,negative regulation of viral process,negative regulation of exo-alpha-sialidase activity,negative regulation of glycoprotein metabolic process","complement component C1q binding,calcium ion binding,carbohydrate binding,identical protein binding,virion binding",1.31E-31,6,5,4,5,6,6,7,4,6,5,4,5,6,6,7,4,46.18255997,66.88080597,35.59171677,70.25270081,64.90007019,165.9652863,851.1704712,28.2038784
