Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process
Injured / Non-injured,P47911,P47911,0.750163938,0.750163938,4.62E-11,5.76E-10,16,P47911,Rpl6,60S ribosomal protein L6,RL6_MOUSE,8,68.19839492,1.681983949,Injured,Non-injured,"nucleus,nucleolus,cytoplasm,focal adhesion,membrane,cytosolic large ribosomal subunit,cytoplasmic ribonucleoprotein granule","RNA binding,structural constituent of ribosome,cadherin binding","ribosomal large subunit assembly,cytoplasmic translation"
Injured / Non-injured,P97450,P97450,-1.329449249,1.329449249,3.72E-11,5.76E-10,16,P97450,Atp5j,"ATP synthase-coupling factor 6, mitochondrial",ATP5J_MOUSE,6,-60.20798804,0.39792012,Injured,Non-injured,"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o),mitochondrion,mitochondrial inner membrane,mitochondrial proton-transporting ATP synthase complex","hydrogen ion transmembrane transporter activity,ATPase activity","ATP synthesis coupled proton transport,substantia nigra development"
Injured / Non-injured,Q9EPL9,Q9EPL9,-1.566180616,1.566180616,4.14E-11,5.76E-10,16,Q9EPL9,Acox3,Peroxisomal acyl-coenzyme A oxidase 3,ACOX3_MOUSE,15,-66.22987595,0.33770124,Injured,Non-injured,"mitochondrion,peroxisome,peroxisomal matrix,membrane","acyl-CoA dehydrogenase activity,receptor binding,pristanoyl-CoA oxidase activity,flavin adenine dinucleotide binding,FAD binding","fatty acid beta-oxidation,fatty acid beta-oxidation using acyl-CoA dehydrogenase,fatty acid beta-oxidation using acyl-CoA oxidase"
Injured / Non-injured,E0CXB1;Q9QUM9,E0CXB1;Q9QUM9,0.828526367,0.828526367,6.63E-11,6.55E-10,16,E0CXB1;Q9QUM9,Psma6,Proteasome subunit alpha type-6,E0CXB1_MOUSE;PSA6_MOUSE,8,77.5870482,1.775870482,Injured,Non-injured,";proteasome complex,cytoplasmic mRNA processing body,nucleus,nucleoplasm,cytoplasm,cytosol,proteasome core complex,polysome,nuclear matrix,proteasome core complex, alpha-subunit complex,myofibril,sarcomere,extracellular exosome",";RNA binding,threonine-type endopeptidase activity,NF-kappaB binding",";ubiquitin-dependent protein catabolic process,skeletal muscle tissue development,positive regulation of NF-kappaB transcription factor activity,proteolysis involved in cellular protein catabolic process"
Injured / Non-injured,P50171;P50171-2,P50171;P50171-2,-1.413202679,1.413202679,5.95E-11,6.55E-10,16,P50171;P50171-2,Hsd17b8,Estradiol 17-beta-dehydrogenase 8;Isoform Long of Estradiol 17-beta-dehydrogenase 8,DHB8_MOUSE,7,-62.45227713,0.375477229,Injured,Non-injured,"mitochondrion,mitochondrial envelope,mitochondrial matrix,plasma membrane,membrane;","3-hydroxyacyl-CoA dehydrogenase activity,estradiol 17-beta-dehydrogenase activity,3-oxoacyl-[acyl-carrier-protein] reductase (NADH) activity,testosterone dehydrogenase (NAD+) activity,NADH binding;","fatty acid biosynthetic process,estrogen biosynthetic process,androgen metabolic process,estrogen metabolic process,protein heterotetramerization,oxidation-reduction process;"
Injured / Non-injured,Q80XN0,Q80XN0,-2.034380716,2.034380716,6.62E-11,6.55E-10,16,Q80XN0,Bdh1,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial",BDH_MOUSE,12,-75.58872956,0.244112704,Injured,Non-injured,"nucleoplasm,mitochondrion,mitochondrial inner membrane,mitochondrial matrix,matrix side of mitochondrial inner membrane",3-hydroxybutyrate dehydrogenase activity,oxidation-reduction process
Injured / Non-injured,Q8BH95,Q8BH95,-1.104161669,1.104161669,8.16E-11,7.13E-10,16,Q8BH95,Echs1,"Enoyl-CoA hydratase, mitochondrial",ECHM_MOUSE,10,-53.48273017,0.465172698,Injured,Non-injured,"mitochondrion,mitochondrial matrix,extracellular exosome",enoyl-CoA hydratase activity,fatty acid beta-oxidation
Injured / Non-injured,Q9DBT9,Q9DBT9,-1.381892857,1.381892857,8.40E-11,7.13E-10,16,Q9DBT9,Dmgdh,"Dimethylglycine dehydrogenase, mitochondrial",M2GD_MOUSE,15,-61.62849802,0.38371502,Injured,Non-injured,"mitochondrion,mitochondrial matrix","RNA binding,dimethylglycine dehydrogenase activity","amino-acid betaine catabolic process,choline catabolic process,oxidation-reduction process"
Injured / Non-injured,Q9DCD0,Q9DCD0,1.22485625,1.22485625,8.58E-11,7.13E-10,16,Q9DCD0,Pgd,"6-phosphogluconate dehydrogenase, decarboxylating",6PGD_MOUSE,16,133.7321595,2.337321595,Injured,Non-injured,"nucleus,cytoplasm,extracellular exosome",phosphogluconate dehydrogenase (decarboxylating) activity,"pentose-phosphate shunt,pentose-phosphate shunt, oxidative branch,pentose biosynthetic process,D-gluconate metabolic process,oxidation-reduction process"
Injured / Non-injured,P27659,P27659,0.840447961,0.840447961,1.05E-10,8.27E-10,16,P27659,Rpl3,60S ribosomal protein L3,RL3_MOUSE,11,79.06060438,1.790606044,Injured,Non-injured,"nucleus,nucleolus,cytoplasm,cytosol,focal adhesion,cytosolic large ribosomal subunit,protein complex,extracellular exosome","RNA binding,structural constituent of ribosome,5S rRNA binding","ribosomal large subunit assembly,translation,cellular response to interleukin-4"
Injured / Non-injured,O70250,O70250,-0.776889845,0.776889845,1.16E-10,8.38E-10,16,O70250,Pgam2,Phosphoglycerate mutase 2,PGAM2_MOUSE,7,-41.63763892,0.583623611,Injured,Non-injured,"nucleus,cytosol,extracellular exosome","bisphosphoglycerate mutase activity,phosphoglycerate mutase activity,protein binding,hydrolase activity,2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity,cofactor binding","gluconeogenesis,glycolytic process,striated muscle contraction,Notch signaling pathway,spermatogenesis,regulation of pentose-phosphate shunt,response to mercury ion"
Injured / Non-injured,Q9CZN7,Q9CZN7,-1.203548376,1.203548376,1.17E-10,8.38E-10,16,Q9CZN7,Shmt2,Serine hydroxymethyltransferase,Q9CZN7_MOUSE,24,-56.57939829,0.434206017,Injured,Non-injured,"nucleus,cytoplasm,mitochondrion,mitochondrial inner membrane,mitochondrial intermembrane space,mitochondrial matrix,microtubule cytoskeleton,mitochondrial nucleoid,extracellular exosome,BRISC complex","chromatin binding,glycine hydroxymethyltransferase activity,L-allo-threonine aldolase activity,amino acid binding,pyridoxal phosphate binding,identical protein binding","glycine metabolic process,L-serine metabolic process,L-serine biosynthetic process,one-carbon metabolic process,positive regulation of cell proliferation,glycine biosynthetic process from serine,response to type I interferon,tetrahydrofolate interconversion,tetrahydrofolate metabolic process,protein tetramerization,protein homotetramerization,protein K63-linked deubiquitination"
Injured / Non-injured,P54071,P54071,-1.219032584,1.219032584,1.23E-10,8.44E-10,16,P54071,Idh2,"Isocitrate dehydrogenase [NADP], mitochondrial",IDHP_MOUSE,23,-57.04293246,0.429570675,Injured,Non-injured,"mitochondrion,mitochondrial inner membrane,peroxisome,cytosol,extracellular exosome","magnesium ion binding,isocitrate dehydrogenase activity,isocitrate dehydrogenase (NADP+) activity,NAD binding","glyoxylate cycle,tricarboxylic acid cycle,isocitrate metabolic process,2-oxoglutarate metabolic process,NADP biosynthetic process,negative regulation of glial cell proliferation,negative regulation of glial cell migration,negative regulation of matrix metallopeptidase secretion"
Injured / Non-injured,P32067,P32067,1.426281356,1.426281356,1.35E-10,8.88E-10,16,P32067,Ssb,Lupus La protein homolog,LA_MOUSE,10,168.7530927,2.687530927,Injured,Non-injured,"nuclear chromosome, telomeric region,nucleus,cytoplasm,intracellular ribonucleoprotein complex","tRNA binding,RNA binding,poly(U) RNA binding,sequence-specific mRNA binding","tRNA 5'-leader removal,tRNA export from nucleus,tRNA processing,tRNA 3'-end processing,nuclear histone mRNA catabolic process,IRES-dependent viral translational initiation,protein localization to cytoplasmic stress granule"
Injured / Non-injured,O35639,O35639,2.999651023,2.999651023,1.63E-10,9.23E-10,16,O35639,Anxa3,Annexin A3,ANXA3_MOUSE,13,699.8065097,7.998065097,Injured,Non-injured,"cytoplasm,cytosol,plasma membrane,membrane,axon,dendrite,phagocytic vesicle membrane,specific granule,neuronal cell body,extracellular exosome","calcium ion binding,calcium-dependent phospholipid binding,phospholipase A2 inhibitor activity,calcium-dependent protein binding","phagocytosis,positive regulation of endothelial cell migration,hippocampus development,animal organ regeneration,defense response to bacterium,negative regulation of catalytic activity,neutrophil degranulation,positive regulation of angiogenesis,positive regulation of DNA metabolic process,positive regulation of sequence-specific DNA binding transcription factor activity,response to glucocorticoid,response to growth factor"
Injured / Non-injured,P18242,P18242,2.357484444,2.357484444,1.48E-10,9.23E-10,16,P18242,Ctsd,Cathepsin D,CATD_MOUSE,15,412.4760006,5.124760006,Injured,Non-injured,"extracellular space,mitochondrion,lysosome,melanosome,membrane raft,extracellular exosome,extracellular matrix","aspartic-type endopeptidase activity,peptidase activity,hydrolase activity","autophagosome assembly,proteolysis,protein catabolic process,epithelial tube branching involved in lung morphogenesis"
Injured / Non-injured,P62301;Q921R2,P62301;Q921R2,0.654840467,0.654840467,1.60E-10,9.23E-10,16,P62301;Q921R2,Rps13,40S ribosomal protein S13,RS13_MOUSE;Q921R2_MOUSE,10,57.44418416,1.574441842,Injured,Non-injured,"nucleus,nucleolus,focal adhesion,membrane,cytosolic small ribosomal subunit,extracellular matrix,extracellular exosome;","RNA binding,mRNA binding,structural constituent of ribosome,mRNA 5'-UTR binding,small ribosomal subunit rRNA binding,5.8S rRNA binding;","translation,negative regulation of RNA splicing;"
Injured / Non-injured,Q91X52,Q91X52,-1.300133886,1.300133886,1.59E-10,9.23E-10,16,Q91X52,Dcxr,L-xylulose reductase,DCXR_MOUSE,8,-59.39114896,0.40608851,Injured,Non-injured,"nucleus,cytoplasmic microtubule,microvillus,brush border,apical plasma membrane,extracellular exosome","oxidoreductase activity, acting on CH-OH group of donors,oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor,identical protein binding,L-xylulose reductase (NADP+) activity","xylulose metabolic process,glucose metabolic process,NADP metabolic process,D-xylose metabolic process,protein homotetramerization,oxidation-reduction process"
Injured / Non-injured,H7BX95;Q6PDM2,H7BX95;Q6PDM2,1.076926046,1.076926046,2.15E-10,1.06E-09,16,H7BX95;Q6PDM2,Srsf1,Serine/arginine-rich-splicing factor 1;Serine/arginine-rich splicing factor 1,H7BX95_MOUSE;SRSF1_MOUSE,7,110.9536494,2.109536494,Injured,Non-injured,";nucleus,nucleoplasm,cytoplasm,nuclear speck,extracellular exosome,catalytic step 2 spliceosome,exon-exon junction complex",";RNA binding,mRNA binding,protein binding,protein kinase B binding,DNA topoisomerase binding,RS domain binding",";alternative mRNA splicing, via spliceosome,mRNA 5'-splice site recognition,in utero embryonic development,RNA splicing,positive regulation of RNA splicing,oligodendrocyte differentiation,mRNA transport,cardiac muscle contraction,liver regeneration"
Injured / Non-injured,Q5I0W6,Q5I0W6,-1.411165763,1.411165763,2.11E-10,1.06E-09,16,Q5I0W6,Mettl7a2,Methyltransferase like 7A2,Q5I0W6_MOUSE,5,-62.39922672,0.376007733,Injured,Non-injured,integral component of membrane,methyltransferase activity,methylation
Injured / Non-injured,Q9D2R0,Q9D2R0,-2.068112778,2.068112778,2.15E-10,1.06E-09,16,Q9D2R0,Aacs,Acetoacetyl-CoA synthetase,AACS_MOUSE,4,-76.15287548,0.238471245,Injured,Non-injured,cytosol,"ATP binding,acetoacetate-CoA ligase activity,butyrate-CoA ligase activity","liver development,fatty acid metabolic process,response to nutrient,response to purine-containing compound,positive regulation of insulin secretion,response to oleic acid,response to drug,response to starvation,response to ethanol,white fat cell differentiation,adipose tissue development,cellular response to glucose stimulus,cellular response to testosterone stimulus,cellular response to cholesterol"
Injured / Non-injured,Q9D964,Q9D964,-1.545468103,1.545468103,2.13E-10,1.06E-09,16,Q9D964,Gatm,"Glycine amidinotransferase, mitochondrial",GATM_MOUSE,18,-65.74154732,0.342584527,Injured,Non-injured,"mitochondrion,mitochondrial inner membrane,mitochondrial intermembrane space,extracellular exosome","amidinotransferase activity,glycine amidinotransferase activity","creatine metabolic process,creatine biosynthetic process,multicellular organism development,learning or memory,muscle atrophy"
Injured / Non-injured,E9QN08;P57776;Q80T06,E9QN08;P57776;Q80T06,0.691766918,0.691766918,2.50E-10,1.20E-09,16,E9QN08;P57776;Q80T06,Eef1d,Elongation factor 1-delta (Fragment);Elongation factor 1-delta;Elongation factor 1-delta,E9QN08_MOUSE;EF1D_MOUSE;Q80T06_MOUSE,8,61.52605722,1.615260572,Injured,Non-injured,";fibrillar center,nucleus,cytoplasm,cytosol,eukaryotic translation elongation factor 1 complex,endoplasmic reticulum;",";DNA binding,translation elongation factor activity,signal transducer activity,heat shock protein binding,activating transcription factor binding,cadherin binding;",";regulation of transcription, DNA-templated,translational elongation,signal transduction,mRNA transcription,regulation of cell death,positive regulation of I-kappaB kinase/NF-kappaB signaling,cellular response to ionizing radiation;"
Injured / Non-injured,Q9D6R2,Q9D6R2,-1.13348682,1.13348682,2.63E-10,1.22E-09,16,Q9D6R2,Idh3a,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial",IDH3A_MOUSE,15,-54.41872516,0.455812748,Injured,Non-injured,"nucleus,mitochondrion,myelin sheath","magnesium ion binding,isocitrate dehydrogenase (NAD+) activity,NAD binding",tricarboxylic acid cycle
Injured / Non-injured,A0A1B0GQV5;P05367,A0A1B0GQV5;P05367,2.964884519,2.964884519,3.01E-10,1.33E-09,16,A0A1B0GQV5;P05367,Saa2,Serum amyloid A protein;Serum amyloid A-2 protein,A0A1B0GQV5_MOUSE;SAA2_MOUSE,2,680.7629096,7.807629096,Injured,Non-injured,";extracellular space,cytoplasmic microtubule,high-density lipoprotein particle,extracellular exosome",";G-protein coupled receptor binding,protein binding,chemoattractant activity",";acute-phase response,response to stilbenoid,positive chemotaxis,cell chemotaxis"
Injured / Non-injured,A2AQ50;A2AQ51;A2AQ52;P55014;P55014-3;P55014-4,A2AQ50;A2AQ51;A2AQ52;P55014;P55014-3;P55014-4,-2.266974797,2.266974797,3.12E-10,1.33E-09,16,A2AQ50;A2AQ51;A2AQ52;P55014;P55014-3;P55014-4,Slc12a1,Solute carrier family 12 member 1;Solute carrier family 12 member 1;Solute carrier family 12 member 1;Solute carrier family 12 member 1;Isoform B of Solute carrier family 12 member 1;Isoform F of Solute carrier family 12 member 1,A2AQ50_MOUSE;A2AQ51_MOUSE;A2AQ52_MOUSE;S12A1_MOUSE;S12A1_MOUSE;S12A1_MOUSE,17,-79.22349051,0.207765095,Injured,Non-injured,";;;integral component of membrane,apical plasma membrane,extracellular exosome;;",";;;protein binding,sodium:potassium:chloride symporter activity;;",";;;kidney development,potassium ion transport,sodium ion transport,excretion,chemical homeostasis,positive regulation of calcineurin-NFAT signaling cascade,cellular hyperosmotic salinity response,chloride transmembrane transport;;"
Injured / Non-injured,P14733,P14733,1.404586487,1.404586487,3.09E-10,1.33E-09,16,P14733,Lmnb1,Lamin-B1,LMNB1_MOUSE,15,164.7418894,2.647418894,Injured,Non-injured,"nucleus,nuclear envelope,nuclear inner membrane,lamin filament,nucleoplasm,membrane,nuclear matrix,nuclear membrane","structural molecule activity,JUN kinase binding,phospholipase binding","positive regulation of cyclin-dependent protein serine/threonine kinase activity involved in G2/M transition of mitotic cell cycle,positive regulation of JNK cascade"
Injured / Non-injured,P27546;P27546-2,P27546;P27546-2,1.889989735,1.889989735,3.28E-10,1.36E-09,16,P27546;P27546-2,Map4,Microtubule-associated protein 4;Isoform 2 of Microtubule-associated protein 4,MAP4_MOUSE,10,270.6325875,3.706325875,Injured,Non-injured,"cytoplasm,microtubule,microtubule associated complex,axoneme,postsynaptic density,neuron projection,extracellular exosome,mitotic spindle;","RNA binding,protein binding,microtubule binding;","mitotic spindle organization,neuron projection development,microtubule sliding,establishment of spindle orientation,cell division,negative regulation of nonmotile primary cilium assembly;"
Injured / Non-injured,A0A087WS46;O70251,A0A087WS46;O70251,1.187838666,1.187838666,4.09E-10,1.56E-09,16,A0A087WS46;O70251,Eef1b2;Eef1b,Elongation factor 1-beta,A0A087WS46_MOUSE;EF1B_MOUSE,4,127.8111983,2.278111983,Injured,Non-injured,";cytoplasm,eukaryotic translation elongation factor 1 complex,endoplasmic reticulum",";translation elongation factor activity,protein binding",";translational elongation,response to ethanol"
Injured / Non-injured,P08249,P08249,-0.833162776,0.833162776,4.08E-10,1.56E-09,16,P08249,Mdh2,"Malate dehydrogenase, mitochondrial",MDHM_MOUSE,18,-43.87026224,0.561297378,Injured,Non-injured,"nucleus,mitochondrion,mitochondrial inner membrane,mitochondrial matrix,membrane,myelin sheath,extracellular exosome","RNA binding,malate dehydrogenase activity,L-malate dehydrogenase activity,protein homodimerization activity,protein self-association,malate dehydrogenase (NADP+) activity","carbohydrate metabolic process,tricarboxylic acid cycle,oxaloacetate metabolic process,malate metabolic process,internal protein amino acid acetylation,NADH metabolic process,aerobic respiration"
Injured / Non-injured,Q3TEA8;Q3TEA8-2;Z4YKB8,Q3TEA8;Q3TEA8-2;Z4YKB8,1.246207084,1.246207084,4.13E-10,1.56E-09,16,Q3TEA8;Q3TEA8-2;Z4YKB8,Hp1bp3,Heterochromatin protein 1-binding protein 3;Isoform 2 of Heterochromatin protein 1-binding protein 3;Heterochromatin protein 1-binding protein 3,HP1B3_MOUSE;HP1B3_MOUSE;Z4YKB8_MOUSE,5,137.2169475,2.372169475,Injured,Non-injured,"nucleosome,nucleus,chromosome,nuclear speck;;","DNA binding,nucleosome binding;;","nucleosome assembly,regulation of transcription, DNA-templated,regulation of cell proliferation,heterochromatin organization,cellular response to hypoxia,regulation of nucleus size;;"
Injured / Non-injured,Q3U3J1,Q3U3J1,-1.529378901,1.529378901,3.85E-10,1.56E-09,16,Q3U3J1,Bckdha,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",Q3U3J1_MOUSE,7,-65.35735239,0.346426476,Injured,Non-injured,,,
Injured / Non-injured,Q3UNX5;Q3UNX5-2,Q3UNX5;Q3UNX5-2,-1.875973721,1.875973721,4.30E-10,1.58E-09,16,Q3UNX5;Q3UNX5-2,Acsm3,"Acyl-coenzyme A synthetase ACSM3, mitochondrial;Isoform 2 of Acyl-coenzyme A synthetase ACSM3, mitochondrial",ACSM3_MOUSE,18,-72.75570094,0.272442991,Injured,Non-injured,"mitochondrion,mitochondrial matrix;","acyl-CoA ligase activity,fatty-acyl-CoA synthase activity,ATP binding,fatty acid ligase activity,metal ion binding,butyrate-CoA ligase activity;","fatty acid biosynthetic process,fatty acid beta-oxidation,acyl-CoA metabolic process;"
Injured / Non-injured,A0A140T8M7;P62751,A0A140T8M7;P62751,0.537823607,0.537823607,4.50E-10,1.61E-09,16,A0A140T8M7;P62751,Rpl23a-ps3;Rpl23a,Protein Rpl23a-ps3;60S ribosomal protein L23a,A0A140T8M7_MOUSE;RL23A_MOUSE,7,45.17807656,1.451780766,Injured,Non-injured,"nucleolus,cytosolic large ribosomal subunit,extracellular exosome;nucleus,cytosolic large ribosomal subunit,TORC2 complex","RNA binding,structural constituent of ribosome,cadherin binding;RNA binding,structural constituent of ribosome,protein binding,rRNA binding","translation,cell proliferation;ribosomal large subunit assembly,translation,biological_process"
Injured / Non-injured,Q8QZT1,Q8QZT1,-1.480009373,1.480009373,4.74E-10,1.67E-09,16,Q8QZT1,Acat1,"Acetyl-CoA acetyltransferase, mitochondrial",THIL_MOUSE,25,-64.15135171,0.358486483,Injured,Non-injured,"mitochondrion,mitochondrial inner membrane,mitochondrial matrix,extracellular exosome","acetyl-CoA C-acetyltransferase activity,carbon-carbon lyase activity,ligase activity, forming carbon-carbon bonds,enzyme binding,protein homodimerization activity,metal ion binding,coenzyme binding","liver development,acetyl-CoA biosynthetic process,isoleucine catabolic process,fatty acid beta-oxidation,brain development,response to hormone,response to organic cyclic compound,coenzyme A metabolic process,coenzyme A biosynthetic process,response to starvation,acetyl-CoA catabolic process,ketone body catabolic process,protein homooligomerization,adipose tissue development,metanephric proximal convoluted tubule development,propionyl-CoA biosynthetic process"
Injured / Non-injured,O08749,O08749,-1.100493533,1.100493533,5.16E-10,1.69E-09,16,O08749,Dld,"Dihydrolipoyl dehydrogenase, mitochondrial",DLDH_MOUSE,20,-53.36430681,0.466356932,Injured,Non-injured,"nucleoplasm,mitochondrion,mitochondrial matrix,cilium,motile cilium,acrosomal matrix,myelin sheath,oxoglutarate dehydrogenase complex,pyruvate dehydrogenase complex","dihydrolipoyl dehydrogenase activity,electron carrier activity,lipoamide binding,flavin adenine dinucleotide binding,NAD binding,pyruvate dehydrogenase (NAD+) activity","2-oxoglutarate metabolic process,mitochondrial electron transport, NADH to ubiquinone,proteolysis,gastrulation,aging,lipoate metabolic process,regulation of membrane potential,cell redox homeostasis,sperm capacitation,dihydrolipoamide metabolic process,mitochondrial acetyl-CoA biosynthetic process from pyruvate"
Injured / Non-injured,O54962,O54962,1.774076082,1.774076082,5.40E-10,1.69E-09,16,O54962,Banf1,Barrier-to-autointegration factor,BAF_MOUSE,4,242.0189074,3.420189074,Injured,Non-injured,"condensed chromosome,nucleus,nucleoplasm,cytoplasm,cytosol,extracellular exosome","DNA binding,protein C-terminus binding,enzyme binding,protein homodimerization activity,protein N-terminus binding,LEM domain binding","DNA integration,negative regulation of viral genome replication,establishment of integrated proviral latency"
Injured / Non-injured,P26041,P26041,1.035276705,1.035276705,5.28E-10,1.69E-09,16,P26041,Msn,Moesin,MOES_MOUSE,29,104.9506698,2.049506698,Injured,Non-injured,"uropod,extracellular space,nucleus,cytoplasm,cytosol,cytoskeleton,plasma membrane,microvillus,focal adhesion,cell surface,basolateral plasma membrane,apical plasma membrane,filopodium,pseudopodium,microvillus membrane,vesicle,myelin sheath,apical part of cell,perinuclear region of cytoplasm,extracellular exosome,invadopodium,cell periphery,blood microparticle","double-stranded RNA binding,actin binding,receptor binding,enzyme binding,protein kinase binding,cell adhesion molecule binding","immunological synapse formation,regulation of cell shape,regulation of cell size,positive regulation of gene expression,gland morphogenesis,membrane to membrane docking,T cell proliferation,establishment of epithelial cell apical/basal polarity,establishment of endothelial barrier,T cell aggregation,cellular response to testosterone stimulus,positive regulation of podosome assembly,T cell migration,regulation of organelle assembly,positive regulation of protein localization to early endosome,positive regulation of cellular protein catabolic process,regulation of lymphocyte migration,positive regulation of early endosome to late endosome transport"
