Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process
Injured / Non-Injured,P16331,P16331,-2.056562641,2.056562641,6.80E-09,3.29E-07,16,P16331,Pah,Phenylalanine-4-hydroxylase,PH4H_MOUSE,27,-75.96119043,0.240388096,Injured,Non-Injured,extracellular exosome,"phenylalanine 4-monooxygenase activity,iron ion binding","L-phenylalanine catabolic process,oxidation-reduction process"
Injured / Non-Injured,Q60825;Q9D2V6,Q60825;Q9D2V6,-2.350533247,2.350533247,8.62E-09,3.29E-07,16,Q60825;Q9D2V6,Slc34a1,Sodium-dependent phosphate transport protein 2A,NPT2A_MOUSE;Q9D2V6_MOUSE,8,-80.39264613,0.196073539,Injured,Non-Injured,"cytoplasm,plasma membrane,brush border,integral component of membrane,basolateral plasma membrane,apical plasma membrane,vesicle;","sodium:phosphate symporter activity,protein binding,sodium-dependent phosphate transmembrane transporter activity;","phosphate ion transport,response to lead ion,cellular phosphate ion homeostasis,phosphate ion transmembrane transport,sodium ion transmembrane transport,sodium-dependent phosphate transport,response to cadmium ion,response to mercury ion,bone remodeling,phosphate ion homeostasis;"
Injured / Non-Injured,Q60991,Q60991,-2.612635527,2.612635527,6.02E-09,3.29E-07,16,Q60991,Cyp7b1,25-hydroxycholesterol 7-alpha-hydroxylase,CP7B1_MOUSE,5,-83.64997811,0.163500219,Injured,Non-Injured,"endoplasmic reticulum membrane,organelle membrane,intracellular membrane-bounded organelle","iron ion binding,oxysterol 7-alpha-hydroxylase activity,heme binding","bile acid biosynthetic process,digestion,cholesterol metabolic process,negative regulation of intracellular estrogen receptor signaling pathway,B cell chemotaxis,positive regulation of epithelial cell proliferation,oxidation-reduction process,prostate gland epithelium morphogenesis"
Injured / Non-Injured,Q71RI9;Q71RI9-2,Q71RI9;Q71RI9-2,-2.147136725,2.147136725,7.44E-09,3.29E-07,16,Q71RI9;Q71RI9-2,Kyat3,Kynurenine--oxoglutarate transaminase 3;Isoform 2 of Kynurenine--oxoglutarate transaminase 3,KAT3_MOUSE,13,-77.4239769,0.225760231,Injured,Non-Injured,mitochondrion;,"RNA binding,kynurenine-oxoglutarate transaminase activity,pyridoxal phosphate binding,protein homodimerization activity,kynurenine-glyoxylate transaminase activity,cysteine-S-conjugate beta-lyase activity;","2-oxoglutarate metabolic process,cellular amino acid metabolic process,biosynthetic process,kynurenine metabolic process,L-kynurenine metabolic process;"
Injured / Non-Injured,Q80XN0,Q80XN0,-1.971260362,1.971260362,8.31E-09,3.29E-07,16,Q80XN0,Bdh1,"D-beta-hydroxybutyrate dehydrogenase, mitochondrial",BDH_MOUSE,16,-74.49698645,0.255030135,Injured,Non-Injured,"nucleoplasm,mitochondrion,mitochondrial inner membrane,mitochondrial matrix,matrix side of mitochondrial inner membrane",3-hydroxybutyrate dehydrogenase activity,oxidation-reduction process
Injured / Non-Injured,Q9DBM2,Q9DBM2,-1.956563674,1.956563674,8.76E-09,3.29E-07,16,Q9DBM2,Ehhadh,Peroxisomal bifunctional enzyme,ECHP_MOUSE,48,-74.23586028,0.257641397,Injured,Non-Injured,"mitochondrion,peroxisome,cytosol","3-hydroxyacyl-CoA dehydrogenase activity,dodecenoyl-CoA delta-isomerase activity,enoyl-CoA hydratase activity,receptor binding,enzyme binding","internal protein amino acid acetylation,fatty acid beta-oxidation,acyl-CoA metabolic process"
Injured / Non-Injured,Q9WVM8,Q9WVM8,-2.198969805,2.198969805,9.25E-09,3.29E-07,16,Q9WVM8,Aadat,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",AADAT_MOUSE,14,-78.22068938,0.217793106,Injured,Non-Injured,mitochondrion,"kynurenine-oxoglutarate transaminase activity,pyridoxal phosphate binding,protein homodimerization activity,2-aminoadipate transaminase activity","2-oxoglutarate metabolic process,glutamate metabolic process,biosynthetic process,tryptophan catabolic process to kynurenine,L-lysine catabolic process to acetyl-CoA via saccharopine,kynurenine metabolic process,L-kynurenine metabolic process"
Injured / Non-Injured,P45952,P45952,-1.675283991,1.675283991,1.14E-08,3.66E-07,16,P45952,Acadm,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADM_MOUSE,31,-68.68955302,0.31310447,Injured,Non-Injured,"nucleus,mitochondrion,mitochondrial matrix,nuclear speck,axon,mitochondrial membrane,extracellular exosome","acyl-CoA dehydrogenase activity,identical protein binding,flavin adenine dinucleotide binding,medium-chain-acyl-CoA dehydrogenase activity","liver development,glycogen biosynthetic process,organic acid metabolic process,regulation of gluconeogenesis,fatty acid beta-oxidation,heart development,response to cold,carnitine metabolic process,post-embryonic development,carnitine metabolic process, CoA-linked,fatty acid beta-oxidation using acyl-CoA dehydrogenase,response to starvation,carnitine biosynthetic process,medium-chain fatty acid metabolic process,medium-chain fatty acid catabolic process,cardiac muscle cell differentiation,oxidation-reduction process"
Injured / Non-Injured,Q8VIM4,Q8VIM4,-2.750926914,2.750926914,1.15E-08,3.66E-07,16,Q8VIM4,Bsnd,Barttin,BSND_MOUSE,5,-85.14445863,0.148555414,Injured,Non-Injured,"integral component of plasma membrane,integral component of membrane,basolateral plasma membrane,protein complex","protein binding,chloride channel regulator activity,chloride channel activity","cellular ion homeostasis,sensory perception of sound,cellular potassium ion homeostasis,cellular chloride ion homeostasis,regulation of molecular function,chloride transmembrane transport"
Injured / Non-Injured,O09174,O09174,-2.108936549,2.108936549,1.36E-08,4.12E-07,16,O09174,Amacr,Alpha-methylacyl-CoA racemase,AMACR_MOUSE,17,-76.81821681,0.231817832,Injured,Non-Injured,"cytoplasm,mitochondrion,peroxisome,plasma membrane,intracellular membrane-bounded organelle","receptor binding,alpha-methylacyl-CoA racemase activity","fatty acid metabolic process,bile acid biosynthetic process,bile acid metabolic process,isoprenoid catabolic process"
Injured / Non-Injured,P43024;Q9DCW5,P43024;Q9DCW5,-1.902922277,1.902922277,1.61E-08,4.64E-07,16,P43024;Q9DCW5,Cox6a1,"Cytochrome c oxidase subunit 6A1, mitochondrial;Cytochrome c oxidase subunit 6A, mitochondrial",CX6A1_MOUSE;Q9DCW5_MOUSE,4,-73.25988226,0.267401177,Injured,Non-Injured,"mitochondrion,mitochondrial respiratory chain complex IV,myelin sheath;","enzyme regulator activity,cytochrome-c oxidase activity;","mitochondrial electron transport, cytochrome c to oxygen,aerobic respiration,regulation of catalytic activity,hydrogen ion transmembrane transport;"
Injured / Non-Injured,A2AQ50;A2AQ51;A2AQ52;P55014;P55014-3;P55014-4,A2AQ50;A2AQ51;A2AQ52;P55014;P55014-3;P55014-4,-2.412028829,2.412028829,1.78E-08,4.88E-07,16,A2AQ50;A2AQ51;A2AQ52;P55014;P55014-3;P55014-4,Slc12a1,Solute carrier family 12 member 1;Solute carrier family 12 member 1;Solute carrier family 12 member 1;Solute carrier family 12 member 1;Isoform B of Solute carrier family 12 member 1;Isoform F of Solute carrier family 12 member 1,A2AQ50_MOUSE;A2AQ51_MOUSE;A2AQ52_MOUSE;S12A1_MOUSE;S12A1_MOUSE;S12A1_MOUSE,23,-81.21085699,0.18789143,Injured,Non-Injured,";;;integral component of membrane,apical plasma membrane,extracellular exosome;;",";;;protein binding,sodium:potassium:chloride symporter activity;;",";;;kidney development,potassium ion transport,sodium ion transport,excretion,chemical homeostasis,positive regulation of calcineurin-NFAT signaling cascade,cellular hyperosmotic salinity response,chloride transmembrane transport;;"
Injured / Non-Injured,Q78JN3,Q78JN3,-1.986525421,1.986525421,2.14E-08,5.62E-07,16,Q78JN3,Eci3,"Enoyl-CoA delta isomerase 3, peroxisomal",ECI3_MOUSE,7,-74.76540952,0.252345905,Injured,Non-Injured,peroxisome,"fatty-acyl-CoA binding,dodecenoyl-CoA delta-isomerase activity",fatty acid beta-oxidation
Injured / Non-Injured,A0A0A0MQ70;Q5SWT3,A0A0A0MQ70;Q5SWT3,-1.947527098,1.947527098,2.97E-08,7.48E-07,16,A0A0A0MQ70;Q5SWT3,Slc25a35,Solute carrier family 25 member 35,A0A0A0MQ70_MOUSE;S2535_MOUSE,3,-74.07397556,0.259260244,Injured,Non-Injured,";mitochondrion,mitochondrial inner membrane,integral component of membrane",;transmembrane transporter activity,";mitochondrial transport,transmembrane transport"
Injured / Non-Injured,Q91WT9;Q91WT9-2,Q91WT9;Q91WT9-2,-1.989649854,1.989649854,3.70E-08,8.94E-07,16,Q91WT9;Q91WT9-2,Cbs,Cystathionine beta-synthase;Isoform 2 of Cystathionine beta-synthase,CBS_MOUSE,9,-74.82000074,0.251799993,Injured,Non-Injured,"nucleus,cytoplasm,cytosol;","cystathionine beta-synthase activity,oxygen binding,enzyme binding,heme binding,pyridoxal phosphate binding,ubiquitin protein ligase binding,identical protein binding,protein homodimerization activity,metal ion binding,nitrite reductase (NO-forming) activity,carbon monoxide binding,nitric oxide binding,modified amino acid binding,S-adenosyl-L-methionine binding;","endochondral ossification,blood vessel remodeling,cysteine biosynthetic process from serine,L-serine metabolic process,superoxide metabolic process,cysteine biosynthetic process via cystathionine,cysteine biosynthetic process,transsulfuration,cerebellum morphogenesis,regulation of cGMP metabolic process,negative regulation of apoptotic process,homocysteine catabolic process,regulation of JUN kinase activity,homocysteine metabolic process,regulation of blood vessel size,response to folic acid,oxidation-reduction process,maternal process involved in female pregnancy,cartilage development involved in endochondral bone morphogenesis,hydrogen sulfide biosynthetic process,cellular response to hypoxia;"
Injured / Non-Injured,Q8VC69,Q8VC69,-2.030499583,2.030499583,4.07E-08,9.27E-07,16,Q8VC69,Slc22a6,Solute carrier family 22 member 6,S22A6_MOUSE,7,-75.52297005,0.244770299,Injured,Non-Injured,"integral component of plasma membrane,caveola,basolateral plasma membrane,protein complex,extracellular exosome","inorganic anion exchanger activity,organic anion transmembrane transporter activity,urate transmembrane transporter activity,anion:anion antiporter activity,sodium-independent organic anion transmembrane transporter activity,chloride ion binding,protein homodimerization activity","anion transport,inorganic anion transport,organic anion transport,alpha-ketoglutarate transport,urate transport,response to methotrexate,sodium-independent organic anion transport,protein homooligomerization,renal tubular secretion,anion transmembrane transport,organic acid transmembrane transport"
Injured / Non-Injured,Q9WVT6,Q9WVT6,-2.731256309,2.731256309,4.14E-08,9.27E-07,16,Q9WVT6,Ca14,Carbonic anhydrase 14,CAH14_MOUSE,4,-84.94052177,0.150594782,Injured,Non-Injured,integral component of membrane,"carbonate dehydratase activity,metal ion binding","regulation of pH,carbon dioxide transport"
Injured / Non-Injured,O35386,O35386,-1.862173235,1.862173235,5.26E-08,1.13E-06,16,O35386,Phyh,"Phytanoyl-CoA dioxygenase, peroxisomal",PAHX_MOUSE,6,-72.49383783,0.275061622,Injured,Non-Injured,"mitochondrion,peroxisome","catalytic activity,protein binding,ferrous iron binding,carboxylic acid binding,L-ascorbic acid binding,cofactor binding,phytanoyl-CoA dioxygenase activity","fatty acid alpha-oxidation,2-oxoglutarate metabolic process,isoprenoid metabolic process,methyl-branched fatty acid metabolic process"
Injured / Non-Injured,Q8BYF6,Q8BYF6,-2.297294638,2.297294638,6.59E-08,1.37E-06,16,Q8BYF6,Slc5a8,Sodium-coupled monocarboxylate transporter 1,SC5A8_MOUSE,4,-79.65557569,0.203444243,Injured,Non-Injured,"integral component of membrane,apical plasma membrane,extracellular exosome",symporter activity,"sodium ion transport,apoptotic process,transmembrane transport"
Injured / Non-Injured,Q9D0K2,Q9D0K2,-1.580048537,1.580048537,6.92E-08,1.39E-06,16,Q9D0K2,Oxct1,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",SCOT1_MOUSE,22,-66.55293642,0.334470636,Injured,Non-Injured,"nucleoplasm,mitochondrion,mitochondrial matrix","3-oxoacid CoA-transferase activity,protein homodimerization activity","brain development,heart development,response to nutrient,response to hormone,response to activity,positive regulation of insulin secretion involved in cellular response to glucose stimulus,ketone catabolic process,response to drug,response to starvation,response to ethanol,cellular ketone body metabolic process,ketone body catabolic process,adipose tissue development"
Injured / Non-Injured,Q99NB1,Q99NB1,-2.065054693,2.065054693,1.20E-07,2.33E-06,16,Q99NB1,Acss1,"Acetyl-coenzyme A synthetase 2-like, mitochondrial",ACS2L_MOUSE,23,-76.10227305,0.23897727,Injured,Non-Injured,"mitochondrion,mitochondrial matrix","acetate-CoA ligase activity,ATP binding,AMP binding","acetyl-CoA biosynthetic process,acetate biosynthetic process,acetyl-CoA biosynthetic process from acetate,propionate biosynthetic process"
Injured / Non-Injured,Q9D964,Q9D964,-1.799530674,1.799530674,1.51E-07,2.84E-06,16,Q9D964,Gatm,"Glycine amidinotransferase, mitochondrial",GATM_MOUSE,22,-71.27319747,0.287268025,Injured,Non-Injured,"mitochondrion,mitochondrial inner membrane,mitochondrial intermembrane space,extracellular exosome","amidinotransferase activity,glycine amidinotransferase activity","creatine metabolic process,creatine biosynthetic process,multicellular organism development,learning or memory,muscle atrophy"
Injured / Non-Injured,Q9D2R0,Q9D2R0,-2.035077337,2.035077337,1.60E-07,2.94E-06,16,Q9D2R0,Aacs,Acetoacetyl-CoA synthetase,AACS_MOUSE,8,-75.60051397,0.24399486,Injured,Non-Injured,cytosol,"ATP binding,acetoacetate-CoA ligase activity,butyrate-CoA ligase activity","liver development,fatty acid metabolic process,response to nutrient,response to purine-containing compound,positive regulation of insulin secretion,response to oleic acid,response to drug,response to starvation,response to ethanol,white fat cell differentiation,adipose tissue development,cellular response to glucose stimulus,cellular response to testosterone stimulus,cellular response to cholesterol"
Injured / Non-Injured,O88338;Q8C730,O88338;Q8C730,-1.866896344,1.866896344,1.67E-07,2.96E-06,16,O88338;Q8C730,Cdh16,Cadherin-16,CAD16_MOUSE;Q8C730_MOUSE,16,-72.58374052,0.274162595,Injured,Non-Injured,"plasma membrane,integral component of plasma membrane,basolateral plasma membrane,extracellular exosome;",calcium ion binding;,"homophilic cell adhesion via plasma membrane adhesion molecules,cell-cell signaling,nervous system development,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules;"
Injured / Non-Injured,P97872,P97872,-1.683139863,1.683139863,2.38E-07,3.99E-06,16,P97872,Fmo5,Dimethylaniline monooxygenase [N-oxide-forming] 5,FMO5_MOUSE,8,-68.85958369,0.311404163,Injured,Non-Injured,"endoplasmic reticulum,endoplasmic reticulum membrane,cytosol,integral component of membrane,organelle membrane","N,N-dimethylaniline monooxygenase activity,flavin adenine dinucleotide binding,NADP binding",oxidation-reduction process
Injured / Non-Injured,Q3U422,Q3U422,-1.346505102,1.346505102,2.36E-07,3.99E-06,16,Q3U422,Ndufv3,"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial",Q3U422_MOUSE,6,-60.675648,0.39324352,Injured,Non-Injured,,,
Injured / Non-Injured,Q8R0Y8,Q8R0Y8,-1.584758378,1.584758378,2.73E-07,4.35E-06,16,Q8R0Y8,Slc25a42,Mitochondrial coenzyme A transporter SLC25A42,S2542_MOUSE,4,-66.6619501,0.333380499,Injured,Non-Injured,"nucleus,mitochondrion,mitochondrial inner membrane,integral component of membrane","ATP transmembrane transporter activity,ADP transmembrane transporter activity,coenzyme A transmembrane transporter activity,adenosine-diphosphatase activity,AMP transmembrane transporter activity","mitochondrial transport,ADP transport,ATP transport,coenzyme A transmembrane transport,AMP transport"
Injured / Non-Injured,Q9CQ54,Q9CQ54,-1.541744527,1.541744527,2.66E-07,4.35E-06,16,Q9CQ54,Ndufc2,NADH dehydrogenase [ubiquinone] 1 subunit C2,NDUC2_MOUSE,7,-65.65301253,0.343469875,Injured,Non-Injured,"cytoplasm,mitochondrion,mitochondrial inner membrane,mitochondrial respiratory chain complex I,integral component of membrane",NADH dehydrogenase (ubiquinone) activity,"mitochondrial electron transport, NADH to ubiquinone,mitochondrial respiratory chain complex I assembly,positive regulation of ATP metabolic process"
Injured / Non-Injured,P11930,P11930,-1.565122756,1.565122756,3.35E-07,5.18E-06,16,P11930,Nudt19,Nucleoside diphosphate-linked moiety X motif 19,NUD19_MOUSE,24,-66.20510484,0.337948952,Injured,Non-Injured,"mitochondrion,peroxisome","receptor binding,hydrolase activity,metal ion binding",
Injured / Non-Injured,Q14DH7;Q14DH7-2,Q14DH7;Q14DH7-2,-1.842554189,1.842554189,3.76E-07,5.63E-06,16,Q14DH7;Q14DH7-2,Acss3,"Acyl-CoA synthetase short-chain family member 3, mitochondrial;Isoform 2 of Acyl-CoA synthetase short-chain family member 3, mitochondrial",ACSS3_MOUSE,2,-72.11722973,0.278827703,Injured,Non-Injured,mitochondrion;,"molecular_function,acetate-CoA ligase activity,ATP binding;","biological_process,metabolic process;"
Injured / Non-Injured,Q8K1Z0,Q8K1Z0,-1.787952342,1.787952342,3.82E-07,5.63E-06,16,Q8K1Z0,Coq9,"Ubiquinone biosynthesis protein COQ9, mitochondrial",COQ9_MOUSE,7,-71.04172326,0.289582767,Injured,Non-Injured,"mitochondrion,mitochondrial inner membrane","lipid binding,protein homodimerization activity","mitochondrial electron transport, NADH to ubiquinone,ubiquinone biosynthetic process"
Injured / Non-Injured,O08966,O08966,-1.732584856,1.732584856,4.28E-07,5.95E-06,16,O08966,Slc22a1,Solute carrier family 22 member 1,S22A1_MOUSE,3,-69.90876667,0.300912333,Injured,Non-Injured,"integral component of plasma membrane,basolateral plasma membrane","acetylcholine transmembrane transporter activity,dopamine transmembrane transporter activity,norepinephrine transmembrane transporter activity,secondary active organic cation transmembrane transporter activity,organic anion transmembrane transporter activity,organic cation transmembrane transporter activity,quaternary ammonium group transmembrane transporter activity,protein homodimerization activity","cation transport,neurotransmitter transport,drug transmembrane transport,establishment or maintenance of transmembrane electrochemical gradient,quaternary ammonium group transport,organic anion transport,dopamine transport,norepinephrine transport,epinephrine transport,protein homooligomerization,ammonium transmembrane transport,acetate ester transport"
Injured / Non-Injured,Q61941,Q61941,-1.768321519,1.768321519,4.33E-07,5.95E-06,16,Q61941,Nnt,"NAD(P) transhydrogenase, mitochondrial",NNTM_MOUSE,27,-70.6449935,0.293550065,Injured,Non-Injured,"mitochondrion,mitochondrial inner membrane,integral component of membrane","NAD(P)+ transhydrogenase (AB-specific) activity,NADP binding,NAD binding","NADPH regeneration,proton transport,reactive oxygen species metabolic process"
Injured / Non-Injured,Q9QXD1,Q9QXD1,-2.144477616,2.144477616,4.26E-07,5.95E-06,16,Q9QXD1,Acox2,Peroxisomal acyl-coenzyme A oxidase 2,ACOX2_MOUSE,14,-77.38232744,0.226176726,Injured,Non-Injured,"mitochondrion,peroxisome,intracellular membrane-bounded organelle","acyl-CoA dehydrogenase activity,acyl-CoA oxidase activity,receptor binding,3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoyl-CoA 24-hydroxylase activity,protein homodimerization activity,flavin adenine dinucleotide binding,FAD binding","positive regulation of cell death,fatty acid beta-oxidation using acyl-CoA dehydrogenase,fatty acid beta-oxidation using acyl-CoA oxidase,positive regulation of response to oxidative stress"
Injured / Non-Injured,Q3UNZ8,Q3UNZ8,-1.518267857,1.518267857,5.18E-07,6.95E-06,16,Q3UNZ8,NaN,Quinone oxidoreductase-like protein 2,QORL2_MOUSE,18,-65.08951891,0.349104811,Injured,Non-Injured,mitochondrion,oxidoreductase activity,oxidation-reduction process
Injured / Non-Injured,Q922B1,Q922B1,-1.58319021,1.58319021,5.49E-07,7.12E-06,16,Q922B1,Macrod1,O-acetyl-ADP-ribose deacetylase MACROD1,MACD1_MOUSE,4,-66.6256929,0.333743071,Injured,Non-Injured,"nucleus,nucleoplasm,mitochondrion","hydrolase activity, acting on glycosyl bonds,deacetylase activity","cellular response to DNA damage stimulus,purine nucleoside metabolic process,protein de-ADP-ribosylation"
Injured / Non-Injured,Q9DCQ2,Q9DCQ2,-1.935698324,1.935698324,5.54E-07,7.12E-06,16,Q9DCQ2,Aspdh,Putative L-aspartate dehydrogenase,ASPD_MOUSE,8,-73.86053216,0.261394678,Injured,Non-Injured,cellular_component,"aspartate dehydrogenase activity,NADP binding","NADP catabolic process,NAD biosynthetic process,oxidation-reduction process"
Injured / Non-Injured,Q99L13,Q99L13,-1.630943076,1.630943076,5.88E-07,7.40E-06,16,Q99L13,Hibadh,"3-hydroxyisobutyrate dehydrogenase, mitochondrial",3HIDH_MOUSE,16,-67.7122923,0.322877077,Injured,Non-Injured,mitochondrion,"phosphogluconate dehydrogenase (decarboxylating) activity,3-hydroxyisobutyrate dehydrogenase activity,NAD binding","valine catabolic process,oxidation-reduction process"
