Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process
Injured / Non-Injured,Q8K023;Q8K023-2,Q8K023;Q8K023-2,-2.15578967,2.15578967,1.83E-09,5.90E-08,16,Q8K023;Q8K023-2,Akr1c18,Aldo-keto reductase family 1 member C18;Isoform 2 of Aldo-keto reductase family 1 member C18,AKC1H_MOUSE,8,-77.5589773,0.224410227,Injured,Non-Injured,"intracellular,nucleus,cytoplasm,cytosol,extracellular exosome;","retinal dehydrogenase activity,alditol:NADP+ 1-oxidoreductase activity,retinol dehydrogenase activity,oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor,phenanthrene 9,10-monooxygenase activity,dihydrotestosterone 17-beta-dehydrogenase activity,geranylgeranyl reductase activity,ketoreductase activity,17-alpha,20-alpha-dihydroxypregn-4-en-3-one dehydrogenase activity,15-hydroxyprostaglandin-D dehydrogenase (NADP+) activity,androsterone dehydrogenase activity,ketosteroid monooxygenase activity,delta4-3-oxosteroid 5beta-reductase activity;","protein import into nucleus, translocation,progesterone catabolic process,G-protein coupled receptor signaling pathway,female pregnancy,parturition,positive regulation of cell proliferation,positive regulation of cell death,farnesol catabolic process,cellular response to reactive oxygen species,progesterone metabolic process,retinal metabolic process,daunorubicin metabolic process,doxorubicin metabolic process,regulation of retinoic acid receptor signaling pathway,positive regulation of protein kinase B signaling,oxidation-reduction process,testosterone biosynthetic process,cellular response to cadmium ion,cellular response to calcium ion,cellular response to follicle-stimulating hormone stimulus,cellular response to prostaglandin stimulus,cellular response to corticosteroid stimulus,cellular response to testosterone stimulus,cellular response to jasmonic acid stimulus,cellular response to transforming growth factor beta stimulus,cellular response to prostaglandin D stimulus,cellular response to gonadotropin-releasing hormone,negative regulation of retinoic acid biosynthetic process,cellular response to forskolin,cellular response to prolactin,regulation of testosterone biosynthetic process,positive regulation of endothelial cell apoptotic process,positive regulation of reactive oxygen species metabolic process;"
Injured / Non-Injured,Q91WT9;Q91WT9-2,Q91WT9;Q91WT9-2,-2.086978938,2.086978938,2.48E-09,7.32E-08,16,Q91WT9;Q91WT9-2,Cbs,Cystathionine beta-synthase;Isoform 2 of Cystathionine beta-synthase,CBS_MOUSE,5,-76.46269476,0.235373052,Injured,Non-Injured,"nucleus,cytoplasm,cytosol;","cystathionine beta-synthase activity,oxygen binding,enzyme binding,heme binding,pyridoxal phosphate binding,ubiquitin protein ligase binding,identical protein binding,protein homodimerization activity,metal ion binding,nitrite reductase (NO-forming) activity,carbon monoxide binding,nitric oxide binding,modified amino acid binding,S-adenosyl-L-methionine binding;","endochondral ossification,blood vessel remodeling,cysteine biosynthetic process from serine,L-serine metabolic process,superoxide metabolic process,cysteine biosynthetic process via cystathionine,cysteine biosynthetic process,transsulfuration,cerebellum morphogenesis,regulation of cGMP metabolic process,negative regulation of apoptotic process,homocysteine catabolic process,regulation of JUN kinase activity,homocysteine metabolic process,regulation of blood vessel size,response to folic acid,oxidation-reduction process,maternal process involved in female pregnancy,cartilage development involved in endochondral bone morphogenesis,hydrogen sulfide biosynthetic process,cellular response to hypoxia;"
Injured / Non-Injured,A2AQ50;A2AQ51;A2AQ52;P55014;P55014-3;P55014-4,A2AQ50;A2AQ51;A2AQ52;P55014;P55014-3;P55014-4,-2.448067567,2.448067567,2.88E-09,7.84E-08,16,A2AQ50;A2AQ51;A2AQ52;P55014;P55014-3;P55014-4,Slc12a1,Solute carrier family 12 member 1;Solute carrier family 12 member 1;Solute carrier family 12 member 1;Solute carrier family 12 member 1;Isoform B of Solute carrier family 12 member 1;Isoform F of Solute carrier family 12 member 1,A2AQ50_MOUSE;A2AQ51_MOUSE;A2AQ52_MOUSE;S12A1_MOUSE;S12A1_MOUSE;S12A1_MOUSE,24,-81.67439881,0.183256012,Injured,Non-Injured,";;;integral component of membrane,apical plasma membrane,extracellular exosome;;",";;;protein binding,sodium:potassium:chloride symporter activity;;",";;;kidney development,potassium ion transport,sodium ion transport,excretion,chemical homeostasis,positive regulation of calcineurin-NFAT signaling cascade,cellular hyperosmotic salinity response,chloride transmembrane transport;;"
Injured / Non-Injured,O35855,O35855,-2.339497204,2.339497204,4.01E-09,1.01E-07,16,O35855,Bcat2,"Branched-chain-amino-acid aminotransferase, mitochondrial",BCAT2_MOUSE,11,-80.24208254,0.197579175,Injured,Non-Injured,mitochondrion,"branched-chain-amino-acid transaminase activity,L-leucine transaminase activity,L-valine transaminase activity,L-isoleucine transaminase activity","isoleucine metabolic process,isoleucine catabolic process,leucine metabolic process,valine metabolic process,branched-chain amino acid metabolic process,branched-chain amino acid catabolic process,leucine biosynthetic process,valine biosynthetic process,regulation of hormone levels,cellular response to leukemia inhibitory factor"
Injured / Non-Injured,P16331,P16331,-2.174009041,2.174009041,5.02E-09,1.04E-07,16,P16331,Pah,Phenylalanine-4-hydroxylase,PH4H_MOUSE,21,-77.84059639,0.221594036,Injured,Non-Injured,extracellular exosome,"phenylalanine 4-monooxygenase activity,iron ion binding","L-phenylalanine catabolic process,oxidation-reduction process"
Injured / Non-Injured,Q78JN3,Q78JN3,-2.126512906,2.126512906,4.54E-09,1.04E-07,16,Q78JN3,Eci3,"Enoyl-CoA delta isomerase 3, peroxisomal",ECI3_MOUSE,5,-77.09892711,0.229010729,Injured,Non-Injured,peroxisome,"fatty-acyl-CoA binding,dodecenoyl-CoA delta-isomerase activity",fatty acid beta-oxidation
Injured / Non-Injured,Q99NB1,Q99NB1,-2.085377009,2.085377009,4.88E-09,1.04E-07,16,Q99NB1,Acss1,"Acetyl-coenzyme A synthetase 2-like, mitochondrial",ACS2L_MOUSE,24,-76.43654508,0.235634549,Injured,Non-Injured,"mitochondrion,mitochondrial matrix","acetate-CoA ligase activity,ATP binding,AMP binding","acetyl-CoA biosynthetic process,acetate biosynthetic process,acetyl-CoA biosynthetic process from acetate,propionate biosynthetic process"
Injured / Non-Injured,Q9WVM8,Q9WVM8,-2.276839348,2.276839348,5.56E-09,1.09E-07,16,Q9WVM8,Aadat,"Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial",AADAT_MOUSE,13,-79.3650671,0.206349329,Injured,Non-Injured,mitochondrion,"kynurenine-oxoglutarate transaminase activity,pyridoxal phosphate binding,protein homodimerization activity,2-aminoadipate transaminase activity","2-oxoglutarate metabolic process,glutamate metabolic process,biosynthetic process,tryptophan catabolic process to kynurenine,L-lysine catabolic process to acetyl-CoA via saccharopine,kynurenine metabolic process,L-kynurenine metabolic process"
Injured / Non-Injured,F6SFF5;Q8K1Z0,F6SFF5;Q8K1Z0,-1.867126364,1.867126364,6.44E-09,1.20E-07,16,F6SFF5;Q8K1Z0,Coq9,"Ubiquinone biosynthesis protein COQ9, mitochondrial (Fragment);Ubiquinone biosynthesis protein COQ9, mitochondrial",F6SFF5_MOUSE;COQ9_MOUSE,5,-72.58811137,0.274118886,Injured,Non-Injured,";mitochondrion,mitochondrial inner membrane",";lipid binding,protein homodimerization activity",";mitochondrial electron transport, NADH to ubiquinone,ubiquinone biosynthetic process"
Injured / Non-Injured,P43024;Q9DCW5,P43024;Q9DCW5,-2.13380894,2.13380894,8.82E-09,1.56E-07,16,P43024;Q9DCW5,Cox6a1,"Cytochrome c oxidase subunit 6A1, mitochondrial;Cytochrome c oxidase subunit 6A, mitochondrial",CX6A1_MOUSE;Q9DCW5_MOUSE,3,-77.21445063,0.227855494,Injured,Non-Injured,"mitochondrion,mitochondrial respiratory chain complex IV,myelin sheath;","enzyme regulator activity,cytochrome-c oxidase activity;","mitochondrial electron transport, cytochrome c to oxygen,aerobic respiration,regulation of catalytic activity,hydrogen ion transmembrane transport;"
Injured / Non-Injured,A2ATU0,A2ATU0,-1.944266536,1.944266536,1.19E-08,2.01E-07,16,A2ATU0,Dhtkd1,"Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial",DHTK1_MOUSE,12,-74.0153152,0.259846848,Injured,Non-Injured,"mitochondrion,oxoglutarate dehydrogenase complex,cytosol","oxoglutarate dehydrogenase (succinyl-transferring) activity,thiamine pyrophosphate binding","hematopoietic progenitor cell differentiation,generation of precursor metabolites and energy,glycolytic process,tricarboxylic acid cycle"
Injured / Non-Injured,A0A0A0MQ70;Q5SWT3,A0A0A0MQ70;Q5SWT3,-1.736445666,1.736445666,1.56E-08,2.37E-07,16,A0A0A0MQ70;Q5SWT3,Slc25a35,Solute carrier family 25 member 35,A0A0A0MQ70_MOUSE;S2535_MOUSE,3,-69.98918646,0.300108135,Injured,Non-Injured,";mitochondrion,mitochondrial inner membrane,integral component of membrane",;transmembrane transporter activity,";mitochondrial transport,transmembrane transport"
Injured / Non-Injured,O09174,O09174,-2.384805162,2.384805162,1.73E-08,2.37E-07,16,O09174,Amacr,Alpha-methylacyl-CoA racemase,AMACR_MOUSE,15,-80.85293938,0.191470606,Injured,Non-Injured,"cytoplasm,mitochondrion,peroxisome,plasma membrane,intracellular membrane-bounded organelle","receptor binding,alpha-methylacyl-CoA racemase activity","fatty acid metabolic process,bile acid biosynthetic process,bile acid metabolic process,isoprenoid catabolic process"
Injured / Non-Injured,P12658,P12658,-2.63346478,2.63346478,1.61E-08,2.37E-07,16,P12658,Calb1,Calbindin,CALB1_MOUSE,13,-83.88433954,0.161156605,Injured,Non-Injured,"intracellular,nucleus,cytoplasm,cytosol,axon,dendrite,neuron projection,neuronal cell body,terminal bouton,dendritic spine,cell body,synapse,extracellular exosome","vitamin D binding,calcium ion binding,zinc ion binding,calcium ion binding involved in regulation of postsynaptic cytosolic calcium ion concentration","short-term memory,long-term memory,locomotory behavior,retina layer formation,metanephric part of ureteric bud development,regulation of cytosolic calcium ion concentration,retina development in camera-type eye,cellular response to organic substance,metanephric collecting duct development,metanephric distal convoluted tubule development,metanephric connecting tubule development,regulation of presynaptic cytosolic calcium ion concentration,regulation of postsynaptic cytosolic calcium ion concentration,regulation of long-term synaptic potentiation"
Injured / Non-Injured,P40936,P40936,-2.185763189,2.185763189,1.74E-08,2.37E-07,16,P40936,Inmt,Indolethylamine N-methyltransferase,INMT_MOUSE,10,-78.02040344,0.219795966,Injured,Non-Injured,cytosol,"thioether S-methyltransferase activity,amine N-methyltransferase activity,dimethyl selenide methyltransferase activity,Requires Ontology","selenium compound metabolic process,amine metabolic process,response to toxic substance,methylation"
Injured / Non-Injured,Q9DBM2,Q9DBM2,-2.03771807,2.03771807,1.52E-08,2.37E-07,16,Q9DBM2,Ehhadh,Peroxisomal bifunctional enzyme,ECHP_MOUSE,43,-75.64513435,0.243548656,Injured,Non-Injured,"mitochondrion,peroxisome,cytosol","3-hydroxyacyl-CoA dehydrogenase activity,dodecenoyl-CoA delta-isomerase activity,enoyl-CoA hydratase activity,receptor binding,enzyme binding","internal protein amino acid acetylation,fatty acid beta-oxidation,acyl-CoA metabolic process"
Injured / Non-Injured,O88338;Q8C730,O88338;Q8C730,-1.956044018,1.956044018,2.55E-08,3.29E-07,16,O88338;Q8C730,Cdh16,Cadherin-16,CAD16_MOUSE;Q8C730_MOUSE,13,-74.22657841,0.257734216,Injured,Non-Injured,"plasma membrane,integral component of plasma membrane,basolateral plasma membrane,extracellular exosome;",calcium ion binding;,"homophilic cell adhesion via plasma membrane adhesion molecules,cell-cell signaling,nervous system development,calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules;"
Injured / Non-Injured,Q8BYF6,Q8BYF6,-2.474691578,2.474691578,2.60E-08,3.29E-07,16,Q8BYF6,Slc5a8,Sodium-coupled monocarboxylate transporter 1,SC5A8_MOUSE,3,-82.00948462,0.179905154,Injured,Non-Injured,"integral component of membrane,apical plasma membrane,extracellular exosome",symporter activity,"sodium ion transport,apoptotic process,transmembrane transport"
Injured / Non-Injured,Q61941,Q61941,-1.725983663,1.725983663,2.95E-08,3.60E-07,16,Q61941,Nnt,"NAD(P) transhydrogenase, mitochondrial",NNTM_MOUSE,19,-69.77076578,0.302292342,Injured,Non-Injured,"mitochondrion,mitochondrial inner membrane,integral component of membrane","NAD(P)+ transhydrogenase (AB-specific) activity,NADP binding,NAD binding","NADPH regeneration,proton transport,reactive oxygen species metabolic process"
Injured / Non-Injured,A0A0R4J0S3;Q924D0,A0A0R4J0S3;Q924D0,-1.683132347,1.683132347,3.71E-08,4.15E-07,16,A0A0R4J0S3;Q924D0,Rtn4ip1,"Reticulon 4 interacting protein 1;Reticulon-4-interacting protein 1, mitochondrial",A0A0R4J0S3_MOUSE;RT4I1_MOUSE,4,-68.85942146,0.311405785,Injured,Non-Injured,";mitochondrion,mitochondrial outer membrane",";zinc ion binding,oxidoreductase activity",";regulation of dendrite development,oxidation-reduction process"
Injured / Non-Injured,O88909,O88909,-2.564995697,2.564995697,3.75E-08,4.15E-07,16,O88909,Slc22a8,Solute carrier family 22 member 8,S22A8_MOUSE,6,-83.10106419,0.168989358,Injured,Non-Injured,"integral component of plasma membrane,basolateral plasma membrane,extracellular exosome","inorganic anion exchanger activity,sodium-independent organic anion transmembrane transporter activity","response to toxic substance,inorganic anion transport,sodium-independent organic anion transport,transmembrane transport"
Injured / Non-Injured,Q60991,Q60991,-2.933238303,2.933238303,3.64E-08,4.15E-07,16,Q60991,Cyp7b1,25-hydroxycholesterol 7-alpha-hydroxylase,CP7B1_MOUSE,2,-86.90796112,0.130920389,Injured,Non-Injured,"endoplasmic reticulum membrane,organelle membrane,intracellular membrane-bounded organelle","iron ion binding,oxysterol 7-alpha-hydroxylase activity,heme binding","bile acid biosynthetic process,digestion,cholesterol metabolic process,negative regulation of intracellular estrogen receptor signaling pathway,B cell chemotaxis,positive regulation of epithelial cell proliferation,oxidation-reduction process,prostate gland epithelium morphogenesis"
Injured / Non-Injured,O35386,O35386,-1.664993835,1.664993835,4.58E-08,4.77E-07,16,O35386,Phyh,"Phytanoyl-CoA dioxygenase, peroxisomal",PAHX_MOUSE,6,-68.46543002,0.3153457,Injured,Non-Injured,"mitochondrion,peroxisome","catalytic activity,protein binding,ferrous iron binding,carboxylic acid binding,L-ascorbic acid binding,cofactor binding,phytanoyl-CoA dioxygenase activity","fatty acid alpha-oxidation,2-oxoglutarate metabolic process,isoprenoid metabolic process,methyl-branched fatty acid metabolic process"
Injured / Non-Injured,Q8C7H1,Q8C7H1,-1.768978448,1.768978448,4.57E-08,4.77E-07,16,Q8C7H1,Mmaa,"Methylmalonic aciduria type A homolog, mitochondrial",MMAA_MOUSE,2,-70.65835722,0.293416428,Injured,Non-Injured,"cellular_component,mitochondrion","molecular_function,GTPase activity,GTP binding","biological_process,cobalamin biosynthetic process"
Injured / Non-Injured,Q99MR8,Q99MR8,-1.874733662,1.874733662,5.34E-08,5.40E-07,16,Q99MR8,Mccc1,"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",MCCA_MOUSE,32,-72.73227321,0.272677268,Injured,Non-Injured,"3-methylcrotonyl-CoA carboxylase complex, mitochondrial,mitochondrion,mitochondrial inner membrane,mitochondrial matrix,methylcrotonoyl-CoA carboxylase complex","biotin carboxylase activity,ATP binding,metal ion binding,methylcrotonoyl-CoA carboxylase activity",leucine catabolic process
Injured / Non-Injured,G3XA48;P58044,G3XA48;P58044,-1.988352133,1.988352133,6.12E-08,6.02E-07,16,G3XA48;P58044,Idi1,Isopentenyl-diphosphate Delta-isomerase 1,G3XA48_MOUSE;IDI1_MOUSE,3,-74.79734084,0.252026592,Injured,Non-Injured,";mitochondrion,peroxisome",";magnesium ion binding,isopentenyl-diphosphate delta-isomerase activity,hydrolase activity,manganese ion binding",";cholesterol biosynthetic process,isoprenoid biosynthetic process,isopentenyl diphosphate biosynthetic process,response to stilbenoid,dimethylallyl diphosphate biosynthetic process"
Injured / Non-Injured,Q9D2R0,Q9D2R0,-2.229858394,2.229858394,6.41E-08,6.06E-07,16,Q9D2R0,Aacs,Acetoacetyl-CoA synthetase,AACS_MOUSE,5,-78.68203538,0.213179646,Injured,Non-Injured,cytosol,"ATP binding,acetoacetate-CoA ligase activity,butyrate-CoA ligase activity","liver development,fatty acid metabolic process,response to nutrient,response to purine-containing compound,positive regulation of insulin secretion,response to oleic acid,response to drug,response to starvation,response to ethanol,white fat cell differentiation,adipose tissue development,cellular response to glucose stimulus,cellular response to testosterone stimulus,cellular response to cholesterol"
Injured / Non-Injured,Q9D964,Q9D964,-1.816608659,1.816608659,6.50E-08,6.06E-07,16,Q9D964,Gatm,"Glycine amidinotransferase, mitochondrial",GATM_MOUSE,20,-71.61124784,0.283887522,Injured,Non-Injured,"mitochondrion,mitochondrial inner membrane,mitochondrial intermembrane space,extracellular exosome","amidinotransferase activity,glycine amidinotransferase activity","creatine metabolic process,creatine biosynthetic process,multicellular organism development,learning or memory,muscle atrophy"
Injured / Non-Injured,O70250,O70250,-1.75451417,1.75451417,9.54E-08,8.66E-07,16,O70250,Pgam2,Phosphoglycerate mutase 2,PGAM2_MOUSE,5,-70.36270199,0.29637298,Injured,Non-Injured,"nucleus,cytosol,extracellular exosome","bisphosphoglycerate mutase activity,phosphoglycerate mutase activity,protein binding,hydrolase activity,2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity,cofactor binding","gluconeogenesis,glycolytic process,striated muscle contraction,Notch signaling pathway,spermatogenesis,regulation of pentose-phosphate shunt,response to mercury ion"
Injured / Non-Injured,Q9DBT9,Q9DBT9,-1.798844304,1.798844304,9.83E-08,8.70E-07,16,Q9DBT9,Dmgdh,"Dimethylglycine dehydrogenase, mitochondrial",M2GD_MOUSE,20,-71.25952729,0.287404727,Injured,Non-Injured,"mitochondrion,mitochondrial matrix","RNA binding,dimethylglycine dehydrogenase activity","amino-acid betaine catabolic process,choline catabolic process,oxidation-reduction process"
Injured / Non-Injured,P45952,P45952,-1.900249205,1.900249205,1.17E-07,1.01E-06,16,P45952,Acadm,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADM_MOUSE,28,-73.21029138,0.267897086,Injured,Non-Injured,"nucleus,mitochondrion,mitochondrial matrix,nuclear speck,axon,mitochondrial membrane,extracellular exosome","acyl-CoA dehydrogenase activity,identical protein binding,flavin adenine dinucleotide binding,medium-chain-acyl-CoA dehydrogenase activity","liver development,glycogen biosynthetic process,organic acid metabolic process,regulation of gluconeogenesis,fatty acid beta-oxidation,heart development,response to cold,carnitine metabolic process,post-embryonic development,carnitine metabolic process, CoA-linked,fatty acid beta-oxidation using acyl-CoA dehydrogenase,response to starvation,carnitine biosynthetic process,medium-chain fatty acid metabolic process,medium-chain fatty acid catabolic process,cardiac muscle cell differentiation,oxidation-reduction process"
Injured / Non-Injured,Q8VC69,Q8VC69,-2.198654309,2.198654309,1.23E-07,1.03E-06,16,Q8VC69,Slc22a6,Solute carrier family 22 member 6,S22A6_MOUSE,5,-78.21592604,0.21784074,Injured,Non-Injured,"integral component of plasma membrane,caveola,basolateral plasma membrane,protein complex,extracellular exosome","inorganic anion exchanger activity,organic anion transmembrane transporter activity,urate transmembrane transporter activity,anion:anion antiporter activity,sodium-independent organic anion transmembrane transporter activity,chloride ion binding,protein homodimerization activity","anion transport,inorganic anion transport,organic anion transport,alpha-ketoglutarate transport,urate transport,response to methotrexate,sodium-independent organic anion transport,protein homooligomerization,renal tubular secretion,anion transmembrane transport,organic acid transmembrane transport"
Injured / Non-Injured,O88986,O88986,-1.069858853,1.069858853,1.27E-07,1.05E-06,16,O88986,Gcat,"2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial",KBL_MOUSE,7,-52.36343978,0.476365602,Injured,Non-Injured,"nucleoplasm,mitochondrion,mitochondrial inner membrane,nuclear speck","molecular_function,glycine C-acetyltransferase activity,pyridoxal phosphate binding","biological_process,biosynthetic process,L-threonine catabolic process to glycine"
Injured / Non-Injured,Q91YP0,Q91YP0,-1.635981519,1.635981519,1.50E-07,1.20E-06,16,Q91YP0,L2hgdh,"L-2-hydroxyglutarate dehydrogenase, mitochondrial",L2HDH_MOUSE,11,-67.82485666,0.321751433,Injured,Non-Injured,"mitochondrion,integral component of membrane",2-hydroxyglutarate dehydrogenase activity,"cellular protein metabolic process,oxidation-reduction process"
Injured / Non-Injured,O08966,O08966,-1.786192559,1.786192559,1.65E-07,1.30E-06,16,O08966,Slc22a1,Solute carrier family 22 member 1,S22A1_MOUSE,5,-71.00637873,0.289936213,Injured,Non-Injured,"integral component of plasma membrane,basolateral plasma membrane","acetylcholine transmembrane transporter activity,dopamine transmembrane transporter activity,norepinephrine transmembrane transporter activity,secondary active organic cation transmembrane transporter activity,organic anion transmembrane transporter activity,organic cation transmembrane transporter activity,quaternary ammonium group transmembrane transporter activity,protein homodimerization activity","cation transport,neurotransmitter transport,drug transmembrane transport,establishment or maintenance of transmembrane electrochemical gradient,quaternary ammonium group transport,organic anion transport,dopamine transport,norepinephrine transport,epinephrine transport,protein homooligomerization,ammonium transmembrane transport,acetate ester transport"
Injured / Non-Injured,Q9CXN7,Q9CXN7,-1.960180692,1.960180692,1.68E-07,1.30E-06,16,Q9CXN7,Pbld2,Phenazine biosynthesis-like domain-containing protein 2,PBLD2_MOUSE,2,-74.30037331,0.256996267,Injured,Non-Injured,,"molecular_function,isomerase activity","biological_process,biosynthetic process"
Injured / Non-Injured,Q3U3J1,Q3U3J1,-1.716619718,1.716619718,2.10E-07,1.55E-06,16,Q3U3J1,Bckdha,"2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial",Q3U3J1_MOUSE,9,-69.57392203,0.30426078,Injured,Non-Injured,,,
Injured / Non-Injured,Q9DCM2,Q9DCM2,-1.50970788,1.50970788,2.06E-07,1.55E-06,16,Q9DCM2,Gstk1,Glutathione S-transferase kappa 1,GSTK1_MOUSE,10,-64.88176801,0.35118232,Injured,Non-Injured,"intracellular,mitochondrion,mitochondrial inner membrane,mitochondrial matrix,peroxisome,membrane,extracellular exosome","glutathione transferase activity,glutathione peroxidase activity,receptor binding,protein binding,protein disulfide oxidoreductase activity","glutathione metabolic process,epithelial cell differentiation,oxidation-reduction process,cellular oxidant detoxification"
